id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
81,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|229,255|255|255|255|255|255|255|228,-10|10|-7|7|0|-7|7|-30,0|0|7|7|-10|-7|-7|-30,0|0|0|0|0|0|0|-29,0|0|0|0|0|0|0|-28,77|58|182|163|1|183|164|58082,0,0,0,6,255,208
82,30,4,3,0,3,0,0,0,1|1|1|228|228|228|228|228,255|255|255|228|228|228|228|228,0|-10|10|-28|-28|-28|-28|-28,10|0|0|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-29|-30,58|39|1|60134|57568|57568|57568|57568,0,0,0,6,255,208
83,80,3,8,0,8,0,0,0,184|184|184|184|184|184|184|184,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,6|6|6|6|6|6|6|6,-70|-50|-30|-10|10|30|50|70,0|0|0|0|0|0|0|0,98|98|98|98|98|98|98|98,0,0,0,6,1,208
84,20,2,2,0,2,0,0,0,2|184|227|227|229|228|228|226,255|255|227|227|226|226|226|226,0|0|-30|-29|-29|-29|-29|-30,8|6|-29|-29|-29|-29|-29|-29,0|0|-27|-27|-28|-26|-27|-27,0|0|-27|-27|-29|-29|-29|-29,98|98|58082|58338|58339|58083|58082|58082,0,0,0,6,1,208
85,80,3,8,0,8,0,0,0,1|2|1|2|1|2|1|2,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,8|8|8|8|8|8|8|8,0|0|-12|-12|12|12|-24|-24,0|14|0|14|0|14|0|14,157|159|157|159|157|159|157|159,0,0,0,6,255,208
86,10,2,1,0,1,0,0,0,189|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,238|59110|59110|59878|57575|57568|57568|57568,1,0,0,6,255,208
87,0,8,1,0,1,0,0,0,30|230|229|226|226|226|226|226,4|226|226|226|226|226|226|226,120|-30|-30|-30|-30|-30|-30|-30,120|-27|-25|-26|-29|-27|-28|-29,-40|-28|-28|-28|-28|-29|-27|-28,-30|-28|-28|-28|-30|-27|-30|-29,60034|58339|58083|58082|58082|58851|58596|58596,0,0,0,1,255,208
88,30,3,3,0,3,0,0,0,20|20|20|227|229|228|228|226,255|255|255|227|227|227|227|227,120|120|120|-29|-29|-29|-29|-29,10|10|10|-29|-29|-29|-29|-29,-32|-32|-32|-28|-29|-27|-28|-28,-24|0|28|-28|-30|-29|-29|-29,60023|60024|60025|58339|58339|58339|58339|58339,0,0,0,6,255,208
89,20,2,2,3,2,0,0,0,189|1|227|229|228|228|228|228,255|255|227|229|228|228|228|228,0|0|-29|-29|-30|-30|-30|-30,-1|-1|-29|-29|-29|-29|-27|-30,0|0|-28|-28|-28|-28|-30|-27,-1|-1|-28|-28|-28|-28|-28|-28,107|107|58085|58082|58082|58082|58082|58082,-1,0,0,6,255,208
90,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|228,255|255|255|255|255|255|255|228,-10|10|-7|7|0|-7|7|-28,0|0|7|7|-10|-7|-7|-28,0|0|0|0|0|0|0|-28,0|0|0|0|0|0|0|-30,39|1|163|164|77|182|183|57568,0,0,0,6,255,208
91,40,4,4,0,4,0,0,0,3|1|1|3|226|226|226|226,255|255|255|255|226|226|226|226,0|-2|2|0|-30|-30|-30|-30,10|7|7|10|-29|-27|-28|-29,0|0|0|0|-28|-29|-29|-30,6|0|0|-6|-30|-27|-30|-29,60|201|202|60|58339|58851|58596|58596,0,0,0,6,255,208
92,0,10,2,0,2,0,0,0,192|1|229|229|229|228|228|226,255|255|227|227|227|227|227|227,0|0|-29|-29|-29|-29|-29|-29,8|8|-29|-29|-29|-29|-29|-29,0|0|-28|-28|-29|-27|-28|-28,0|0|-28|-28|-30|-29|-29|-29,65|65|58339|58339|58339|58339|58339|58339,0,0,0,27,255,208
93,0,10,2,0,2,0,0,0,193|2|229|229|228|228|228|228,255|255|227|229|228|228|228|228,0|0|-29|-29|-29|-29|-29|-29,8|8|-29|-29|-29|-29|-27|-30,0|0|-30|-30|-30|-30|-30|-27,0|0|-28|-28|-28|-28|-28|-28,64|64|58085|58082|58082|58082|58082|58082,0,0,0,27,255,208
94,0,10,1,0,1,0,0,0,195|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,71|59110|59110|59110|59880|59881|59112|58341,1,0,0,7,6,208
95,0,10,4,0,4,0,0,0,196|197|4|4|226|226|226|226,255|255|121|121|226|226|226|226,-12|12|-6|6|-30|-30|-30|-30,0|0|0|0|-29|-27|-28|-29,0|0|0|0|-28|-29|-27|-27,0|0|0|0|-29|-27|-30|-29,45|7|45|7|58341|58851|58596|58596,0,0,0,27,1,208
96,0,10,2,0,2,0,0,0,196|4|226|226|226|226|226|226,255|121|227|227|227|227|227|227,-12|-6|-29|-29|-29|-29|-29|-29,0|0|-29|-29|-29|-29|-29|-29,0|0|-28|-28|-29|-27|-28|-28,0|0|-28|-28|-30|-29|-29|-29,45|45|58339|58339|58339|58339|58339|58339,0,0,0,27,1,208
97,0,10,2,0,2,0,0,0,197|4|228|228|228|228|228|228,255|121|226|228|227|227|227|227,12|6|-29|-27|-27|-27|-27|-27,0|0|-29|-29|-29|-29|-27|-30,0|0|-27|-27|-27|-27|-29|-27,0|0|-28|-28|-28|-28|-28|-28,7|7|58085|58082|58082|58082|58082|58082,0,0,0,27,1,208
98,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
99,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-2|-1|0|1|2|1|0|-1,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
100,40,0,2,0,6,0,0,0,2|2|2|2|2|2|227|227,255|255|255|255|255|255|229|229,-2|2|-1|1|0|0|-27|-27,14|14|14|14|14|14|-27|-27,-8|8|-4|4|-2|2|-28|-28,0|0|0|0|0|0|-27|-27,70|70|70|70|70|70|58597|58854,0,0,0,1,255,208
101,10,6,1,0,1,0,0,0,2|228|228|226|226|226|226|226,255|228|226|229|229|229|229|229,0|-30|-29|-29|-30|-30|-30|-30,12|-30|-29|-29|-29|-29|-27|-30,0|-28|-28|-28|-28|-28|-29|-27,0|-28|-28|-28|-28|-28|-28|-28,252|59367|58087|58082|58082|58082|58082|58082,0,0,0,28,255,208
102,10,10,1,0,1,0,0,0,10|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,10|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,253|59110|59110|59110|59110|59366|60136|58856,0,0,0,27,255,208
103,10,16,1,0,1,0,0,0,30|224|225|226|226|226|226|226,255|226|226|226|226|226|226|226,0|-30|-30|-30|-30|-30|-30|-30,8|-26|-24|-26|-29|-27|-28|-29,0|-28|-28|-28|-28|-29|-27|-28,0|-28|-28|-28|-30|-29|-30|-29,254|58339|58339|58339|58339|58853|58596|58596,0,0,0,26,255,208
104,0,0,1,0,1,0,0,0,90|227|227|227|227|227|227|227,250|228|228|227|229|228|228|228,120|-28|-28|-28|-28|-28|-28|-28,120|-28|-28|-28|-28|-28|-28|-28,-24|-28|-28|-28|-29|-27|-28|-28,24|-28|-28|-28|-28|-28|-28|-28,98|58596|58596|58851|58596|58596|58340|58597,0,0,8,1,255,208
105,20,0,1,0,4,0,0,0,2|2|2|2|227|227|227|227,255|255|255|255|228|228|228|228,-2|0|2|0|-29|-29|-29|-29,14|14|14|14|-29|-29|-29|-30,-4|0|4|0|-28|-28|-29|-28,0|0|0|0|-29|-29|-29|-29,70|70|70|70|58082|58082|58082|58082,0,0,0,1,255,208
106,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
107,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
108,40,0,2,0,6,0,0,0,2|2|2|2|2|2|227|227,255|255|255|255|255|255|228|228,-4|4|-2|2|-1|1|-28|-28,14|14|14|14|14|14|-28|-28,-8|8|-4|4|-2|2|-29|-29,0|0|0|0|0|0|-29|-29,70|70|70|70|70|70|58340|58597,0,0,0,1,255,208
109,80,3,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,12|13|14|15|16|17|18|19,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,135|116|116|116|116|116|116|97,0,0,0,8,255,144
110,30,3,1,0,1,0,0,4,3|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,214|59110|59110|59110|58854|59365|59623|58855,0,0,0,1,255,208
111,20,3,2,0,2,0,0,0,2|2|226|226|226|226|226|226,255|255|226|226|226|226|226|226,-4|-4|-30|-30|-30|-30|-30|-30,5|-5|-25|-26|-29|-26|-27|-27,5|5|-28|-28|-28|-29|-27|-28,0|0|-28|-28|-28|-27|-28|-27,169|169|58596|58596|58596|58596|58596|58596,0,-1,0,1,255,208
112,10,4,1,0,1,0,0,0,1|227|227|227|227|227|227|227,255|228|228|227|229|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,8|-28|-28|-29|-29|-29|-29|-29,-5|-29|-29|-29|-29|-26|-27|-27,0|-27|-27|-27|-27|-27|-27|-27,58|58597|58597|58851|58596|58596|58340|58597,0,0,0,1,255,208
113,10,4,1,0,1,0,0,0,1|228|229|229|229|229|229|229,255|229|229|229|228|228|228|228,0|-28|-28|-28|-28|-28|-29|-27,8|-28|-27|-27|-28|-26|-27|-28,6|-28|-28|-28|-28|-28|-29|-27,0|-28|-28|-28|-28|-28|-28|-28,58|59111|58086|58082|58082|58082|58082|58082,0,0,0,1,255,208
114,40,0,1,0,1,0,0,0,2|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,14|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,142|59110|59110|59110|58854|59365|59367|59111,0,0,0,1,255,144
115,10,1,1,2,1,0,0,3,2|226|226|226|226|226|226|226,255|226|226|226|226|226|226|226,0|-30|-30|-30|-30|-30|-30|-30,0|-26|-25|-26|-29|-27|-28|-28,-8|-28|-28|-28|-28|-29|-27|-28,-2|-28|-28|-28|-28|-28|-28|-28,112|58596|58596|58596|58596|58596|58596|58596,0,0,0,1,255,208
116,10,1,1,2,1,0,0,3,2|227|227|227|227|227|227|227,255|228|228|227|229|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-29|-27|-27|-27|-27,8|-27|-27|-27|-27|-27|-28|-28,-2|-28|-28|-28|-28|-28|-28|-28,112|58340|58597|58851|58596|58596|58340|58595,0,0,0,1,255,208
117,30,1,1,0,1,0,0,4,5|227|229|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-29|-27,0|-28|-28|-28|-29|-27|-28|-28,0|-28|-28|-28|-28|-28|-29|-27,0|-28|-28|-28|-28|-28|-28|-28,285|59111|58086|58082|58082|58082|58082|58082,0,0,0,1,255,208
118,40,3,2,0,2,0,0,0,3|3|228|228|228|228|228|228,255|255|228|228|228|228|228|228,0|0|-28|-28|-28|-28|-28|-28,14|14|-28|-28|-28|-28|-28|-28,-6|6|-28|-28|-28|-28|-28|-28,0|0|-28|-28|-28|-28|-29|-30,143|144|59110|59110|58854|59365|59367|59367,0,0,0,13,255,192
119,80,3,1,3,1,0,0,0,10|226|226|226|226|226|226|226,255|226|226|226|226|226|226|226,0|-30|-30|-30|-30|-30|-30|-30,10|-26|-25|-26|-29|-27|-28|-28,0|-28|-28|-28|-28|-29|-27|-28,0|-28|-28|-28|-28|-28|-28|-28,34|58596|58596|58596|58596|58596|58596|58596,0,0,0,1,255,144
120,80,4,1,3,1,0,0,0,12|229|229|229|229|229|229|229,255|228|228|227|229|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,8|-28|-28|-29|-27|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,30|58340|58597|58851|58596|58596|58596|58597,0,0,0,1,255,112
121,10,0,1,9,8,0,0,0,2|2|2|2|2|2|2|2,8|8|8|8|8|8|8|8,-2|-1|0|1|2|1|0|-1,5|6|7|6|5|6|7|6,-4|-2|0|2|4|2|0|-2,0|0|0|0|0|0|0|0,21|20|21|21|20|21|20|21,1,0,0,4,255,112
122,30,3,3,0,3,0,0,0,2|1|1|228|228|228|228|228,255|255|255|228|228|228|228|228,0|0|0|-28|-28|-28|-28|-28,12|12|12|-28|-28|-28|-28|-28,0|-6|5|-28|-28|-28|-28|-28,0|4|4|-28|-28|-28|-29|-30,107|108|108|59110|58854|59365|59367|59367,0,0,0,1,255,112
123,320,1,4,0,4,0,0,0,10|10|10|10|226|226|226|226,255|255|255|255|226|226|226|226,0|0|0|0|-30|-30|-30|-30,24|24|24|24|-29|-27|-28|-28,-6|6|-6|6|-28|-29|-27|-28,-6|-6|6|6|-28|-28|-28|-28,239|240|258|259|58596|58596|58596|58596,0,0,0,1,255,208
124,80,1,1,0,1,0,0,0,2|228|228|228|228|228|228|228,255|228|228|227|229|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,12|-28|-28|-29|-27|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,108|58340|58597|58851|58596|58596|58596|58340,0,0,0,1,255,208
125,10,4,1,0,1,0,0,0,1|227|229|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-29|-27,6|-28|-28|-28|-29|-27|-28|-28,-8|-28|-29|-26|-27|-27|-28|-27,0|-28|-28|-28|-28|-28|-28|-29,58|59111|58086|58082|58082|58082|58082|58082,0,0,0,1,255,208
126,10,4,1,0,1,0,0,0,1|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,6|-28|-28|-28|-28|-28|-28|-28,8|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,58|59110|59110|59110|58854|59365|59367|59367,0,0,0,1,255,208
127,50,5,5,2,5,0,0,0,3|3|3|3|3|226|226|226,255|255|255|255|255|226|226|226,0|-1|1|-2|2|-30|-30|-30,3|2|2|1|1|-28|-28|-28,0|0|0|0|0|-29|-27|-28,0|0|0|0|0|-28|-28|-28,112|112|112|112|112|58596|58596|58596,0,0,0,6,255,208
128,30,4,1,3,1,0,0,0,4|228|228|228|228|228|228|228,255|228|228|227|229|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,7|-28|-28|-29|-27|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,185|58340|58597|58851|58596|58596|58596|58340,0,0,3,13,11,128
129,30,4,1,3,1,0,0,0,1|227|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-29|-27,0|-28|-28|-28|-29|-27|-28|-28,-8|-28|-29|-27|-28|-28|-28|-27,0|-28|-28|-28|-28|-28|-29|-30,107|59111|58086|58082|58082|58082|58082|58082,0,0,5,13,12,128
130,50,0,5,10,5,0,0,0,3|2|2|1|1|228|228|228,10|9|9|6|6|228|228|228,0|2|-2|3|-3|-28|-28|-28,13|11|11|10|10|-28|-28|-28,0|0|0|0|0|-28|-28|-28,106|105|105|104|104|-28|-29|-30,153|154|154|157|157|59365|59367|59367,-1,0,0,1,255,144
131,10,4,1,0,1,0,0,0,2|226|226|226|226|226|226|226,255|226|226|226|226|226|226|226,0|-30|-30|-30|-30|-30|-30|-30,6|-26|-25|-26|-26|-28|-28|-29,0|-29|-29|-29|-29|-30|-28|-29,0|-29|-29|-29|-29|-29|-29|-29,61|58339|58339|58339|58339|58339|58339|58339,0,0,0,1,255,208
132,10,4,1,0,1,0,0,0,2|227|227|227|227|227|227|227,255|227|227|227|227|227|227|227,0|-29|-29|-29|-29|-29|-29|-29,6|-29|-29|-29|-28|-29|-29|-29,0|-29|-29|-29|-29|-29|-29|-29,0|-29|-29|-29|-29|-29|-29|-29,162|58339|58340|58594|58339|58339|58339|58339,0,0,0,1,255,208
133,10,4,1,1,1,0,0,0,4|227|226|227|227|227|227|227,255|227|227|227|227|227|227|227,0|-29|-29|-29|-29|-29|-30|-29,6|-29|-29|-29|-30|-28|-29|-29,0|-29|-29|-29|-29|-29|-29|-29,0|-29|-29|-29|-29|-30|-30|-29,168|59111|58086|58082|58082|58082|58082|58082,0,0,0,1,255,208
134,60,4,3,0,3,0,0,0,2|1|1|228|228|228|228|228,255|255|255|228|228|228|228|228,0|5|-5|-28|-28|-28|-28|-28,10|8|8|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-29|-30,244|227|227|59110|59366|59367|59367|59367,0,0,0,1,255,208
135,60,4,3,0,3,0,0,0,2|1|1|226|226|226|226|226,255|255|255|226|226|226|226|226,0|5|-5|-30|-30|-30|-30|-30,-10|-8|-8|-26|-26|-26|-26|-25,0|0|0|-25|-25|-25|-25|-25,0|0|0|-25|-25|-25|-25|-25,244|227|227|59367|59367|59367|59367|59367,0,0,0,1,255,208
136,120,3,2,2,2,0,0,0,3|3|231|231|231|231|231|231,255|255|231|231|231|231|231|231,0|0|-25|-25|-25|-25|-25|-25,6|6|-25|-25|-25|-25|-25|-25,0|0|-25|-25|-22|-24|-25|-25,0|14|-27|-25|-25|-25|-25|-25,117|136|59367|59367|59367|59367|59367|59367,0,0,0,0,255,192
137,80,3,4,0,8,0,0,0,3|3|1|1|3|3|1|1,255|255|255|255|255|255|255|255,-10|-10|-8|-8|10|10|8|8,0|0|4|-4|0|0|4|-4,0|-12|0|0|0|12|0|0,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|244,0,0,0,1,255,208
138,120,4,6,0,6,0,0,0,3|3|2|2|1|1|228|228,255|255|255|255|255|255|228|228,0|0|3|-3|6|-6|-28|-28,-10|-10|-9|-9|-8|-8|-28|-28,0|0|0|0|0|0|-28|-28,0|12|0|0|0|0|-29|-30,244|244|245|245|244|244|59368|59111,0,0,0,1,255,208
139,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|226,255|255|255|255|255|255|255|226,-9|-6|-3|0|3|6|9|-30,3|5|7|9|7|5|3|-31,0|0|0|0|0|0|0|-31,0|0|0|0|0|0|0|-32,244|244|244|244|244|244|244|57825,0,0,0,1,255,208
140,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|225,255|255|255|255|255|255|255|225,-9|-6|-3|0|3|6|9|-32,-3|-5|-7|-9|-7|-5|-3|-30,0|0|0|0|0|0|0|-26,0|0|0|0|0|0|0|-31,185|185|185|185|185|185|185|57824,1,0,0,1,11,128
141,10,1,1,2,1,0,0,4,1|224|226|226|226|226|224|224,255|224|226|226|226|226|224|224,0|-32|-30|-30|-30|-30|-30|-30,0|-32|-32|-30|-30|-30|-30|-32,0|-30|-31|-31|-31|-31|-32|-31,0|-32|-30|-32|-31|-31|-30|-31,226|59111|58086|58082|58082|58082|58082|58082,0,0,0,1,255,208
142,30,3,3,0,3,0,0,0,1|1|1|228|228|228|228|228,255|255|255|228|228|228|228|228,0|-1|1|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-29|-30,304|304|304|59109|59624|59880|59368|58854,1,0,0,0,255,208
143,10,0,1,9,2,1,1,7,1|1|226|226|226|226|226|226,8|8|226|226|226|226|226|226,0|0|-30|-30|-30|-30|-30|-30,0|0|-25|-26|-27|-32|-28|-24,-1|1|-23|-22|-26|-19|-21|-21,0|0|-28|-17|-19|-21|-23|-23,21|20|59368|59111|59370|58855|58858|59626,0,0,0,1,255,112
144,50,0,5,0,5,0,0,0,1|1|1|1|1|237|232|232,255|255|255|255|255|229|229|226,0|-1|1|-2|2|-29|-23|-23,-1|-3|-3|-4|-4|-26|-26|-27,0|0|0|0|0|-25|-25|-24,0|0|0|0|0|-28|-24|-23,304|304|304|304|304|60911|59883|57577,1,0,0,1,255,208
145,10,1,1,2,1,0,0,3,2|235|235|235|233|232|232|232,255|234|233|229|236|234|232|226,0|-28|-28|-27|-19|-24|-24|-25,0|-26|-26|-27|-27|-27|-30|-29,0|-23|-25|-27|-29|-23|-23|-23,-10|-31|-30|-24|-26|-26|-27|-28,112|59111|58086|58082|58082|58082|58082|58082,0,0,0,1,255,208
146,10,1,1,2,1,0,0,4,2|228|228|228|228|228|228|228,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,112|59110|59110|59366|59880|59883|59625|58854,0,0,0,1,255,208
147,30,7,1,2,1,0,0,0,1|226|226|226|226|226|226|226,1|226|226|226|226|226|226|226,0|-30|-30|-30|-30|-30|-30|-30,0|-24|-25|-26|-30|-28|-19|-21,0|-19|-24|-25|-28|-20|-25|-25,0|-24|-28|-19|-24|-24|-24|-23,228|60652|59884|59112|60140|58599|58343|58340,0,0,0,0,255,128
148,40,1,1,2,1,0,0,0,0|230|230|230|230|234|231|230,1|235|232|231|230|230|231|226,0|-29|-24|-28|-28|-30|-25|-26,0|-30|-29|-29|-23|-24|-25|-28,0|-31|-31|-25|-24|-26|-26|-25,0|-26|-28|-30|-28|-19|-21|-26,247|58599|59372|59367|58600|59629|59624|58089,0,0,0,0,255,128
149,40,9,1,8,1,0,0,0,4|229|230|234|231|231|231|231,255|231|232|229|235|232|232|226,0|-26|-26|-26|-22|-25|-26|-26,3|-24|-25|-26|-26|-25|-30|-29,0|-24|-28|-28|-30|-25|-26|-26,0|-29|-29|-23|-24|-25|-28|-28,191|59623|58089|58082|58082|58082|58082|58082,0,0,0,1,255,128
150,120,9,3,6,3,0,0,0,4|4|4|228|228|228|228|228,255|255|255|228|228|228|228|228,0|1|-1|-28|-28|-28|-28|-28,3|2|2|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-28|-28,0|0|0|-28|-28|-28|-29|-30,191|191|191|59367|60391|58597|59365|58854,0,0,0,1,255,128
151,0,6,1,0,2,0,0,0,4|4|226|226|226|226|226|226,255|255|226|226|226|226|226|226,0|0|-30|-30|-30|-30|-30|-30,5|5|-25|-26|-32|-24|-22|-19,-4|4|-21|-26|-29|-23|-24|-24,0|0|-27|-21|-22|-22|-22|-22,72|72|58595|58596|59110|58598|59111|59110,1,0,0,1,255,208
152,0,6,1,0,1,0,0,0,4|228|228|228|228|230|230|229,255|235|234|234|233|233|232|226,0|-29|-28|-28|-28|-28|-28|-28,5|-28|-28|-28|-27|-28|-25|-26,-1|-28|-31|-25|-26|-27|-27|-25,-4|-27|-28|-32|-24|-22|-19|-26,72|58342|59625|59368|58855|60139|60138|58090,1,0,0,1,255,208
153,0,2,2,3,8,2,10,0,6|8|6|6|6|6|6|6,255|255|255|255|255|255|255|255,8|-8|10|-10|10|-10|13|-13,-12|-12|-13|-13|-10|-10|-6|-6,0|0|0|0|0|0|0|0,24|24|24|24|24|24|24|24,214|214|214|214|214|214|214|214,0,0,0,1,255,208
154,120,3,2,2,2,0,0,0,3|3|228|228|228|228|228|228,255|255|228|228|228|228|228|228,0|0|-28|-28|-28|-28|-28|-28,6|6|-28|-28|-28|-28|-28|-28,0|0|-28|-28|-28|-28|-28|-28,-14|0|-28|-28|-28|-28|-29|-30,117|136|59110|59367|59879|58596|59364|58854,0,0,0,0,255,192
155,0,3,1,0,1,0,0,0,2|226|226|226|226|226|226|226,255|226|226|226|226|226|226|226,0|-30|-30|-30|-30|-30|-30|-30,10|-25|-25|-26|-32|-24|-26|-27,0|-27|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-26,59|59107|58853|58597|58853|58597|58853|58853,0,0,0,8,255,208
156,0,4,1,0,1,0,0,0,3|228|228|228|228|228|229|229,255|227|226|228|227|227|227|226,0|-29|-28|-28|-28|-28|-28|-28,10|-28|-28|-28|-28|-28|-28|-29,0|-30|-32|-25|-26|-26|-27|-25,0|-26|-26|-32|-24|-26|-27|-26,60|58596|58596|58596|58596|58596|58340|58854,0,0,0,8,255,208
157,0,4,1,0,1,0,0,0,4|229|229|229|229|229|230|230,255|228|228|228|228|228|228|228,0|-28|-28|-28|-28|-27|-27|-29,10|-30|-28|-29|-29|-29|-30|-29,0|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|-29|-30,165|59367|58088|58082|58082|58082|58082|58082,0,0,0,8,255,208
158,0,4,2,0,2,0,0,0,2|2|228|228|228|228|228|228,255|255|228|228|228|228|228|228,0|0|-28|-28|-28|-28|-28|-28,10|10|-28|-28|-28|-28|-28|-28,-6|6|-28|-28|-28|-28|-28|-28,0|0|-28|-28|-28|-28|-29|-30,59|59|59110|59367|59623|58596|59364|58854,0,0,0,8,255,208
159,0,5,3,0,3,0,0,0,3|1|1|226|226|226|226|226,255|255|255|226|226|226|226|226,0|0|0|-30|-30|-30|-30|-30,10|10|10|-26|-30|-25|-22|-17,0|-8|8|-29|-27|-28|-28|-29,0|4|4|-28|-28|-28|-28|-28,60|58|58|58596|58596|58851|58596|58596,0,0,0,8,255,208
160,0,5,3,0,3,0,0,0,4|1|1|228|228|228|228|228,255|255|255|229|228|228|227|229,0|0|0|-28|-28|-28|-28|-28,10|10|10|-28|-28|-28|-28|-28,0|-9|9|-25|-26|-26|-27|-25,0|4|4|-30|-25|-22|-17|-26,165|58|58|58851|58596|58596|58596|58596,0,0,0,8,255,208
161,0,5,3,0,3,0,0,0,2|2|2|228|228|228|228|228,255|255|255|228|228|228|228|228,0|0|0|-28|-28|-28|-28|-28,10|10|10|-28|-28|-29|-27|-28,0|-10|10|-28|-28|-28|-28|-28,0|4|4|-28|-28|-28|-28|-30,59|59|59|58082|58082|58082|58082|58082,0,0,0,8,255,208
162,0,5,3,0,3,0,0,0,3|2|2|228|228|228|228|228,255|255|255|228|228|228|228|228,0|0|0|-28|-28|-28|-28|-28,10|10|10|-28|-28|-28|-28|-28,0|-10|10|-28|-28|-28|-28|-28,0|4|4|-28|-28|-28|-29|-30,60|59|59|59367|59623|58596|59364|59110,0,0,0,8,255,208
