id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
88,30,3,3,0,3,0,0,0,20|20|20|250|22|87|154|78,255|255|255|154|145|5|103|2,120|120|120|-125|-38|0|82|80,10|10|10|103|2|-102|-111|5,-32|-32|-32|-66|58|-6|22|87,-24|0|28|30|87|104|0|3,60023|60024|60025|26380|39426|1425|615|28351,0,0,0,6,255,208
89,20,2,2,3,2,0,0,0,189|1|87|154|2|0|39|2,255|255|128|62|118|113|0|117,0|0|-64|-110|30|87|-102|2,-1|-1|2|-21|5|-58|6|118,0|0|-65|110|110|30|87|-65,-1|-1|30|87|104|0|3|-102,107|107|48781|64058|22294|53402|26379|39426,-1,0,0,6,255,208
90,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|58,255|255|255|255|255|255|255|22,-10|10|-7|7|0|-7|7|103,0|0|7|7|-10|-7|-7|-66,0|0|0|0|0|0|0|103,0|0|0|0|0|0|0|6,39|1|163|164|77|182|183|39511,0,0,0,6,255,208
91,40,4,4,0,4,0,0,0,3|1|1|3|113|128|117|221,255|255|255|255|64|43|134|190,0|-2|2|0|-117|-122|-60|-2,10|7|7|10|-2|-93|112|113,0|0|0|0|-93|114|113|85,6|0|0|-6|-66|58|-7|22,60|201|202|60|26373|51458|1738|21760,0,0,0,6,255,208
92,0,10,2,0,2,0,0,0,192|1|219|252|141|190|0|255,255|255|8|172|170|145|48|237,0|0|-114|-37|-128|-66|0|-1,8|8|3|-23|44|1|-58|-122,0|0|1|-58|-122|-2|-2|0,0|0|-4|-2|0|-118|-122|-2,65|65|34440|65279|34442|65277|34440|65278,0,0,0,27,255,208
93,0,10,2,0,2,0,0,0,193|2|1|138|70|6|48|228,255|255|138|134|255|254|48|228,0|0|-118|-122|-3|-2|48|-28,8|8|59|-63|125|11|-118|-122,0|0|48|-28|64|-120|-122|-2,0|0|-122|-3|-2|48|-28|-117,64|64|8447|1908|48768|65276|29696|35505,0,0,0,27,255,208
94,0,10,1,0,1,0,0,0,195|254|48|228|43|194|59|193,255|7|128|190|252|254|0|116,0|-1|118|14|-1|118|12|-115,0|-4|-3|22|87|-115|-66|0,0|22|87|-118|-122|-1|-2|48,0|80|-118|-122|-1|-2|48|-28,71|34442|65278|58416|49707|39504|3781|615,1,0,0,7,6,208
95,0,10,4,0,4,0,0,0,196|197|4|4|48|228|1|70,255|255|121|121|254|0|117|3,-12|12|-6|6|-122|-2|-2|58,0|0|0|0|51|-1|118|14,0|0|0|0|-66|-4|-3|22,0|0|0|0|-1|22|87|-118,45|7|45|7|255|50586|26382|40962,0,0,0,27,1,208
96,0,10,2,0,2,0,0,0,196|4|121|113|12|198|6|123,255|121|201|202|10|0|85|137,-12|-6|118|12|-1|118|10|-118,0|0|48|-28|-63|-32|8|-60,0|0|113|3|-8|-127|-57|0,0|0|87|-118|70|6|80|-102,45|45|51913|8|21514|21081|16713|11854,0,0,0,27,1,208
97,0,10,2,0,2,0,0,0,197|4|241|22|55|2|141|126,255|121|87|154|42|12|39|2,12|6|127|-1|1|-21|4|-2,0|0|-1|-115|126|-128|22|87,0|0|127|-1|48|-28|-63|-32,0|0|62|124|113|3|-8|-127,7|7|39511|3038|551|48768|65407|29991,0,0,0,27,1,208
98,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
99,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-2|-1|0|1|2|1|0|-1,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
100,40,0,2,0,6,0,0,0,2|2|2|2|2|2|11|39,255|255|255|255|255|255|117|220,-2|2|-1|1|0|0|42|12,14|14|14|14|14|14|87|-102,-8|8|-4|4|-2|2|127|-1,0|0|0|0|0|0|-1|-115,70|70|70|70|70|70|33042|10951,0,0,0,1,255,208
101,10,6,1,0,1,0,0,0,2|128|22|87|154|42|12|39,255|141|126|128|22|87|154|42,0|39|2|-58|-122|127|-1|1,12|4|-2|-122|127|-1|-115|126,0|22|87|-118|-122|127|-1|48,0|107|-8|21|-127|-57|27|126,252|56986|9995|32770|32702|2047|56437|32397,0,0,0,28,255,208
102,10,10,1,0,1,0,0,0,10|2|198|134|127|255|1|235,255|254|134|127|255|141|126|128,0|87|-118|-122|127|-1|48|-28,10|-8|31|-127|-57|-91|126|30,0|-102|-34|11|39|2|-128|-66,0|-1|7|117|-36|-115|126|-128,253|10906|9996|36098|32894|22294|10906|9996,0,0,0,27,255,208
103,10,16,1,0,1,0,0,0,30|138|134|127|255|48|228|107,255|21|129|199|137|127|30|87,0|-34|11|39|2|-128|-66|127,8|6|117|-36|-115|126|-128|22,0|-102|42|12|39|2|-115|126,0|22|87|-102|42|12|39|2,254|65407|60161|65028|32646|36351|32894|22294,0,0,0,26,255,208
104,0,0,1,0,1,0,0,0,90|190|255|6|87|154|222|11,250|2|128|190|127|255|33|117,120|-115|126|-128|22|87|-102|42,120|39|2|-115|126|-128|22|87,-24|42|12|39|2|-58|-122|127,24|1|-21|4|-2|-122|127|-1,98|5760|35415|32646|12543|27620|4856|51073,0,0,8,1,255,208
105,20,0,1,0,4,0,0,0,2|2|2|2|87|154|42|12,255|255|255|255|128|22|87|154,-2|0|2|0|-58|-122|127|-1,14|14|14|14|-122|127|-1|-115,-4|0|4|0|-118|-122|127|-1,0|0|0|0|18|-127|-57|18,70|70|70|70|48768|65407|29961|36316,0,0,0,1,255,208
106,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
107,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
108,40,0,2,0,6,0,0,0,2|2|2|2|2|2|190|127,255|255|255|255|255|255|128|22,-4|4|-2|2|-1|1|-115|126,14|14|14|14|14|14|39|2,-8|8|-4|4|-2|2|4|-2,0|0|0|0|0|0|22|87,70|70|70|70|70|70|7808|39511,0,0,0,1,255,208
109,80,3,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,12|13|14|15|16|17|18|19,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,135|116|116|116|116|116|116|97,0,0,0,8,255,144
110,30,3,1,0,1,0,0,4,3|255|0|235|4|254|134|127,255|141|126|128|22|87|138|134,0|-1|48|-28|107|-8|21|-127,0|-24|-127|30|87|-102|-34|11,0|2|-128|-66|127|-1|5|117,0|-115|126|-128|22|87|-102|42,214|36098|32894|22294|10906|9996|50690|32646,0,0,0,1,255,208
111,20,3,2,0,2,0,0,0,2|2|228|107|248|26|129|199,255|255|30|87|154|222|11|39,-4|-4|-66|127|-1|4|117|-36,5|-5|-128|22|87|-102|42|12,5|5|-115|126|-128|22|87|-102,0|0|39|2|-58|-122|127|-1,169|169|32646|36351|32894|22294|34442|65407,0,-1,0,1,255,208
112,10,4,1,0,1,0,0,0,1|190|127|255|6|117|220|141,255|128|22|87|154|42|12|39,0|-115|126|-128|22|87|-102|42,8|39|2|-58|-122|127|-1|1,-5|4|-2|-122|127|-1|-115|126,0|22|87|-118|-122|127|-1|48,58|3576|51073|33499|22302|56986|9995|32770,0,0,0,1,255,208
113,10,4,1,0,1,0,0,0,1|126|128|22|87|154|42|12,255|2|198|134|127|255|1|235,0|-2|-122|127|-1|-115|126|-128,8|87|-118|-122|127|-1|48|-28,6|-8|21|-127|-57|-5|-126|30,0|-102|-34|11|39|2|-128|-66,58|29956|36316|32894|22294|10906|9996|36098,0,0,0,1,255,208
114,40,0,1,0,1,0,0,0,2|134|127|255|141|126|128|22,255|138|134|127|255|48|228|107,0|18|-127|-57|8|-112|30|87,14|-34|11|39|2|-128|-66|127,0|4|117|-36|-115|126|-128|22,0|-102|42|12|39|2|-115|126,142|39511|3114|551|34502|65407|60160|65028,0,0,0,1,255,144
115,10,1,1,2,1,0,0,3,2|129|199|100|131|30|87|154,255|11|39|2|128|190|127|255,0|117|-36|-115|126|-128|22|87,0|42|12|39|2|-115|126|-128,-8|87|-102|42|12|39|2|-58,-2|127|-1|1|-21|4|-2|-122,112|32397|5760|35415|32646|12543|27620|4856,0,0,0,1,255,208
116,10,1,1,2,1,0,0,3,2|220|141|126|128|22|87|154,255|12|39|2|141|126|128|22,0|-102|42|12|39|2|-58|-122,0|-1|1|-21|4|-2|-122|127,8|-115|126|-128|22|87|-118|-122,-2|-1|48|-28|107|-8|18|-127,112|7825|39511|3038|551|48768|65407|29959,0,0,0,1,255,208
117,30,1,1,0,1,0,0,4,5|42|12|39|2|198|134|127,255|1|235|4|254|134|127|255,0|126|-128|22|87|-118|-122|127,0|48|-28|107|-8|21|-127|-57,0|-124|30|87|-102|-34|11|39,0|-128|-66|127|-1|5|117|-36,285|5760|39511|3114|551|32397|5760|39511,0,0,0,1,255,208
118,40,3,2,0,2,0,0,0,3|3|22|87|138|134|127|255,255|255|107|248|31|129|199|160,0|0|87|-102|-34|11|39|2,14|14|127|-1|9|117|-36|-115,-6|6|22|87|-102|42|12|39,0|0|126|-128|22|87|-102|42,143|144|32646|511|1259|34558|65407|32397,0,0,0,13,255,192
119,80,3,1,3,1,0,0,0,10|87|154|222|11|39|2|128,255|127|255|9|117|220|141|126,0|22|87|-102|42|12|39|2,10|126|-128|22|87|-102|42|12,0|2|-58|-122|127|-1|1|-21,0|-2|-122|127|-1|-115|126|-128,34|34442|65407|58416|49259|50198|12350|902,0,0,0,1,255,144
120,80,4,1,3,1,0,0,0,12|117|214|141|126|128|22|87,255|42|12|39|2|141|126|128,0|87|-102|42|12|39|2|-58,8|127|-1|1|-21|4|-2|-122,0|-1|-115|126|-128|22|87|-118,0|127|-1|48|-28|107|-8|17,30|34339|22302|56986|9995|32770|32702|4607,0,0,0,1,255,112
121,10,0,1,9,8,0,0,0,2|2|2|2|2|2|2|2,8|8|8|8|8|8|8|8,-2|-1|0|1|2|1|0|-1,5|6|7|6|5|6|7|6,-4|-2|0|2|4|2|0|-2,0|0|0|0|0|0|0|0,21|20|21|21|20|21|20|21,1,0,0,4,255,112
122,30,3,3,0,3,0,0,0,2|1|1|1|104|0|39|154,255|255|255|2|163|124|113|137,0|0|0|104|-126|8|-102|62,12|12|12|-93|28|-128|-119|22,0|-6|5|38|2|-102|62|3,0|4|4|48|-122|-119|22|50,107|108|108|35584|1150|50230|64637|63625,0,0,0,1,255,112
123,320,1,4,0,4,0,0,0,10|10|10|10|242|250|139|118,255|255|255|255|187|200|0|186,0|0|0|0|36|-64|60|-64,24|24|24|24|-118|12|70|-128,-6|6|-6|6|-118|4|70|102,-6|-6|6|6|117|-28|-21|10,239|240|258|259|55413|30027|8146|49865,0,0,0,1,255,208
124,80,1,1,0,1,0,0,0,2|141|190|124|255|22|87|191,255|60|14|87|154|241|22|55,0|-115|-66|124|-1|22|87|-118,12|8|48|-28|-117|-8|-63|-25,0|-1|-75|108|-110|-1|-75|106,0|-102|-94|12|103|2|-102|-111,108|26626|63000|16026|26371|35074|64582|22153,0,0,0,1,255,208
125,10,4,1,0,1,0,0,0,1|139|248|193|231|2|139|141,255|146|139|157|108|146|138|70,0|48|-28|64|-117|-8|-63|-25,6|-117|-123|106|-110|-117|-107|108,-8|43|-63|27|-45|80|49|-64,0|80|-102|58|12|103|2|-102,58|615|48781|65404|22294|53402|26379|39426,0,0,0,1,255,208
126,10,4,1,0,1,0,0,0,1|154|88|3|103|2|138|70,255|48|228|139|248|138|133|53,0|48|-28|105|-64|0|3|-60,6|-94|-110|3|-8|-127|-57|0,8|6|87|-65|-64|-107|30|87,0|0|3|-102|90|13|103|2,58|6|2676|49343|7829|39511|2|551,0,0,0,1,255,208
127,50,5,5,2,5,0,0,0,3|3|3|3|3|126|255|22,255|255|255|255|255|87|154|241,0|-1|1|-2|2|126|-1|22,3|2|2|1|1|87|106|2,0|0|0|0|0|58|12|103,0|0|0|0|0|2|-57|70,112|112|112|112|112|65406|22294|32395,0,0,0,6,255,208
128,30,4,1,3,1,0,0,0,4|58|12|103|2|154|145|5,255|2|131|126|254|12|117|213,0|-66|126|-1|22|87|-102|78,7|103|2|-102|-111|5|103|2,0|-98|-110|-119|22|-96|-110|-115,0|126|-1|22|87|-102|-48|11,185|37274|26373|51458|21955|58761|28904|51711,0,0,3,13,11,128
129,30,4,1,3,1,0,0,0,1|84|200|160|1|0|49|192,255|166|146|141|190|96|254|22,0|-65|-54|-6|30|87|-102|-121,0|103|2|-65|-64|61|14|87,-8|6|15|103|2|-115|-66|96,0|22|87|106|30|-102|-95|14,107|32397|5760|36183|24766|5887|39511|2836,0,0,5,13,12,128
130,50,0,5,10,5,0,0,0,3|2|2|1|1|126|128|22,10|9|9|6|6|2|154|145,0|2|-2|3|-3|117|42|-1,13|11|11|10|10|-128|22|87,0|0|0|0|0|3|-60|62,106|105|105|104|104|-57|0|-3,153|154|154|157|157|37274|26373|60162,-1,0,0,1,255,144
131,10,4,1,0,1,0,0,0,2|203|85|137|229|138|70|6,255|228|105|192|0|3|196|62,0|-110|3|-8|-127|-57|0|-3,6|87|-102|2|0|39|2|-55,0|2|0|85|-119|-27|104|0,0|-102|62|3|103|2|-93|-94,61|42006|39570|15820|519|52169|1224|0,0,0,0,1,255,208
132,10,4,1,0,1,0,0,0,2|203|85|137|229|154|166|62,255|2|163|190|146|131|62|190,0|-1|-80|0|117|1|64|-94,6|-110|-55|-53|85|-119|-27|-55,0|-56|-124|0|0|-115|-66|126,0|22|87|-65|-22|-31|30|87,162|14102|36098|32446|5887|48983|57848|22302,0,0,0,1,255,208
133,10,4,1,1,1,0,0,0,4|248|225|137|134|124|255|184,255|0|59|134|124|255|119|51,0|70|-2|-21|3|-1|70|-2,6|-66|126|-1|22|87|-117|126,0|-63|-25|2|-127|-57|106|-31,0|87|106|4|49|-64|80|80,168|26380|39426|1425|615|18059|15358|31878,0,0,0,1,255,208
134,60,4,3,0,3,0,0,0,2|1|1|139|200|139|218|161,255|255|255|139|248|193|231|2,0|5|-5|-31|-119|-99|108|-31,10|8|8|-1|22|87|-102|-48,0|0|0|-102|-111|5|103|2,0|0|0|-119|-27|-55|-53|85,244|227|227|51685|21963|58761|52169|35328,0,0,0,1,255,208
135,60,4,3,0,3,0,0,0,2|1|1|4|180|2|41|17,255|255|255|49|0|0|38|58,0|5|-5|81|0|0|36|88,-10|-8|-8|105|0|0|118|110,0|0|0|118|0|0|117|-74,0|0|0|-71|0|0|92|-70,244|227|227|53962|0|61118|0|62442,0,0,0,1,255,208
136,120,3,2,2,2,0,0,0,3|3|129|53|1|0|12|83,255|255|191|88|1|0|47|110,0|0|97|127|1|0|-25|-109,6|6|-32|-99|1|0|-25|-88,0|0|-122|-75|1|0|125|-50,0|14|109|-10|1|0|-109|-9,117|136|2|6921|2|7435|2|2872,0,0,0,0,255,192
137,80,3,4,0,8,0,0,0,3|3|1|1|3|3|1|1,255|255|255|255|255|255|255|255,-10|-10|-8|-8|10|10|8|8,0|0|4|-4|0|0|4|-4,0|-12|0|0|0|12|0|0,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|244,0,0,0,1,255,208
138,120,4,6,0,6,0,0,0,3|3|2|2|1|1|228|107,255|255|255|255|255|255|104|97,0|0|3|-3|6|-6|97|112,-10|-10|-9|-9|-8|-8|-128|22,0|0|0|0|0|0|-115|126,0|12|0|0|0|0|0|0,244|244|245|245|244|244|25460|8296,0,0,0,1,255,208
139,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|255,255|255|255|255|255|255|255|87,-9|-6|-3|0|3|6|9|97,3|5|7|9|7|5|3|111,0|0|0|0|0|0|0|-122,0|0|0|0|0|0|0|-118,244|244|244|244|244|244|244|154,0,0,0,1,255,208
140,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|82,255|255|255|255|255|255|255|97,-9|-6|-3|0|3|6|9|127,-3|-5|-7|-9|-7|-5|-3|117,0|0|0|0|0|0|0|117,0|0|0|0|0|0|0|97,185|185|185|185|185|185|185|21582,1,0,0,1,11,128
141,10,1,1,2,1,0,0,4,1|1|235|4|254|134|127|255,255|126|128|22|87|138|13|80,0|85|80|32|97|110|100|32,0|71|68|78|-102|0|0|0,0|-128|-66|127|13|67|104|97,0|103|101|32|119|101|97|112,226|32397|5760|39511|0|17162|20037|17748,0,0,0,1,255,208
142,30,3,3,0,3,0,0,0,1|1|1|97|110|103|101|32,255|255|255|105|99|108|101|0,0|-1|1|-1|5|117|10|85,0|0|0|114|32|68|79|87,0|0|0|-128|22|87|-102|0,0|0|0|-58|15|67|104|97,304|304|304|28524|26979|31092|32646|12543,1,0,0,0,255,208
143,10,0,1,9,2,1,1,7,1|1|255|5|117|220|141|126,8|8|104|97|110|103|101|32,0|0|103|108|101|-102|0|0,0|0|-58|-122|127|-1|18|66,-1|1|75|83|80|65|67|69,0|0|101|115|116|97|114|116,21|20|199|0|7488|0|0|48768,0,0,0,1,255,112
144,50,0,5,0,5,0,0,0,1|1|1|1|1|0|0|0,255|255|255|255|255|1|235|4,0|-1|1|-2|2|126|-128|22,-1|-3|-3|-4|-4|48|-28|107,0|0|0|0|0|0|30|87,0|0|0|0|0|-128|-66|127,304|304|304|304|304|0|0|32397,1,0,0,1,255,208
145,10,1,1,2,1,0,0,3,2|127|255|141|126|128|22|87,255|134|127|255|48|228|107|248,0|-127|-57|0|0|30|87|-102,0|0|0|0|-128|-66|127|-1,0|117|-36|-115|126|-128|22|87,-10|0|0|0|0|-115|126|-128,112|154|0|50688|32646|511|1259|34558,0,0,0,1,255,208
146,10,1,1,2,1,0,0,4,2|199|0|0|30|87|154|0,255|0|0|128|190|127|255|4,0|-36|-115|126|-128|22|87|-102,0|0|0|0|-115|126|-128|22,0|-102|0|0|0|0|-58|-122,0|-1|1|-21|4|-2|-122|127,112|32894|22294|34442|65407|58416|63595|33042,0,0,0,1,255,208
147,30,7,1,2,1,0,0,0,1|141|126|128|22|87|154|0,1|0|0|141|126|128|22|87,0|0|0|0|0|-58|-122|127,0|0|-21|4|-2|-122|127|-1,0|126|-128|22|87|-118|-122|127,0|48|-28|107|-8|21|-127|-57,228|22302|154|0|32768|32702|2815|56437,0,0,0,0,255,128
148,40,1,1,2,1,0,0,0,0|0|0|0|198|134|127|255,1|235|4|254|134|127|255|141,0|-128|22|87|-118|-122|127|-1,0|-28|107|-8|18|-127|-57|0,0|30|87|-102|0|0|0|0,0|-66|127|-1|6|117|-36|-115,247|22294|154|0|36096|32894|22294|154,0,0,0,0,255,128
149,40,9,1,8,1,0,0,0,4|22|87|138|134|127|255|48,255|107|248|18|129|199|0|0,0|87|-102|0|0|0|0|-128,3|127|-1|7|117|-36|-115|126,0|22|87|-102|0|0|0|0,0|126|-128|22|87|-102|0|0,191|34502|65407|60161|65028|32646|36351|32894,0,0,0,1,255,128
150,120,9,3,6,3,0,0,0,4|4|4|0|0|0|128|190,255|255|255|117|220|141|126|128,0|1|-1|0|0|0|0|-115,3|2|2|87|-102|0|-64|14,0|0|0|127|-1|0|-21|4,0|0|0|-1|-115|126|-128|22,191|191|191|27620|8184|51073|0|22302,0,0,0,1,255,128
151,0,6,1,0,2,0,0,0,4|4|0|0|0|0|141|126,255|255|87|154|0|0|0|0,0|0|127|-1|1|-21|4|-2,5|5|-1|-115|126|-128|22|87,-4|4|127|-1|48|-28|107|-8,0|0|-57|0|0|30|87|-102,72|72|48768|65407|29961|36316|32894|22294,1,0,0,1,255,208
152,0,6,1,0,1,0,0,0,4|127|255|1|235|4|254|134,255|255|141|126|128|22|87|138,0|127|-1|48|-28|107|-64|22,5|62|0|0|3|-8|-127|-57,-1|-1|6|87|-102|0|0|0,-4|-128|-66|127|-1|25|117|-42,72|5760|39511|0|0|32397|5760|39511,1,0,0,1,255,208
153,0,2,2,3,8,2,10,0,6|8|6|6|6|6|6|6,255|255|255|255|255|255|255|255,8|-8|10|-10|10|-10|13|-13,-12|-12|-13|-13|-10|-10|-6|-6,0|0|0|0|0|0|0|0,24|24|24|24|24|24|24|24,214|214|214|214|214|214|214|214,0,0,0,1,255,208
154,120,3,2,2,2,0,0,0,3|3|154|0|0|0|0|128,255|255|255|5|117|220|141|126,0|0|87|-102|0|0|0|0,6|6|85|-119|-27|-58|6|0,0|0|-58|6|0|0|12|-58,-14|0|0|1|-58|6|0|0,117|136|154|0|41728|0|5769|0,0,0,0,0,255,192
155,0,3,1,0,1,0,0,0,2|2|154|0|0|0|0|163,255|0|137|22|0|0|201|203,0|0|0|0|0|0|0|48,10|0|0|0|-29|0|11|-112,0|0|1|0|-24|0|11|-112,0|0|2|0|-20|0|11|-112,59|3|240|12312|120|0|244|36875,0,0,0,8,255,208
156,0,4,1,0,1,0,0,0,3|0|1|0|55|1|11|144,255|0|2|0|59|1|11|144,0|0|3|0|63|1|24|48,10|0|0|0|67|1|11|-112,0|0|1|0|73|1|11|-112,0|0|3|0|78|1|11|-112,60|4|19|12299|8|0|34|20491,0,0,0,8,255,208
157,0,4,1,0,1,0,0,0,4|0|0|0|36|0|11|144,255|0|4|0|67|0|47|48,0|0|0|0|78|0|47|48,10|0|0|0|95|0|47|48,0|0|0|0|105|0|11|-112,0|0|-8|-1|-118|0|47|48,165|0|143|12335|48|0|160|12335,0,0,0,8,255,208
158,0,4,2,0,2,0,0,0,2|2|0|0|206|0|47|48,255|255|0|0|223|0|47|48,0|0|0|0|-23|0|11|-112,10|10|15|12|8|1|47|48,-6|6|0|0|13|1|47|48,0|0|0|0|30|1|47|48,59|59|296|36875|0|3776|1168|12335,0,0,0,8,255,208
159,0,5,3,0,3,0,0,0,3|1|1|0|103|1|11|144,255|255|255|12|134|1|47|48,0|0|0|0|-117|1|47|48,10|10|10|0|-100|1|47|48,0|-8|8|0|-90|1|11|-112,0|4|4|13|-59|1|47|48,60|58|58|12335|48|0|475|12335,0,0,0,8,255,208
160,0,5,3,0,3,0,0,0,4|1|1|0|9|2|47|48,255|255|255|0|26|2|47|48,0|0|0|0|36|2|11|-112,10|10|10|14|67|2|47|48,0|-9|9|0|78|2|47|48,0|4|4|0|95|2|47|48,165|58|58|36875|0|5844|648|12335,0,0,0,8,255,208
161,0,5,3,0,3,0,0,0,2|2|2|0|168|2|11|144,255|255|255|23|199|2|47|48,0|0|0|0|-52|2|47|48,10|10|10|0|-35|2|47|48,0|-10|10|0|-25|2|11|-112,0|4|4|24|6|3|47|48,59|59|59|12335|48|0|796|12335,0,0,0,8,255,208
162,0,5,3,0,3,0,0,0,3|2|2|0|74|3|47|48,255|255|255|0|91|3|47|48,0|0|0|0|101|3|11|-112,10|10|10|15|-124|3|47|48,0|-10|10|0|-119|3|47|48,0|4|4|0|-102|3|47|48,60|59|59|36875|0|3943|963|12335,0,0,0,8,255,208
163,0,5,5,0,5,0,0,0,3|2|2|1|1|3|11|144,255|255|255|255|255|4|47|48,0|0|0|0|0|4|47|48,10|10|10|10|10|4|47|48,0|-10|10|-18|18|4|11|-112,0|4|4|8|8|4|47|48,60|59|59|58|58|0|1111|12335,0,0,0,8,255,208
164,0,5,5,0,5,0,0,0,3|2|2|2|2|4|47|48,255|255|255|255|255|4|47|48,0|0|0|0|0|4|11|-112,10|10|10|10|10|4|47|48,0|-10|10|-20|20|4|47|48,0|4|4|8|8|4|47|48,60|59|59|59|59|4451|1278|12335,0,0,0,8,255,208
165,0,5,5,0,5,0,0,0,5|2|2|2|2|5|11|144,255|255|255|255|255|5|47|48,0|0|0|0|0|5|47|48,10|10|10|10|10|5|47|48,0|-10|10|-24|24|5|11|-112,0|4|4|8|8|5|47|48,62|59|59|59|59|0|1426|12335,0,0,0,8,255,208
166,0,3,1,0,1,0,0,0,2|0|0|0|192|5|47|48,255|0|0|0|209|5|47|48,0|0|0|0|-37|5|11|-112,10|0|86|31|-6|5|47|48,0|0|0|0|-1|5|47|48,0|0|0|0|16|6|47|48,59|0|1562|36875|0|8220|1593|12335,0,0,0,8,255,208
167,0,3,2,0,2,0,0,0,1|1|0|0|89|6|11|144,255|255|169|18|120|6|47|48,-3|3|0|0|125|6|47|48,9|9|0|0|-114|6|47|48,-4|4|0|0|-104|6|11|-112,0|0|40|19|-73|6|47|48,201|202|1724|12335|48|0|1741|12335,0,0,0,8,255,208
168,0,4,3,0,3,0,0,0,1|1|1|0|251|6|47|48,255|255|255|0|12|7|47|48,-3|3|0|0|22|7|11|-112,9|9|10|20|53|7|47|48,-4|4|0|0|64|7|47|48,0|0|0|0|81|7|47|48,201|202|58|36875|0|5291|1914|12335,0,0,0,8,255,208
169,0,4,3,0,3,0,0,0,1|1|2|0|154|7|11|144,255|255|255|21|185|7|47|48,-7|7|0|0|-66|7|0|48,7|7|10|0|-49|7|11|-112,-5|5|0|0|5|0|11|-112,0|0|0|0|10|0|11|-112,163|164|59|36875|0|3|20|12288,0,0,0,8,255,208
170,0,5,5,0,5,0,0,0,1|1|1|1|1|0|0|48,255|255|255|255|255|0|11|144,-7|7|0|-3|3|0|11|-112,7|7|10|9|9|0|0|48,-5|5|0|-4|4|0|11|-112,0|0|0|0|0|0|11|-112,163|164|58|201|202|32397|5760|3776,0,0,0,8,255,208
171,0,5,5,0,5,0,0,0,1|1|2|1|1|108|89|50,255|255|255|255|255|128|89|89,-7|7|0|-3|3|115|100|70,7|7|10|9|9|38|38|34,-5|5|0|-4|4|-2|-1|3,0|0|0|0|0|30|72|99,163|164|59|201|202|3071|9762|22333,0,0,0,8,255,208
172,0,5,3,0,3,0,0,0,3|3|1|10|38|100|128|140,255|255|255|51|255|11|58|159,-7|7|0|-128|100|58|-2|-3,7|7|10|126|56|-1|10|44,-5|5|0|-116|-128|-128|-128|92,0|0|0|44|-128|-116|-110|-116,121|122|58|9725|12844|65317|9481|42890,0,0,0,8,255,208
173,0,5,3,0,3,0,0,0,3|3|2|16|100|138|126|100,255|255|255|70|70|44|255|12,-7|7|0|-1|17|38|17|38,7|7|10|0|0|0|-115|126,-5|5|0|-60|62|0|0|6,0|0|0|6|49|-64|80|80,121|122|59|0|0|32397|5760|50263,0,0,0,8,255,208
174,0,5,5,0,5,0,0,0,3|3|1|1|1|0|141|126,255|255|255|255|255|0|0|6,-7|7|0|-3|3|80|80|-102,7|7|10|9|9|0|0|0,-5|5|0|-4|4|87|-102|0,0|0|0|0|0|0|0|0,121|122|58|201|202|19502|19542|17159,0,0,0,8,255,208
175,0,5,5,0,5,0,0,0,3|3|2|1|1|0|138|70,255|255|255|255|255|117|3|233,-7|7|0|-3|3|-94|0|0,7|7|10|9|9|87|-65|0,-5|5|0|-4|4|0|0|0,0|0|0|0|0|87|-96|0,121|122|59|201|202|0|154|0,0,0,0,8,255,208
176,0,5,5,0,5,0,0,0,3|3|2|2|2|0|0|141,255|255|255|255|255|191|0|0,-7|7|0|-3|3|0|0|-115,7|7|10|9|9|-96|0|0,-5|5|0|-4|4|80|-102|0,0|0|0|0|0|0|0|0,121|122|59|279|280|191|7680|27223,0,0,0,8,255,208
