id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
421,0,9,4,0,4,0,0,0,114|114|128|128|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,-1|-1|-2|-2|0|0|0|0,9|-9|16|-16|0|0|0|0,0|0|0|0|0|0|0|0,95|95|57|57|0|0|0|0,1,0,0,7,6,80
422,0,8,1,0,2,0,0,0,128|128|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|0|0|0|0|0|0,0,0,0,7,98,80
423,0,6,1,0,2,0,0,0,128|128|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|0|0|0|0|0|0,0,0,0,7,98,80
424,0,8,2,0,2,0,0,0,128|128|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|0|0|0|0|0|0,0,0,0,7,98,80
425,0,7,2,0,4,0,0,0,128|128|128|128|0|0|0|0,255|255|255|255|0|0|0|0,-5|5|-7|7|0|0|0|0,7|7|5|5|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|13|14|0|0|0|0,0,0,0,7,98,80
426,0,8,4,0,4,0,0,0,128|128|128|128|0|0|0|0,255|255|255|255|0|0|0|0,-5|5|-7|7|0|0|0|0,7|7|5|5|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|13|14|0|0|0|0,0,0,0,7,98,80
427,0,6,4,0,6,0,0,0,128|128|128|128|128|128|0|0,255|255|255|255|255|255|0|0,-5|5|-7|7|-6|6|0|0,7|7|5|5|6|6|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|13|14|13|14|0|0,0,0,0,7,98,80
428,0,7,6,0,6,0,0,0,128|128|128|128|128|128|0|0,255|255|255|255|255|255|0|0,-5|5|-7|7|-6|6|0|0,7|7|5|5|6|6|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|13|14|13|14|0|0,0,0,0,7,98,80
429,0,6,4,0,6,0,0,0,128|128|128|128|113|113|0|0,255|255|255|255|255|255|0|0,-5|5|-7|7|-6|6|0|0,7|7|5|5|6|6|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,13|14|13|14|96|115|0|0,0,0,0,7,98,80
430,0,5,4,0,4,0,0,0,113|113|113|113|0|0|0|0,255|255|255|255|0|0|0|0,-6|6|-7|7|0|0|0|0,6|6|5|5|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,96|115|96|115|0|0|0|0,0,0,0,7,98,80
431,0,6,2,0,2,0,0,0,114|114|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-7|7|0|0|0|0|0|0,7|7|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,15|53|0|0|0|0|0|0,0,0,0,7,98,80
432,0,5,2,0,8,0,0,0,114|114|114|114|114|114|114|114,255|255|255|255|255|255|255|255,-7|7|-9|9|-8|8|-6|6,7|7|5|5|6|6|8|8,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,15|53|15|53|15|53|15|53,0,0,0,7,98,80
433,0,2,1,0,2,0,0,0,149|149|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-9|9|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,256|257|0|0|0|0|0|0,0,0,0,1,255,112
434,0,3,2,0,2,0,0,0,149|149|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-9|9|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,256|257|0|0|0|0|0|0,0,0,0,1,255,112
435,0,4,2,0,2,0,0,0,150|150|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-9|9|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,256|257|0|0|0|0|0|0,0,0,0,1,255,112
436,0,5,3,0,3,0,0,0,150|150|150|0|0|0|0|0,255|255|255|0|0|0|0|0,-9|9|0|0|0|0|0|0,0|0|-9|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,256|257|209|0|0|0|0|0,0,0,0,1,255,112
437,0,6,4,0,4,0,0,0,150|150|150|150|0|0|0|0,255|255|255|255|0|0|0|0,-9|9|-9|9|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|14|14|0|0|0|0,256|257|256|257|0|0|0|0,0,0,0,1,255,112
438,0,6,3,0,3,0,0,0,151|151|150|0|0|0|0|0,255|255|255|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|-9|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,256|257|209|0|0|0|0|0,0,0,0,1,255,112
439,0,6,4,0,4,0,0,0,151|151|150|150|0|0|0|0,255|255|255|255|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|-9|9|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,256|257|209|208|0|0|0|0,0,0,0,1,255,112
440,0,6,4,0,4,0,0,0,152|152|151|151|0|0|0|0,255|255|255|255|0|0|0|0,-12|12|0|0|0|0|0|0,0|0|-11|-11|0|0|0|0,0|0|-6|6|0|0|0|0,0|0|0|0|0|0|0|0,256|257|209|209|0|0|0|0,0,0,0,1,255,112
441,0,6,4,0,4,0,0,0,153|153|151|151|0|0|0|0,255|255|255|255|0|0|0|0,-12|12|0|0|0|0|0|0,0|0|-11|-11|0|0|0|0,0|0|-6|6|0|0|0|0,0|0|0|0|0|0|0|0,256|257|209|209|0|0|0|0,0,0,0,1,255,112
442,0,6,5,0,5,0,0,0,151|151|151|151|151|0|0|0,255|255|255|255|255|0|0|0,0|-10|10|-10|10|0|0|0,-11|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|7|7|-7|-7|0|0|0,209|256|257|256|257|0|0|0,0,0,0,1,255,112
443,0,6,6,0,6,0,0,0,151|151|151|151|151|154|0|0,255|255|255|255|255|255|0|0,0|-10|10|-10|10|0|0|0,-11|0|0|0|0|13|0|0,0|0|0|0|0|0|0|0,0|7|7|-7|-7|0|0|0,209|256|257|256|257|208|0|0,0,0,0,1,255,112
444,0,2,1,9,1,0,0,0,2|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,5|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|0|0|0|0|0|0|0,0,0,0,0,255,112
445,0,2,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,9|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,39|0|0|0|0|0|0|0,0,0,0,25,255,112
446,0,2,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,12|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0,0,0,13,255,192
447,0,4,1,5,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,7|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,582|0|0|0|0|0|0|0,0,0,0,26,255,208
448,0,3,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,126|0|0|0|0|0|0|0,1,0,0,16,255,208
449,0,2,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,14|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,99|0|0|0|0|0|0|0,0,0,0,20,255,112
450,0,8,1,0,1,0,0,0,128|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,-7|0|0|0|0|0|0|0,20|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,171|0|0|0|0|0|0|0,0,0,0,7,98,80
451,0,3,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,9|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,59|0|0|0|0|0|0|0,0,0,0,1,255,48
452,0,4,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,27|0|0|0|0|0|0|0,0,0,0,13,255,192
453,0,4,2,0,2,0,0,0,1|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|0|0|0|0|0|0,-4|4|0|0|0|0|0|0,12|12|0|0|0|0|0|0,20|20|0|0|0|0|0|0,0,0,0,13,255,112
454,0,8,1,0,1,0,0,0,5|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,11|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,262|0|0|0|0|0|0|0,0,0,0,6,255,208
455,0,10,1,0,1,0,0,0,8|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,11|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,263|0|0|0|0|0|0|0,0,0,0,6,255,208
456,0,12,1,0,1,0,0,0,10|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,11|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,264|0|0|0|0|0|0|0,0,0,0,6,255,208
457,0,14,1,0,1,0,0,0,15|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,11|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,265|0|0|0|0|0|0|0,0,0,0,6,255,208
458,0,3,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,9|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|0|0|0|0|0|0|0,0,0,0,25,255,112
459,0,2,1,0,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,9|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,59|0|0|0|0|0|0|0,0,0,0,25,255,112
460,0,2,1,0,1,0,0,0,8|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,9|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,60|0|0|0|0|0|0|0,0,0,0,25,255,112
461,0,2,3,0,3,0,0,0,6|5|5|0|0|0|0|0,255|255|255|0|0|0|0|0,0|-2|2|0|0|0|0|0,9|8|8|0|0|0|0|0,0|-2|2|0|0|0|0|0,0|0|0|0|0|0|0|0,59|279|280|0|0|0|0|0,0,0,0,25,255,112
462,0,2,4,0,4,0,0,0,253|253|4|4|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,9|9|9|9|0|0|0|0,0|0|-10|10|0|0|0|0,-7|7|9|9|0|0|0|0,600|619|581|581|0|0|0|0,0,0,0,25,255,208
463,0,2,6,0,6,0,0,0,253|253|253|253|4|4|0|0,255|255|255|255|255|255|0|0,0|0|0|0|0|0|0|0,9|9|9|9|9|9|0|0,-6|-6|6|6|-14|14|0|0,-7|7|-7|7|9|9|0|0,600|619|600|619|581|581|0|0,0,0,0,25,255,208
464,0,5,1,0,1,0,0,0,2|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,66|0|0|0|0|0|0|0,1,0,0,13,255,192
465,0,3,1,0,1,0,0,0,6|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,73|0|0|0|0|0|0|0,1,0,0,13,255,192
466,0,3,1,0,1,0,0,0,12|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,123|0|0|0|0|0|0|0,1,0,0,13,255,192
467,0,3,2,0,2,0,0,0,10|10|0|0|0|0|0|0,98|98|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,143|144|0|0|0|0|0|0,1,0,0,13,255,192
468,0,3,3,0,3,0,0,0,10|10|10|0|0|0|0|0,98|98|98|0|0|0|0|0,0|0|0|0|0|0|0|0,0|-1|-1|0|0|0|0|0,0|-12|12|0|0|0|0|0,0|0|0|0|0|0|0|0,73|73|73|0|0|0|0|0,1,0,0,13,255,208
469,0,3,8,0,8,0,0,0,250|252|252|250|251|251|251|251,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,7|7|7|7|7|7|7|7,-18|-6|6|18|-18|-6|6|18,-7|-7|-7|-7|7|7|7|7,767|768|769|770|786|787|788|789,0,0,0,14,255,192
470,0,4,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,21|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,67|0|0|0|0|0|0|0,-1,0,0,20,255,112
471,0,1,1,0,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,20|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,70|0|0|0|0|0|0|0,-1,0,0,20,255,112
472,0,1,1,0,1,0,0,0,8|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,20|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,219|0|0|0|0|0|0|0,-1,0,0,20,255,112
473,0,1,2,0,2,0,0,0,8|8|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,20|20|0|0|0|0|0|0,-4|4|0|0|0|0|0|0,0|0|0|0|0|0|0|0,218|218|0|0|0|0|0|0,-1,0,0,20,255,112
474,0,1,4,0,4,0,0,0,6|6|6|6|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,3|1|3|1|0|0|0|0,-8|-8|8|8|0|0|0|0,0|0|0|0|0|0|0|0,578|578|578|578|0|0|0|0,1,0,0,20,255,208
475,0,1,8,0,8,0,0,0,6|6|6|6|6|6|6|6,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,4|2|0|-2|4|2|0|-2,-8|-8|-8|-8|8|8|8|8,0|0|0|0|0|0|0|0,578|578|578|578|578|578|578|578,1,0,0,20,255,208
476,0,2,1,9,1,0,0,0,3|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,5|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|0|0|0|0|0|0|0,0,0,0,0,255,112
477,0,2,2,9,2,0,0,0,4|4|0|0|0|0|0|0,10|10|0|0|0|0|0|0,-4|4|0|0|0|0|0|0,5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|0|0|0|0|0|0,0,0,0,0,255,112
478,0,2,4,9,4,0,0,0,5|5|5|5|0|0|0|0,10|10|10|10|0|0|0|0,0|0|-1|1|0|0|0|0,5|5|5|5|0|0|0|0,-4|4|-6|6|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|0|0|0|0,0,0,0,0,255,112
479,0,2,5,9,5,0,0,0,6|6|6|6|6|0|0|0,10|10|10|10|10|0|0|0,0|0|0|-1|1|0|0|0,5|5|5|5|5|0|0|0,0|4|-4|-6|6|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|0|0|0,0,0,0,0,255,112
480,0,2,7,9,7,0,0,0,7|7|7|7|7|7|7|0,10|10|10|10|10|10|10|0,0|0|0|-1|1|-2|2|0,5|5|5|5|5|5|5|0,0|4|-4|-6|6|-8|8|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|0,0,0,0,0,255,112
481,0,2,8,9,8,0,0,0,8|8|8|8|8|8|8|8,10|10|10|10|10|10|10|10,0|0|0|-1|1|-2|2|0,6|5|5|5|5|5|5|7,0|4|-4|-6|6|-8|8|0,0|0|0|0|0|0|0|8,172|172|172|172|172|172|172|172,0,0,0,0,255,112
482,0,4,1,0,1,0,0,0,3|0|0|0|0|0|0|0,107|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,7|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|0|0|0|0|0|0|0,0,0,0,26,255,208
483,0,2,1,0,1,0,0,0,4|0|0|0|0|0|0|0,105|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,7|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,582|0|0|0|0|0|0|0,0,0,0,26,255,208
484,0,2,3,0,3,0,0,0,8|3|3|0|0|0|0|0,105|107|107|0|0|0|0|0,0|-1|1|0|0|0|0|0,7|7|7|0|0|0|0|0,0|-4|4|0|0|0|0|0,0|0|0|0|0|0|0|0,582|601|601|0|0|0|0|0,0,0,0,26,255,208
485,0,2,3,0,3,0,0,0,8|8|8|0|0|0|0|0,105|105|105|0|0|0|0|0,0|0|0|0|0|0|0|0,7|6|6|0|0|0|0|0,0|-9|9|0|0|0|0|0,0|0|0|0|0|0|0|0,582|582|582|0|0|0|0|0,0,0,0,26,255,208
486,0,2,4,0,4,0,0,0,8|8|8|8|0|0|0|0,105|105|105|105|0|0|0|0,0|0|0|0|0|0|0|0,7|7|6|6|0|0|0|0,-4|4|-14|14|0|0|0|0,0|0|0|0|0|0|0|0,582|582|582|582|0|0|0|0,0,0,0,26,255,208
487,0,2,4,7,4,0,0,0,251|251|251|251|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,2|2|2|2|0|0|0|0,-6|6|-6|6|0|0|0|0,-7|-7|7|7|0|0|0|0,683|702|721|740|0|0|0|0,0,0,0,26,255,208
488,0,3,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-4|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,126|0|0|0|0|0|0|0,1,0,0,16,255,208
489,0,3,2,0,2,0,0,0,2|2|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-4|-4|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,126|126|0|0|0|0|0|0,1,0,0,16,255,208
490,0,3,2,0,2,0,0,0,4|4|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-4|-4|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,214|214|0|0|0|0|0|0,1,0,0,16,255,208
491,0,3,4,0,4,0,0,0,5|5|2|2|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,-4|-4|-4|-4|0|0|0|0,0|0|-8|8|0|0|0|0,0|0|0|0|0|0|0|0,214|214|126|126|0|0|0|0,1,0,0,16,255,208
492,0,3,4,0,4,0,0,0,252|252|252|252|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,-3|-3|-3|-3|0|0|0|0,-6|6|-6|6|0|0|0|0,-7|-7|7|7|0|0|0|0,239|240|258|259|0|0|0|0,1,0,0,16,255,208
493,0,3,8,0,8,0,0,0,252|252|252|252|252|252|252|252,255|255|255|255|255|255|255|255,-1|-1|-1|-1|1|1|1|1,-3|-3|-3|-3|-3|-3|-3|-3,-6|6|-6|6|-6|6|-6|6,-7|-7|7|7|-7|-7|7|7,239|240|258|259|239|240|258|259,1,0,0,16,255,208
494,0,8,1,0,1,0,0,0,128|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,57|0|0|0|0|0|0|0,1,0,0,7,6,80
495,0,9,2,0,2,0,0,0,128|128|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-1|-1|0|0|0|0|0|0,9|-9|0|0|0|0|0|0,0|0|0|0|0|0|0|0,57|57|0|0|0|0|0|0,1,0,0,7,6,80
496,0,9,2,0,2,0,0,0,113|113|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-1|-1|0|0|0|0|0|0,9|-9|0|0|0|0|0|0,0|0|0|0|0|0|0|0,76|76|0|0|0|0|0|0,1,0,0,7,6,80
497,0,9,2,0,2,0,0,0,114|114|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-1|-1|0|0|0|0|0|0,9|-9|0|0|0|0|0|0,0|0|0|0|0|0|0|0,95|95|0|0|0|0|0|0,1,0,0,7,6,80
498,0,9,4,0,4,0,0,0,114|114|128|128|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,-1|-1|-2|-2|0|0|0|0,9|-9|16|-16|0|0|0|0,0|0|0|0|0|0|0|0,95|95|57|57|0|0|0|0,1,0,0,7,6,80
499,0,9,6,0,6,0,0,0,114|114|128|128|128|128|0|0,255|255|255|255|255|255|0|0,0|0|0|0|0|0|0|0,-1|-1|-2|-2|0|0|0|0,9|-9|16|-16|30|-30|0|0,0|0|0|0|0|0|0|0,95|95|57|57|57|57|0|0,1,0,0,7,6,80
500,0,3,1,0,1,0,0,0,149|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,241|0|0|0|0|0|0|0,0,0,0,1,255,48
501,0,4,1,0,1,0,0,0,150|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,241|0|0|0|0|0|0|0,0,0,0,1,255,48
502,0,5,1,0,1,0,0,0,152|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,241|0|0|0|0|0|0|0,0,0,0,1,255,48
503,0,5,1,0,1,0,0,0,153|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,241|0|0|0|0|0|0|0,0,0,0,1,255,48
504,0,5,2,0,2,0,0,0,152|152|0|0|0|0|0|0,98|98|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|6|0|0|0|0|0|0,-7|7|0|0|0|0|0|0,0|0|0|0|0|0|0|0,241|241|0|0|0|0|0|0,0,0,0,1,255,48
505,0,5,3,0,3,0,0,0,152|152|153|0|0|0|0|0,98|98|98|0|0|0|0|0,0|0|0|0|0|0|0|0,6|6|6|0|0|0|0|0,-9|9|0|0|0|0|0|0,6|6|0|0|0|0|0|0,241|241|241|0|0|0|0|0,0,0,0,1,255,48
506,0,5,1,3,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,153|0|0|0|0|0|0|0,0,0,0,2,255,0
507,0,5,2,3,2,0,0,0,2|2|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-2|2|0|0|0|0|0|0,8|8|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,153|153|0|0|0|0|0|0,0,0,0,2,255,0
508,0,4,2,3,4,0,0,0,2|2|2|2|0|0|0|0,255|255|255|255|0|0|0|0,-2|2|-1|1|0|0|0|0,7|7|8|8|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,153|153|153|153|0|0|0|0,0,0,0,2,255,0
509,0,4,2,3,6,0,0,0,2|2|2|2|2|2|0|0,255|255|255|255|255|255|0|0,-2|2|-4|4|-1|1|0|0,7|7|5|5|8|8|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,153|153|153|153|153|153|0|0,0,0,0,2,255,0
510,0,4,3,3,6,0,0,0,2|2|2|2|2|2|0|0,255|255|255|255|255|255|0|0,-2|2|0|-1|1|0|0|0,7|7|9|7|7|9|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,153|153|153|153|153|153|0|0,0,0,0,2,255,0
511,0,3,2,3,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|1|-1|2|-2|3|-3,9|9|8|8|7|7|6|6,6|-6|6|-6|6|-6|6|-6,0|0|0|0|0|0|0|0,153|153|153|153|153|153|153|153,0,0,0,2,255,0
512,0,4,4,3,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|1|-1|2|-2|3|-3,9|9|8|8|7|7|6|6,6|-6|6|-6|6|-6|6|-6,0|0|0|0|0|0|0|0,153|153|153|153|153|153|153|153,0,0,0,2,255,0
513,0,4,6,3,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|1|-1|2|-2|3|-3,9|9|8|8|7|7|6|6,6|-6|6|-6|6|-6|6|-6,0|0|0|0|0|0|0|0,153|153|153|153|153|153|153|153,0,0,0,2,255,0
514,0,5,8,3,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|1|-1|2|-2|3|-3,9|9|8|8|7|7|6|6,6|-6|6|-6|6|-6|6|-6,0|0|0|0|0|0|0|0,153|153|153|153|153|153|153|153,0,0,0,2,255,0
515,0,4,8,3,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|1|-1|2|-2|3|-3,9|9|8|8|7|7|6|6,6|-6|6|-6|6|-6|6|-6,0|0|0|0|0|0|0|0,153|153|153|153|153|153|153|153,0,0,0,2,255,0
516,0,3,8,3,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|1|-1|2|-2|3|-3,9|9|8|8|7|7|6|6,6|-6|6|-6|6|-6|6|-6,0|0|0|0|0|0|0|0,153|153|153|153|153|153|153|153,0,0,0,2,255,0
