id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
95,0,10,4,0,4,0,0,0,196|197|4|4|0|0|0|0,255|255|121|121|0|0|0|0,-12|12|-6|6|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,45|7|45|7|0|0|0|0,0,0,0,27,1,208
96,0,10,2,0,2,0,0,0,196|4|0|0|0|0|0|0,255|121|0|0|0|0|0|0,-12|-6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,45|45|0|0|0|0|0|0,0,0,0,27,1,208
97,0,10,2,0,2,0,0,0,197|4|0|0|0|0|0|0,255|121|0|0|0|0|0|0,12|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,7|7|0|0|0|0|0|0,0,0,0,27,1,208
98,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
99,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-2|-1|0|1|2|1|0|-1,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
100,40,0,2,0,6,0,0,0,2|2|2|2|2|2|0|0,255|255|255|255|255|255|0|0,-2|2|-1|1|0|0|0|0,14|14|14|14|14|14|0|0,-8|8|-4|4|-2|2|0|0,0|0|0|0|0|0|0|0,70|70|70|70|70|70|0|0,0,0,0,1,255,208
101,10,6,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,12|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,252|0|0|0|0|0|0|0,0,0,0,28,255,208
102,10,10,1,0,1,0,0,0,10|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,253|0|0|0|0|0|0|0,0,0,0,27,255,208
103,10,16,1,0,1,0,0,0,30|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,254|0|0|0|0|0|0|0,0,0,0,26,255,208
104,0,0,1,0,1,0,0,0,90|0|0|0|0|0|0|0,250|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,-24|0|0|0|0|0|0|0,24|0|0|0|0|0|0|0,98|0|0|0|0|0|0|0,0,0,8,1,255,208
105,20,0,1,0,4,0,0,0,2|2|2|2|0|0|0|0,255|255|255|255|0|0|0|0,-2|0|2|0|0|0|0|0,14|14|14|14|0|0|0|0,-4|0|4|0|0|0|0|0,0|0|0|0|0|0|0|0,70|70|70|70|0|0|0|0,0,0,0,1,255,208
106,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
107,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
108,40,0,2,0,6,0,0,0,2|2|2|2|2|2|0|0,255|255|255|255|255|255|0|0,-4|4|-2|2|-1|1|0|0,14|14|14|14|14|14|0|0,-8|8|-4|4|-2|2|0|0,0|0|0|0|0|0|0|0,70|70|70|70|70|70|0|0,0,0,0,1,255,208
109,80,3,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,12|13|14|15|16|17|18|19,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,135|116|116|116|116|116|116|97,0,0,0,8,255,144
110,30,3,1,0,1,0,0,4,3|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,214|0|0|0|0|0|0|0,0,0,0,13,255,208
111,20,3,2,0,2,0,0,0,2|2|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-4|-4|0|0|0|0|0|0,5|-5|0|0|0|0|0|0,5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,169|169|0|0|0|0|0|0,0,-1,0,1,255,208
112,10,4,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,-5|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|0|0|0|0|0|0|0,0,0,0,1,255,208
113,10,4,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|0|0|0|0|0|0|0,0,0,0,1,255,208
114,40,0,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,14|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,142|0|0|0|0|0|0|0,0,0,0,1,255,144
115,10,1,1,2,1,0,0,3,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-8|0|0|0|0|0|0|0,-2|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
116,10,1,1,2,1,0,0,3,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,-2|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
117,30,1,1,0,1,0,0,4,5|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,285|0|0|0|0|0|0|0,0,0,0,13,255,208
118,40,3,2,0,2,0,0,0,3|3|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,14|14|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,143|144|0|0|0|0|0|0,0,0,0,13,255,192
119,80,3,1,3,1,0,0,0,10|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,34|0|0|0|0|0|0|0,0,0,0,1,255,144
120,80,4,1,3,1,0,0,0,12|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,30|0|0|0|0|0|0|0,0,0,0,1,255,112
121,10,0,1,0,8,0,0,0,1|1|1|2|1|1|1|1,8|8|8|8|8|8|8|8,-2|-1|0|1|2|1|0|-1,9|10|11|10|9|10|11|10,-4|-2|0|2|4|2|0|-2,0|0|0|0|0|0|0|0,304|304|304|304|304|304|304|304,-1,0,0,4,255,112
122,30,3,3,0,3,0,0,0,2|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|0|0|0|0|0|0|0,12|12|12|0|0|0|0|0,0|-6|5|0|0|0|0|0,0|4|4|0|0|0|0|0,107|108|108|0|0|0|0|0,0,0,0,1,255,112
123,320,1,4,0,4,0,0,0,10|10|10|10|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,24|24|24|24|0|0|0|0,-6|6|-6|6|0|0|0|0,-6|-6|6|6|0|0|0|0,239|240|258|259|0|0|0|0,0,0,0,1,255,208
124,80,1,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,12|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,108|0|0|0|0|0|0|0,0,0,0,1,255,208
125,10,4,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,-8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|0|0|0|0|0|0|0,0,0,0,1,255,208
126,10,4,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|0|0|0|0|0|0|0,0,0,0,1,255,208
127,50,5,5,2,5,0,0,0,3|3|3|3|3|0|0|0,255|255|255|255|255|0|0|0,0|-1|1|-2|2|0|0|0,3|2|2|1|1|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,112|112|112|112|112|0|0|0,0,0,0,6,255,208
128,30,4,1,7,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,7|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|0|0|0|0|0|0|0,0,0,3,13,11,128
129,30,4,1,3,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,107|0|0|0|0|0|0|0,0,0,5,13,12,128
130,50,0,5,10,5,0,0,0,3|2|2|1|1|0|0|0,10|9|9|6|6|0|0|0,0|2|-2|3|-3|0|0|0,13|11|11|10|10|0|0|0,0|0|0|0|0|0|0|0,106|105|105|104|104|0|0|0,153|154|154|157|157|0|0|0,-1,0,0,1,255,144
131,10,4,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,61|0|0|0|0|0|0|0,0,0,0,6,255,208
132,10,4,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,162|0|0|0|0|0|0|0,0,0,0,6,255,208
133,10,4,1,1,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,168|0|0|0|0|0|0|0,0,0,0,5,255,208
134,60,4,3,0,3,0,0,0,2|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|5|-5|0|0|0|0|0,10|8|8|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,244|227|227|0|0|0|0|0,0,0,0,25,255,208
135,60,4,3,0,3,0,0,0,2|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|5|-5|0|0|0|0|0,-10|-8|-8|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,244|227|227|0|0|0|0|0,0,0,0,25,255,208
136,120,3,2,2,2,0,0,0,3|3|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|14|0|0|0|0|0|0,117|136|0|0|0|0|0|0,0,0,0,0,255,192
137,80,3,4,0,8,0,0,0,3|3|1|1|3|3|1|1,255|255|255|255|255|255|255|255,-10|-10|-8|-8|10|10|8|8,0|0|4|-4|0|0|4|-4,0|-12|0|0|0|12|0|0,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|244,0,0,0,1,255,208
138,120,4,6,0,6,0,0,0,3|3|2|2|1|1|0|0,255|255|255|255|255|255|0|0,0|0|3|-3|6|-6|0|0,-10|-10|-9|-9|-8|-8|0|0,0|0|0|0|0|0|0|0,0|12|0|0|0|0|0|0,244|244|245|245|244|244|0|0,0,0,0,1,255,208
139,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|0,255|255|255|255|255|255|255|0,-9|-6|-3|0|3|6|9|0,3|5|7|9|7|5|3|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|0,0,0,0,1,255,208
140,20,2,1,7,7,0,0,0,3|3|3|3|3|3|3|0,255|255|255|255|255|255|255|0,-9|-6|-3|0|3|6|9|0,-3|-5|-7|-9|-7|-5|-3|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|601|601|601|601|601|601|0,1,0,0,1,11,128
141,10,1,1,2,1,0,0,4,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,226|0|0|0|0|0|0|0,0,0,0,13,255,208
142,30,3,3,0,3,0,0,0,1|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|-1|1|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,304|304|304|0|0|0|0|0,1,0,0,10,255,208
143,10,0,1,0,2,1,1,7,1|1|0|0|0|0|0|0,8|8|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-1|1|0|0|0|0|0|0,0|0|0|0|0|0|0|0,21|20|0|0|0|0|0|0,0,0,0,28,255,112
144,50,0,5,0,5,0,0,0,1|1|1|1|1|0|0|0,255|255|255|255|255|0|0|0,0|-1|1|-2|2|0|0|0,-1|-3|-3|-4|-4|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,304|304|304|304|304|0|0|0,1,0,0,10,255,208
145,10,1,1,2,1,0,0,3,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-10|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
146,10,1,1,2,1,0,0,4,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
147,30,7,1,2,1,0,0,0,1|0|0|0|0|0|0|0,1|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,228|0|0|0|0|0|0|0,0,0,0,0,255,128
148,40,1,1,2,1,0,0,0,0|0|0|0|0|0|0|0,1|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,247|0|0|0|0|0|0|0,0,0,0,0,255,128
149,40,9,1,8,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,3|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,191|0|0|0|0|0|0|0,0,0,0,6,255,128
150,120,9,3,6,3,0,0,0,4|4|4|0|0|0|0|0,255|255|255|0|0|0|0|0,0|1|-1|0|0|0|0|0,3|2|2|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,191|191|191|0|0|0|0|0,0,0,0,6,255,128
151,0,6,1,0,2,0,0,0,4|4|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,5|5|0|0|0|0|0|0,-4|4|0|0|0|0|0|0,0|0|0|0|0|0|0|0,72|72|0|0|0|0|0|0,1,0,0,5,255,208
152,0,6,1,0,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,5|0|0|0|0|0|0|0,-1|0|0|0|0|0|0|0,-4|0|0|0|0|0|0|0,72|0|0|0|0|0|0|0,1,0,0,5,255,208
153,0,2,2,3,8,2,10,0,6|8|6|6|6|6|6|6,255|255|255|255|255|255|255|255,8|-8|10|-10|10|-10|13|-13,-12|-12|-13|-13|-10|-10|-6|-6,0|0|0|0|0|0|0|0,24|24|24|24|24|24|24|24,214|214|214|214|214|214|214|214,0,0,0,4,255,208
154,120,3,2,2,2,0,0,0,3|3|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-14|0|0|0|0|0|0|0,117|136|0|0|0|0|0|0,0,0,0,26,255,192
155,0,3,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,59|0|0|0|0|0|0|0,0,0,0,25,255,208
156,0,4,1,0,1,0,0,0,3|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,60|0|0|0|0|0|0|0,0,0,0,25,255,208
157,0,4,1,0,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,165|0|0|0|0|0|0|0,0,0,0,25,255,208
158,0,4,2,0,2,0,0,0,2|2|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,59|59|0|0|0|0|0|0,0,0,0,25,255,208
159,0,5,3,0,3,0,0,0,3|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|10|0|0|0|0|0,0|-8|8|0|0|0|0|0,0|4|4|0|0|0|0|0,60|58|58|0|0|0|0|0,0,0,0,25,255,208
160,0,5,3,0,3,0,0,0,4|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|10|0|0|0|0|0,0|-9|9|0|0|0|0|0,0|4|4|0|0|0|0|0,165|58|58|0|0|0|0|0,0,0,0,25,255,208
161,0,5,3,0,3,0,0,0,2|2|2|0|0|0|0|0,255|255|255|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|10|0|0|0|0|0,0|-10|10|0|0|0|0|0,0|4|4|0|0|0|0|0,59|59|59|0|0|0|0|0,0,0,0,25,255,208
162,0,5,3,0,3,0,0,0,3|2|2|0|0|0|0|0,255|255|255|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|10|0|0|0|0|0,0|-10|10|0|0|0|0|0,0|4|4|0|0|0|0|0,60|59|59|0|0|0|0|0,0,0,0,25,255,208
163,0,5,5,0,5,0,0,0,3|2|2|1|1|0|0|0,255|255|255|255|255|0|0|0,0|0|0|0|0|0|0|0,10|10|10|10|10|0|0|0,0|-10|10|-18|18|0|0|0,0|4|4|8|8|0|0|0,60|59|59|58|58|0|0|0,0,0,0,25,255,208
164,0,5,5,0,5,0,0,0,3|2|2|2|2|0|0|0,255|255|255|255|255|0|0|0,0|0|0|0|0|0|0|0,10|10|10|10|10|0|0|0,0|-10|10|-20|20|0|0|0,0|4|4|8|8|0|0|0,60|59|59|59|59|0|0|0,0,0,0,25,255,208
165,0,5,5,0,5,0,0,0,5|2|2|2|2|0|0|0,255|255|255|255|255|0|0|0,0|0|0|0|0|0|0|0,10|10|10|10|10|0|0|0,0|-10|10|-24|24|0|0|0,0|4|4|8|8|0|0|0,62|59|59|59|59|0|0|0,0,0,0,25,255,208
166,0,3,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,59|0|0|0|0|0|0|0,0,0,0,25,255,208
167,0,3,2,0,2,0,0,0,1|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-3|3|0|0|0|0|0|0,9|9|0|0|0|0|0|0,-4|4|0|0|0|0|0|0,0|0|0|0|0|0|0|0,201|202|0|0|0|0|0|0,0,0,0,25,255,208
168,0,4,3,0,3,0,0,0,1|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,-3|3|0|0|0|0|0|0,9|9|10|0|0|0|0|0,-4|4|0|0|0|0|0|0,0|0|0|0|0|0|0|0,201|202|58|0|0|0|0|0,0,0,0,25,255,208
169,0,4,3,0,3,0,0,0,1|1|2|0|0|0|0|0,255|255|255|0|0|0|0|0,-7|7|0|0|0|0|0|0,7|7|10|0|0|0|0|0,-5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,163|164|59|0|0|0|0|0,0,0,0,25,255,208
170,0,5,5,0,5,0,0,0,1|1|1|1|1|0|0|0,255|255|255|255|255|0|0|0,-7|7|0|-3|3|0|0|0,7|7|10|9|9|0|0|0,-5|5|0|-4|4|0|0|0,0|0|0|0|0|0|0|0,163|164|58|201|202|0|0|0,0,0,0,25,255,208
171,0,5,5,0,5,0,0,0,1|1|2|1|1|0|0|0,255|255|255|255|255|0|0|0,-7|7|0|-3|3|0|0|0,7|7|10|9|9|0|0|0,-5|5|0|-4|4|0|0|0,0|0|0|0|0|0|0|0,163|164|59|201|202|0|0|0,0,0,0,25,255,208
172,0,5,3,0,3,0,0,0,3|3|1|0|0|0|0|0,255|255|255|0|0|0|0|0,-7|7|0|0|0|0|0|0,7|7|10|0|0|0|0|0,-5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,121|122|58|0|0|0|0|0,0,0,0,25,255,208
173,0,5,3,0,3,0,0,0,3|3|2|0|0|0|0|0,255|255|255|0|0|0|0|0,-7|7|0|0|0|0|0|0,7|7|10|0|0|0|0|0,-5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,121|122|59|0|0|0|0|0,0,0,0,25,255,208
174,0,5,5,0,5,0,0,0,3|3|1|1|1|0|0|0,255|255|255|255|255|0|0|0,-7|7|0|-3|3|0|0|0,7|7|10|9|9|0|0|0,-5|5|0|-4|4|0|0|0,0|0|0|0|0|0|0|0,121|122|58|201|202|0|0|0,0,0,0,25,255,208
175,0,5,5,0,5,0,0,0,3|3|2|1|1|0|0|0,255|255|255|255|255|0|0|0,-7|7|0|-3|3|0|0|0,7|7|10|9|9|0|0|0,-5|5|0|-4|4|0|0|0,0|0|0|0|0|0|0|0,121|122|59|201|202|0|0|0,0,0,0,25,255,208
176,0,5,5,0,5,0,0,0,3|3|2|2|2|0|0|0,255|255|255|255|255|0|0|0,-7|7|0|-3|3|0|0|0,7|7|10|9|9|0|0|0,-5|5|0|-4|4|0|0|0,0|0|0|0|0|0|0|0,121|122|59|279|280|0|0|0,0,0,0,25,255,208
177,0,8,1,0,1,0,0,0,251|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,2|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,65|0|0|0|0|0|0|0,1,0,0,10,255,208
178,0,8,2,0,2,0,0,0,251|251|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-1|1|0|0|0|0|0|0,2|2|0|0|0|0|0|0,2|2|0|0|0|0|0|0,0|0|0|0|0|0|0|0,65|65|0|0|0|0|0|0,1,0,0,10,255,208
179,0,8,1,0,1,0,0,0,252|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,4|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,64|0|0|0|0|0|0|0,1,0,0,10,255,208
180,0,8,3,0,3,0,0,0,251|251|251|0|0|0|0|0,255|255|255|0|0|0|0|0,-2|2|0|0|0|0|0|0,2|2|2|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,65|65|65|0|0|0|0|0,1,0,0,10,255,208
181,0,8,2,0,2,0,0,0,252|252|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-1|1|0|0|0|0|0|0,2|2|0|0|0|0|0|0,-7|7|0|0|0|0|0|0,9|9|0|0|0|0|0|0,75|75|0|0|0|0|0|0,1,0,0,10,255,208
182,0,8,4,0,4,0,0,0,251|251|250|250|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,3|3|3|3|0|0|0|0,-6|6|-6|6|0|0|0|0,-7|-7|7|7|0|0|0|0,598|599|617|618|0|0|0|0,1,0,0,10,255,208
183,0,8,6,0,6,0,0,0,251|251|250|250|251|251|0|0,255|255|255|255|255|255|0|0,0|0|0|0|-1|1|0|0,3|3|3|3|2|2|0|0,-6|6|-6|6|-14|14|0|0,-7|-7|7|7|0|0|0|0,598|599|617|618|65|65|0|0,1,0,0,10,255,208
184,0,8,8,0,8,0,0,0,251|251|250|250|251|251|250|250,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,3|3|3|3|3|3|3|3,-18|-6|-18|-6|6|18|6|18,-7|-7|7|7|-7|-7|7|7,598|599|617|618|598|599|617|618,1,0,0,10,255,208
185,0,8,4,0,4,0,0,0,251|251|251|251|0|0|0|0,255|255|255|255|0|0|0|0,0|0|0|0|0|0|0|0,3|3|3|3|0|0|0|0,-6|6|-6|6|0|0|0|0,-7|-7|7|7|0|0|0|0,596|597|615|616|0|0|0|0,1,0,0,10,255,208
186,0,8,6,0,6,0,0,0,251|251|251|251|251|251|0|0,255|255|255|255|255|255|0|0,0|0|0|0|-1|1|0|0,3|3|3|3|2|2|0|0,-6|6|-6|6|-14|14|0|0,-7|-7|7|7|0|0|0|0,596|597|615|616|65|65|0|0,1,0,0,10,255,208
187,0,8,8,0,8,0,0,0,251|251|251|251|251|251|251|251,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,3|3|3|3|3|3|3|3,-18|-6|-18|-6|6|18|6|18,-7|-7|7|7|-7|-7|7|7,596|597|615|616|596|597|615|616,1,0,0,10,255,208
188,0,0,1,0,3,0,0,0,1|0|0|0|0|0|0|0,255|255|255|0|0|0|0|0,101|101|101|0|0|0|0|0,14|14|14|0|0|0|0|0,0|0|0|0|0|0|0|0,4|4|4|0|0|0|0|0,289|293|293|0|0|0|0|0,0,0,0,6,255,208
189,0,0,1,0,3,0,0,0,1|1|0|0|0|0|0|0,255|255|255|0|0|0|0|0,101|101|101|0|0|0|0|0,14|14|14|0|0|0|0|0,0|0|0|0|0|0|0|0,4|4|4|0|0|0|0|0,289|289|293|0|0|0|0|0,0,0,0,6,255,208
190,0,0,1,0,1,0,0,0,1|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,101|0|0|0|0|0|0|0,14|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,4|0|0|0|0|0|0|0,286|0|0|0|0|0|0|0,0,0,0,6,255,208
