id,animation,turret,fireFrequency,xMove,yMove,xAccel,yAccel,xCAccel,yCAccel,startX,startY,startXC,startYC,armor,size,graphic,explosionType,animate,shapeBank,xRev,yRev,deathGraphic,deathLevel,deathAnimation,launchFrequency,launchType,value,enemyDie,shapeBankFile
122,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
123,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
124,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
125,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,119|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
126,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,121|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
127,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
128,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,10,1,83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,29,0,1,0,0,0,0,0,0,0,5,0,newsh2.shp
129,4,134|0|0,28|0|0,0,1,0,0,0,0,0,0,0,0,25,1,51|89|127|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,1,3,0,0,0,0,0,0,0,0,0,newsh7.shp
130,4,0|0|0,0|0|0,0,1,0,0,0,0,0,0,0,0,15,1,53|91|129|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,1,3,0,0,0,0,0,0,0,0,0,newsh7.shp
131,4,140|0|0,8|0|0,0,1,0,0,0,0,0,0,0,0,15,1,53|91|129|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,1,3,0,0,0,0,0,0,0,0,0,newsh7.shp
132,1,0|0|0,0|0|0,0,1,0,0,0,0,0,0,0,0,5,0,152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,3,0,0,0,0,0,0,0,0,0,newsh7.shp
133,4,141|0|0,40|0|0,0,4,0,0,0,0,0,0,0,0,10,1,13|15|17|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,1,3,0,6,0,0,0,0,0,0,0,newsh7.shp
134,4,135|0|0,28|0|0,0,-5,0,0,0,0,0,0,0,0,8,1,237|275|239|275|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,1,3,0,0,0,0,0,0,0,0,0,newsh7.shp
135,1,0|0|0,0|0|0,0,1,0,0,0,0,130,-13,125,0,3,1,5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
136,1,0|0|0,0|0|0,0,2,0,0,0,0,130,-13,125,0,3,1,5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
137,1,0|0|0,0|0|0,0,3,0,0,0,0,130,-13,125,0,3,1,5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
138,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,28,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
139,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,28,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
140,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,28,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
141,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,28,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
142,12,63|0|0,25|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,1|3|5|9|11|13|11|9|7|5|3|1|0|0|0|0|0|0|0|0,7,2,7,0,0,0,0,0,0,0,25,0,newshc.shp
143,5,144|0|0,30|0|0,0,0,0,0,0,0,130,-13,125,0,15,1,39|41|43|41|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,2,7,0,0,0,0,0,0,0,100,0,newshc.shp
144,7,142|0|0,35|0|0,0,0,0,0,0,0,130,-13,125,0,2,0,38|57|76|95|76|57|38|0|0|0|0|0|0|0|0|0|0|0|0|0,8,2,7,0,0,0,0,0,0,0,5,0,newshc.shp
145,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,18,1,245|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,229,8,0,0,0,50,0,newshc.shp
146,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,18,1,283|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,267,8,0,0,0,0,0,newshc.shp
147,14,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,1|3|5|7|9|11|13|15|17|39|41|43|45|47|49|0|0|0|0|0,8,1,11,0,0,0,0,0,0,0,25,0,newshg.shp
148,12,0|0|0,0|0|0,2,0,0,0,0,0,-20,140,0,0,3,1,77|79|81|83|85|87|89|91|93|115|117|119|0|0|0|0|0|0|0|0,8,1,11,0,0,0,0,0,0,0,50,0,newshg.shp
149,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0,10,0,0,0,0,0,0,0,25,0,newshf.shp
150,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0,10,0,0,0,0,0,0,0,25,0,newshf.shp
151,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0,10,0,0,0,0,0,0,0,25,0,newshf.shp
152,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0,10,0,0,0,0,0,0,0,25,0,newshf.shp
153,7,59|0|0,25|0|0,0,0,0,0,0,0,0,0,0,0,14,1,39|1|3|3|3|1|39|0|0|0|0|0|0|0|0|0|0|0|0|0,7,2,12,0,0,0,0,0,0,0,50,0,newshh.shp
154,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,119|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,0,12,0,0,0,0,0,0,0,50,0,newshh.shp
155,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,121|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,0,12,0,0,0,0,0,0,0,0,0,newshh.shp
156,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,0,12,0,0,0,0,0,0,0,0,0,newshh.shp
157,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,0,12,0,0,0,0,0,0,0,0,0,newshh.shp
158,8,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,43|47|47|51|51|47|47|43|0|0|0|0|0|0|0|0|0|0|0|0,11,2,12,0,0,0,0,0,0,0,50,0,newshh.shp
159,8,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,45|49|49|53|53|49|49|45|0|0|0|0|0|0|0|0|0|0|0|0,11,2,12,0,0,0,0,0,0,0,0,0,newshh.shp
160,8,116|0|0,30|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,5|9|9|13|13|9|9|5|0|0|0|0|0|0|0|0|0|0|0|0,11,2,12,0,0,0,0,0,0,0,0,0,newshh.shp
161,8,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,7|11|11|15|15|11|11|7|0|0|0|0|0|0|0|0|0|0|0|0,11,2,12,0,0,0,0,0,0,0,0,0,newshh.shp
162,7,59|0|0,25|0|0,0,0,0,0,0,0,130,-13,125,0,15,1,39|41|41|41|39|39|39|0|0|0|0|0|0|0|0|0|0|0|0|0,7,2,10,0,0,0,0,0,0,0,25,0,newshf.shp
163,1,92|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,3,1,125|123|127|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,20,0,newshf.shp
164,1,8|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,4,1,11|9|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,25,0,newshf.shp
165,1,12|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,6,1,49|47|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,40,0,newshf.shp
166,1,8|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,8,1,87|85|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,50,0,newshf.shp
167,1,100|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,3|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,75,0,newshf.shp
168,1,16|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,12,1,55|17|93|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,50,0,newshf.shp
169,1,98|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,14,1,79|77|115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,80,0,newshf.shp
170,1,100|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,15,1,53|15|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,10,0,0,0,0,0,0,0,100,0,newshf.shp
171,4,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,43|45|45|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,2,10,0,0,0,0,0,0,0,75,0,newshf.shp
172,4,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,81|83|83|81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,2,10,0,0,0,0,0,0,0,75,0,newshf.shp
173,4,24|0|0,48|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,119|121|121|119|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,2,10,0,0,0,0,0,0,0,75,0,newshf.shp
174,1,0|0|0,0|0|0,0,0,0,0,4,0,130,-13,125,0,80,1,125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,18,4,0,0,0,0,0,0,0,0,newshn.shp
175,1,0|0|0,0|0|0,0,0,0,0,4,0,130,-13,125,0,80,1,15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,18,4,0,0,0,0,0,0,0,0,newshn.shp
176,1,0|0|0,0|0|0,0,0,0,0,4,0,130,-13,125,0,80,1,13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,18,4,0,0,0,0,0,0,0,0,newshn.shp
177,1,0|0|0,0|0|0,0,0,0,0,-4,0,130,-13,125,0,80,1,125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,18,-4,0,0,0,0,0,0,0,0,newshn.shp
178,1,0|0|0,0|0|0,0,0,0,0,-4,0,130,-13,125,0,80,1,15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,18,-4,0,0,0,0,0,0,0,0,newshn.shp
179,1,0|0|0,0|0|0,0,0,0,0,-4,0,130,-13,125,0,80,1,13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,18,-4,0,0,0,0,0,0,0,0,newshn.shp
180,20,0|0|0,0|0|0,0,0,0,0,4,0,130,-13,125,0,120,1,163|203|203|203|207|207|207|203|203|203|163|163|163|163|163|163|163|163|163|163,2,1,18,4,0,0,0,0,0,0,250,0,newshn.shp
181,20,0|0|0,0|0|0,0,0,0,0,4,0,130,-13,125,0,120,1,201|205|205|205|245|245|245|205|205|205|201|201|201|201|201|201|201|201|201|201,2,1,18,4,0,0,0,0,0,0,0,0,newshn.shp
182,20,0|0|0,0|0|0,0,0,0,0,-4,0,130,-13,125,0,120,1,11|9|9|9|1|1|1|9|9|9|11|11|11|11|11|11|11|11|11|11,2,1,18,-4,0,0,0,0,0,0,250,0,newshn.shp
183,20,0|0|0,0|0|0,0,0,0,0,-4,0,130,-13,125,0,120,1,49|47|47|47|39|39|39|47|47|47|49|49|49|49|49|49|49|49|49|49,2,1,18,-4,0,0,0,0,0,0,0,0,newshn.shp
184,11,116|0|0,32|0|0,0,0,0,0,0,2,130,-13,125,0,15,1,121|123|123|123|125|125|125|123|123|123|121|0|0|0|0|0|0|0|0|0,6,2,11,0,4,0,0,0,0,0,0,0,newshg.shp
185,14,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,1|3|5|7|9|11|13|15|17|39|41|43|45|47|49|0|0|0|0|0,8,1,11,0,0,0,0,0,0,0,25,0,newshg.shp
186,12,116|0|0,60|0|0,3,0,0,0,0,0,-20,155,0,0,10,1,77|79|81|83|85|87|89|91|93|115|117|119|0|0|0|0|0|0|0|0,8,2,11,0,0,0,0,0,0,0,25,0,newshg.shp
187,12,116|0|0,60|0|0,-3,0,0,0,0,0,300,5,0,0,10,1,77|79|81|83|85|87|89|91|93|115|117|119|0|0|0|0|0|0|0|0,8,2,11,0,0,0,0,0,0,0,25,0,newshg.shp
188,12,116|0|0,60|0|0,-3,0,0,0,0,0,300,155,0,0,10,1,77|79|81|83|85|87|89|91|93|115|117|119|0|0|0|0|0|0|0|0,8,2,11,0,0,0,0,0,0,0,25,0,newshg.shp
189,12,116|0|0,60|0|0,3,0,0,0,0,0,-20,5,0,0,10,1,77|79|81|83|85|87|89|91|93|115|117|119|0|0|0|0|0|0|0|0,8,2,11,0,0,0,0,0,0,0,25,0,newshg.shp
190,12,0|0|0,0|0|0,0,0,0,0,1,0,0,0,0,0,10,1,127|127|129|129|129|131|131|131|129|129|129|127|0|0|0|0|0|0|0|0,8,1,11,10,0,0,0,0,0,0,25,0,newshg.shp
191,12,0|0|0,0|0|0,0,0,0,0,-1,0,0,0,0,0,10,1,127|127|129|129|129|131|131|131|129|129|129|127|0|0|0|0|0|0|0|0,8,1,11,-10,0,0,0,0,0,0,25,0,newshg.shp
192,12,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,229|229|233|233|233|273|273|273|233|233|233|229|0|0|0|0|0|0|0|0,6,1,4,0,0,0,0,0,0,0,0,0,newsh8.shp
193,12,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,231|231|235|235|235|275|275|275|235|235|235|231|0|0|0|0|0|0|0|0,6,1,4,0,0,0,0,0,0,0,0,0,newsh8.shp
194,8,2|3|4,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,13|15|17|51|55|89|91|93|0|0|0|0|0|0|0|0|0|0|0|0,3,0,20,0,0,0,0,0,0,0,50,0,newshp.shp
195,8,6|7|8,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,0,19|38|57|76|95|114|133|152|0|127|128|129|130|94|0|146|147|148|149|132,4,0,23,0,0,0,0,0,0,0,25,0,newshs.shp
196,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,237|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0,8,0,0,0,0,0,0,0,50,0,newshd.shp
197,8,60|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,277|275|275|273|273|271|271|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,20,0,0,235,-1,0,0,0,25,0,newshp.shp
198,8,60|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,279|281|281|281|245|245|245|283|283|283|0|283|237|237|239|239|237|237|283|0,5,0,20,0,0,87,-1,0,0,199,75,0,newshp.shp
199,12,0|0|0,0|0|0,0,0,94,94,2,2,130,-13,125,0,2,0,171|190|209|228|247|266|285|266|247|228|209|190|0|0|0|0|0|0|0|0,6,1,20,5,5,0,0,0,0,1,100,0,newshp.shp
200,1,0|0|0,0|0|0,4,1,0,0,4,0,0,0,0,0,0,1,281|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,0,26,4,0,0,0,0,0,0,30000,0,newsh5.shp
201,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,12,30,0,0,0,500,0,newshb.shp
202,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,14,30,0,0,0,0,0,newshb.shp
203,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,16,30,0,0,0,0,0,newshb.shp
204,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,18,30,0,0,0,0,0,newshb.shp
205,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,49,30,0,0,0,0,0,newshb.shp
206,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,51,30,0,0,0,0,0,newshb.shp
207,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,53,30,0,0,0,0,0,newshb.shp
208,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,55,30,0,0,0,0,0,newshb.shp
209,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,208,30,0,0,0,0,0,newshb.shp
210,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,87,30,0,0,0,0,0,newshb.shp
211,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,89,30,0,0,0,0,0,newshb.shp
212,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,91,30,0,0,0,0,0,newshb.shp
213,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,93,30,0,0,0,0,0,newshb.shp
214,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,246,30,0,0,0,0,0,newshb.shp
215,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,125,30,0,0,0,0,0,newshb.shp
216,13,0|38|0,0|60|0,0,0,0,0,0,0,130,-13,125,0,254,1,117|195|233|271|197|235|273|235|197|271|233|195|117|0|0|0|0|0|0|0,2,2,6,0,0,127,30,0,0,596,0,0,newshb.shp
217,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,119|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,129,30,0,0,0,0,0,newshb.shp
218,13,0|37|0,0|60|0,0,0,0,0,0,0,130,-13,125,0,254,1,121|121|121|199|237|275|201|275|237|199|121|121|121|0|0|0|0|0|0|0,2,2,6,0,0,131,30,0,0,596,0,0,newshb.shp
219,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,284,30,0,0,0,0,0,newshb.shp
220,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,154|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,164,30,0,0,0,0,0,newshb.shp
221,7,34|0|0,30|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,156|191|229|267|229|191|156|0|0|0|0|0|0|0|0|0|0|0|0|0,2,2,6,0,0,166,30,0,0,0,0,0,newshb.shp
222,7,34|0|0,30|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,158|193|231|269|231|193|158|0|0|0|0|0|0|0|0|0|0|0|0|0,2,2,6,0,0,168,30,0,0,0,0,0,newshb.shp
223,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0,6,0,0,170,30,0,0,0,0,0,newshb.shp
224,7,37|0|0,80|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,156|191|229|267|229|191|156|0|0|0|0|0|0|0|0|0|0|0|0|0,2,2,6,0,0,166,30,0,0,0,0,0,newshb.shp
225,7,37|0|0,80|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,158|193|231|269|231|193|158|0|0|0|0|0|0|0|0|0|0|0|0|0,2,2,6,0,0,168,30,0,0,0,0,0,newshb.shp
226,5,116|0|0,40|0|0,0,0,0,0,0,0,130,-13,125,0,25,1,197|201|205|201|197|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,2,7,0,0,45,10,0,0,0,75,0,newshc.shp
227,5,115|0|0,40|0|0,0,0,0,0,0,0,130,-13,125,0,25,1,199|203|207|203|199|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,2,7,0,0,47,10,0,0,0,0,0,newshc.shp
228,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,269|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,231,8,0,0,0,100,0,newshc.shp
229,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,271|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,233,8,0,0,0,0,0,newshc.shp
230,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,20,1,273|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,235,8,0,0,0,0,0,newshc.shp
231,1,0|46|0,0|15|0,0,0,0,0,0,0,130,-13,125,0,20,0,275|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,237,8,0,0,0,0,0,newshc.shp
232,1,0|0|55,0|0|15,0,0,0,0,0,0,130,-13,125,0,16,0,238|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,276,8,0,0,0,100,0,newshc.shp
233,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,239|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,277,8,0,0,0,0,0,newshc.shp
234,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,241|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,279,8,0,0,0,0,0,newshc.shp
235,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,7,0,7,0,0,281,8,0,0,0,0,0,newshc.shp
236,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,12,1,15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,0,7,0,0,0,0,0,0,0,25,0,newshc.shp
237,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,25,1,55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,0,7,0,0,131,-1,0,0,0,100,0,newshc.shp
238,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,25,1,17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,0,7,0,0,93,-1,0,0,0,0,0,newshc.shp
239,13,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,25,1,115|117|119|121|123|125|127|125|123|121|119|117|115|0|0|0|0|0|0|0,9,2,7,0,0,129,-1,0,0,0,0,0,newshc.shp
240,13,143|0|0,4|0|0,0,0,0,0,0,0,130,-13,125,0,25,1,77|79|81|83|85|87|89|87|85|83|81|79|77|0|0|0|0|0|0|0,7,2,7,0,0,91,-1,0,0,0,0,0,newshc.shp
241,19,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,80,1,191|195|199|203|267|271|275|279|129|284|129|279|275|271|267|203|199|195|191|0,27,1,25,14,10,0,0,0,0,0,250,0,newshu.shp
242,19,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,80,1,193|197|201|205|269|273|277|281|131|208|131|281|277|273|269|205|201|197|193|0,27,1,25,14,10,0,0,0,0,0,0,0,newshu.shp
243,19,255|0|0,2|0|0,0,0,0,0,0,0,130,-13,125,0,80,1,153|157|161|165|229|233|237|241|91|246|91|241|237|233|229|165|161|157|153|0,27,1,25,14,10,0,0,0,0,0,0,0,newshu.shp
244,19,255|0|0,2|0|0,0,0,0,0,0,0,130,-13,125,0,80,1,155|159|163|167|231|235|239|243|93|170|93|243|239|235|231|167|163|159|155|0,27,1,25,14,10,0,0,0,0,0,0,0,newshu.shp
