id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
92,0,10,2,0,2,0,0,0,192|1|97|98|101|108|30|0,255|255|0|32|32|32|110|101,0|0|101|118|101|110|116|44,8|8|100|101|118|101|110|116,0|0|101|119|103|97|109|101,0|0|0|0|0|0|0|-1,65|65|65280|22|0|28672|28530|25955,0,0,0,27,255,208
93,0,10,2,0,2,0,0,0,193|2|0|0|0|0|0|255,255|255|0|0|0|112|114|111,0|0|100|117|114|101|32|115,8|8|108|101|66|105|116|109,0|0|40|98|105|116|109|97,0|0|58|32|119|111|114|100,64|64|31008|14880|30496|29295|15204|30752,0,0,0,27,255,208
94,0,10,1,0,1,0,0,0,195|111|114|100|41|59|4|0,255|0|0|116|121|112|101|255,0|0|0|0|0|32|32|102,0|120|101|100|32|61|32|114,0|99|111|114|100|-1|19|0,0|0|0|32|32|32|32|99,71|8293|28514|27759|24933|8302|26223|28,1,0,0,7,6,208
95,0,10,4,0,4,0,0,0,196|197|4|4|58|32|108|111,255|255|121|121|116|41|59|255,-12|12|-6|6|0|32|32|32,0|0|0|0|97|108|115|101,0|0|0|0|102|44|32|105,0|0|0|0|111|114|100|41,45|7|45|7|8224|25888|25710|22587,0,0,0,27,1,208
96,0,10,2,0,2,0,0,0,196|4|0|32|32|115|44|32,255|121|32|104|32|32|32|32,-12|-6|119|111|114|100|59|32,0|0|120|83|107|105|112|44,0|0|100|116|104|44|104|101,0|0|104|116|125|19|43|0,45|45|29472|11384|29472|11385|25376|8313,0,0,0,27,1,208
97,0,10,2,0,2,0,0,0,197|4|110|99|44|32|121|83,255|121|80|111|115|125|5|0,12|6|0|98|101|103|105|110,0|0|0|0|0|32|32|119,0|0|32|32|58|61|32|120,0|0|45|32|120|49|32|43,7|7|22|0|8192|26656|8224|8224,0,0,0,27,1,208
98,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
99,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-2|-1|0|1|2|1|0|-1,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
100,40,0,2,0,6,0,0,0,2|2|2|2|2|2|117|112,255|255|255|255|255|255|110|32,-2|2|-1|1|0|0|0|0,14|14|14|14|14|14|117|115,-8|8|-4|4|-2|2|0|0,0|0|0|0|0|0|111|118,70|70|70|70|70|70|7|0,0,0,0,1,255,208
101,10,6,1,0,1,0,0,0,2|109|111|118|32|32|97|120,255|32|51|50|48|135|11|0,0|0|0|32|32|32|32|109,12|108|32|32|121|49|15|0,0|0|0|32|32|32|32|97,0|100|32|32|97|120|44|32,252|33|0|8192|8224|27936|30319|8224,0,0,0,28,255,208
102,10,10,1,0,1,0,0,0,10|101|110|32|97|100|114|125,255|0|0|0|0|32|32|32,0|76|50|58|17|0|0|0,10|32|32|32|32|109|111|118,0|32|97|120|44|32|99|121,0|105|10|0|0|0|0|32,253|27936|27765|8224|65400|15|0|8192,0,0,0,27,255,208
103,10,16,1,0,1,0,0,0,30|0|0|32|32|32|32|40,255|97|100|100|32|32|98|120,0|32|119|111|114|100|32|112,8|114|32|98|105|116|109|97,0|32|123|111|102|102|115|101,0|125|42|41|14|0|0|0,254|8224|27936|30319|8224|30819|8236|65399,0,0,0,26,255,208
104,0,0,1,0,1,0,0,0,90|32|48|32|32|32|32|32,250|102|114|97|99|116|105|111,120|32|111|102|32|115|114|99,120|97|100|114|32|40|98|120,-24|115|105|41|125|-1|17|0,24|0|0|32|32|32|32|109,98|8224|30820|8236|30835|26158|6|0,0,0,8,1,255,208
105,0,0,1,0,1,0,0,0,2|109|111|118|32|32|97|108,255|32|91|98|120|93|9|0,0|0|0|32|32|32|32|115,4|111|115|98|15|0|0|0,0|32|32|32|32|97|100|100,0|32|115|105|44|32|100|120,61|0|8192|8224|24864|25444|8224|30818,0,0,0,1,255,208
106,0,0,1,0,1,0,0,0,2|114|121|32|111|114|32|115,255|46|105|60|62|48|44|32,3|101|119|32|115|111|117|114,0|101|32|112|105|120|101|108,0|-1|11|0|0|0|0|32,0|32|32|108|111|111|112|32,80|44|0|8192|8224|24864|25700|8224,0,0,0,1,255,208
107,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
108,40,0,2,0,6,0,0,0,2|2|2|2|2|2|17|0,255|255|255|255|255|255|32|97,-4|4|-2|2|-1|1|46|105,14|14|14|14|14|14|0|0,-8|8|-4|4|-2|2|101|99,0|0|0|0|0|0|32|112,70|70|70|70|70|70|27168|31342,0,0,0,1,255,208
109,80,3,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,12|13|14|15|16|17|18|19,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,135|116|116|116|116|116|116|97,0,0,0,8,255,144
110,30,3,1,0,1,0,0,4,3|114|32|105|32|58|61|32,255|32|116|111|32|49|54|48,0|100|111|32|98|101|103|105,0|32|32|32|32|32|32|32,0|32|32|32|123|116|101|115,0|32|98|109|112|125|9|0,214|8192|26912|25454|26920|15145|27|0,0,0,0,13,255,208
111,20,3,2,0,2,0,0,0,2|2|101|110|32|105|58|61,255|255|48|59|70|0|0|0,-4|-4|32|115|99|97|108|101,5|-5|116|77|97|112|40|118,5|5|115|99|114|101|101|110,0|0|103|44|51|50|48|44,169|169|13873|11568|11369|11312|12576|14645,0,-1,0,1,255,208
112,10,4,1,0,1,0,0,0,1|54|50|53|41|41|59|255,255|0|0|0|0|32|32|101,0|100|59|-1|10|0|0|0,8|32|32|115|104|111|119|118,-5|97|59|-1|4|0|0|0,0|101|110|100|59|-1|0|0,58|65280|39|0|28672|28530|25955|30052,0,0,0,1,255,208
113,10,4,1,0,1,0,0,0,1|114|107|32|58|32|98|111,255|108|101|97|110|32|41|59,0|0|0|0|0|118|97|114,8|0|0|0|0|32|32|32,6|44|121|32|58|32|98|121,0|101|59|-1|25|0|0|0,58|8224|25972|28781|11384|25972|28781|8313,0,0,0,1,255,208
114,40,0,1,0,1,0,0,0,2|32|116|101|109|112|120|50,255|116|101|109|112|121|50|32,0|32|105|110|116|101|103|101,14|59|23|0|0|0|0|32,0|32|116|101|109|112|119|44,0|101|109|112|119|50|32|58,142|29295|15204|5|0|25088|26469|28265,0,0,0,1,255,144
115,10,1,1,2,1,0,0,3,2|49|48|59|13|0|0|0,255|32|32|32|116|101|109|112,0|50|58|61|48|59|14|0,0|0|0|32|32|32|123|68,-8|97|119|108|105|110|101|115,-2|-1|12|0|0|0|0|32,112|25972|28781|14967|12349|65339|26|0,0,0,0,13,255,208
116,10,1,1,2,1,0,0,3,2|48|32|100|111|32|98|101,255|105|110|255|20|0|0|0,0|32|32|32|32|32|32|105,0|99|40|116|101|109|112|119,8|49|53|41|59|-1|26|0,-2|0|0|32|32|32|32|32,112|28005|30832|15674|25972|28781|11639|25972,0,0,0,13,255,208
117,30,1,1,0,1,0,0,4,5|105|102|32|40|116|101|109,255|120|62|49|56|41|32|97,0|100|32|40|116|101|109|112,0|60|49|51|53|41|32|116,0|101|110|32|98|101|103|105,0|-1|63|0|0|0|0|32,285|8224|8224|26912|8294|24932|27506|29728,0,0,0,13,255,208
118,40,3,2,0,2,0,0,0,3|3|120|43|49|44|48|44,255|255|109|112|120|43|49|44,0|0|57|44|51|50|43|51,14|14|101|108|115|101|42|0,-6|6|0|32|32|32|32|32,0|0|32|114|101|99|116|97,143|144|29736|28005|30832|12332|29740|28005,0,0,0,13,255,192
119,80,3,1,0,1,0,0,0,4|0|0|32|32|32|32|32,255|101|110|100|59|255|7|0,-2|0|0|32|32|32|101|110,4|59|0|0|0|0|0|-1,0|0|0|0|0|32|32|32,0|101|109|112|119|58|61|48,166|26|0|8192|8224|28518|8306|14969,0,0,0,10,255,144
120,80,4,1,0,1,0,0,0,4|255|20|0|0|0|0|32,255|32|32|32|32|105|110|99,2|116|101|109|112|119|44|49,4|41|59|-1|26|0|0|0,0|32|32|32|32|32|32|116,0|109|112|121|58|61|116|101,166|11639|25972|28781|12921|65339|46|0,0,0,0,10,255,112
121,10,1,1,0,8,0,0,0,1|1|1|1|1|1|1|1,8|8|8|8|8|8|8|8,-2|-1|0|1|2|1|0|-1,13|14|15|14|13|14|15|14,-4|-2|0|2|4|2|0|-2,0|0|0|0|0|0|0|0,7304|7304|7304|7304|7304|7304|7304|7304,-1,0,0,4,255,112
122,30,3,3,0,3,0,0,0,2|1|1|101|109|112|121|43,255|255|255|50|43|51|41|32,0|0|0|101|42|0|0|0,12|12|12|32|32|32|32|32,0|-6|5|99|116|97|110|103,0|4|4|48|44|116|101|109,107|108|108|29740|28005|31088|13100|11058,0,0,0,1,255,112
123,0,5,8,1,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,-22|-22|-22|-22|-22|-22|-22|-22,0|0|0|0|0|0|0|0,0|-12|-24|-36|-48|-60|-72|-84,0|0|0|0|0|0|0|0,198|199|198|199|198|199|198|199,0,0,0,15,255,128
124,0,5,8,1,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,22|22|22|22|22|22|22|22,0|0|0|0|0|0|0|0,0|12|24|36|48|60|72|84,0|0|0|0|0|0|0|0,198|199|198|199|198|199|198|199,0,0,0,15,255,128
125,10,4,1,0,1,0,0,0,1|110|35|0|0|0|0|32,255|32|32|32|32|32|32|32,0|32|32|112|105|120|51|40,6|101|109|112|120|44|116|101,-8|112|121|44|51|50|43|54,0|59|12|0|0|0|0|32,58|8224|8224|25888|25710|65339|10|0,0,0,0,1,255,208
126,10,4,1,0,1,0,0,0,1|32|32|32|101|110|100|59,255|0|0|0|0|101|110|100,0|-1|0|0|0|0|0|-1,6|0|0|0|0|98|101|103,8|110|48|0|0|0|0|105,0|32|40|112|105|116|101|109,58|12849|15453|12345|8233|28257|8292|28712,0,0,0,1,255,208
127,50,5,5,2,5,0,0,0,3|3|3|3|3|105|110|255,255|255|255|255|255|119|105|112,0|-1|1|-2|2|-1|26|0,3|2|2|1|1|103|97|115,0|0|0|0|0|50|94|58,0|0|0|0|0|99|114|101,112|112|112|112|112|31488|26486|29537,0,0,0,6,255,208
128,30,4,1,7,1,0,0,0,4|50|94|59|125|208|24|0,255|0|0|116|101|109|112|119,0|61|115|101|103|40|118|103,7|115|99|114|101|101|110|50,0|41|59|-79|3|0|0|0,0|97|115|109|9|0|0|0,601|28704|29557|8296|29540|14|0|8192,0,0,3,13,11,128
129,30,4,1,3,1,0,0,0,1|0|0|32|32|109|111|118,255|100|115|44|118|103|97|115,0|114|101|101|110|115|101|103,0|0|0|0|0|32|32|109,-8|118|32|100|105|44|51|50,0|42|50|48|48|-121|10|0,107|16384|29252|30561|28524|28783|12602|0,0,0,5,13,12,128
130,0,0,1,0,4,0,0,0,1|1|1|1|58|91|100|105,255|255|255|255|0|0|0|32,14|14|14|14|32|97|108|44,0|0|0|0|18|0|0|0,0|0|0|0|111|118|32|98,-5|-5|-5|-5|58|91|100|105,286|287|286|288|8192|24864|25710|25120,0,0,0,6,255,208
131,10,4,1,0,1,0,0,0,2|98|104|44|100|115|58|91,255|105|43|49|93|0|12|0,0|0|0|32|32|97|110|100,6|98|104|44|36|48|70|99,0|0|0|0|0|32|32|97,0|100|32|98|108|44|98|104,61|0|8192|27936|30319|25120|11368|29540,0,0,0,1,255,208
132,10,4,1,0,1,0,0,0,2|97|110|100|32|98|104|44,255|48|70|135|11|0|0|0,0|32|32|97|100|100|32|98,6|44|98|104|20|0|0|0,0|32|32|109|111|118|32|98,0|44|100|115|58|91|100|105,162|12338|25437|12|0|8192|24864|25710,0,0,0,1,255,208
133,10,4,1,1,1,0,0,0,4|100|32|98|108|44|98|104,255|0|0|0|0|32|32|115,0|114|32|98|108|44|50|9,6|0|0|0|0|95|11|0,0|0|0|32|32|109|111|118,0|98|104|44|98|108|11|0,168|8192|29472|25205|25120|11368|27745|0,0,0,0,1,255,208
134,60,4,3,0,3,0,0,0,2|1|1|108|14|0|0|0,255|255|255|106|103|32|32|64,0|5|-5|97|116|101|114|-1,10|8|8|0|0|32|32|115,0|0|0|97|108|44|97|108,0|0|0|0|0|32|32|109,244|227|227|25691|23913|24876|65388|8,0,0,0,1,255,208
135,60,4,3,0,3,0,0,0,2|1|1|106|110|122|32|64,255|255|255|119|108|111|111|112,0|5|-5|0|0|32|32|106,-10|-8|-8|64|69|110|100|-1,0|0|0|0|0|-1|11|0,0|0|0|32|32|64|103|114,244|227|227|0|0|65280|12|0,0,0,0,1,255,208
136,120,3,2,2,2,0,0,0,6|6|0|32|32|109|246|13,255|255|18|0|0|0|0|32,0|0|32|32|32|109|111|118,6|6|101|109|112|119|44|97,0|0|0|0|0|0|0|-1,0|14|0|0|0|32|32|32,117|136|25454|25120|65400|23|0|8192,0,0,0,0,255,192
137,80,3,4,0,8,0,0,0,3|3|1|1|3|3|1|1,255|255|255|255|255|255|255|255,-10|-10|-8|-8|10|10|8|8,0|0|4|-4|0|0|4|-4,0|-12|0|0|0|12|0|0,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|244,0,0,0,1,255,208
138,120,4,6,0,6,0,0,0,3|3|2|2|1|1|32|100,255|255|255|255|255|255|50|56,0|0|3|-3|6|-6|0|0,-10|-10|-9|-9|-8|-8|100|59,0|0|0|0|0|0|30|0,0|12|0|0|0|0|32|32,244|244|245|245|244|244|12336|29728,0,0,0,1,255,208
139,0,5,8,1,8,0,0,0,1|1|1|1|1|1|1|2,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,8|8|8|8|8|8|8|8,0|0|0|0|0|0|0|0,0|14|28|42|56|70|84|98,192|191|192|191|192|191|192|191,0,0,0,15,255,128
140,0,5,8,0,8,0,0,0,1|1|1|1|1|1|1|2,255|255|255|255|255|255|255|255,-14|-14|-14|-14|-14|-14|-14|-14,-12|-12|-12|-12|-12|-12|-12|-12,0|-12|-24|-36|-48|-60|-72|-84,0|14|28|42|56|70|84|98,196|197|196|197|196|197|196|197,0,0,0,15,255,128
141,0,5,8,0,8,0,0,0,1|1|1|1|1|1|1|2,255|255|255|255|255|255|255|255,-14|-14|-14|-14|-14|-14|-14|-14,-12|-12|-12|-12|-12|-12|-12|-12,0|12|24|36|48|60|72|84,0|14|28|42|56|70|84|98,194|195|194|195|194|195|194|195,0,0,0,15,255,128
142,10,1,1,2,1,0,0,4,1|255|51|0|0|0|0|32,255|32|32|32|32|32|32|68,0|97|119|83|104|97|112|101,0|40|115|117|99|99|40|116,0|109|112|115|104|111|116|88,0|44|116|101|109|112|115|104,226|11353|25972|28781|11383|44|0|8192,0,0,0,13,255,208
143,10,0,1,0,2,1,1,7,1|1|115|104|97|112|101|115,8|8|111|102|115|44|115|104,0|0|101|115|67|49|115|101,0|0|59|0|9|0|0|0,-1|1|32|32|32|32|101|110,0|0|0|0|0|0|0|-117,21|20|8192|8224|29537|35693|12|0,0,0,0,28,255,112
144,50,0,5,0,5,0,0,0,1|1|1|1|1|32|32|32,255|255|255|255|255|99|120|139,0|-1|1|-2|2|32|32|32,-1|-3|-3|-4|-4|32|32|99,0|0|0|0|0|0|0|0,0|0|0|0|0|32|32|106,304|304|304|304|304|25977|29554|28520,1,0,0,10,255,208
145,0,0,1,0,4,0,0,0,1|1|1|1|97|121|101|114,255|255|255|255|115|116|111|112,-14|-14|-14|-14|0|0|0|32,0|0|0|0|100|59|0|0,0|0|0|0|42|0|0|0,-14|-14|-14|-14|110|101|119|100,286|287|286|288|20069|28021|24360|28751,0,0,0,6,255,208
146,10,1,1,2,1,0,0,4,2|41|59|94|0|0|0|0,255|0|62|0|0|0|0|40,0|61|61|61|61|61|61|61,0|61|61|61|61|61|61|61,0|61|61|61|61|61|61|61,0|80|111|119|101|114|32|66,112|15677|15677|15677|15677|15677|15677|15677,0,0,0,13,255,208
147,30,7,1,2,1,0,0,0,1|0|0|32|32|32|32|32,1|32|112|111|119|101|114|58,0|112|111|119|101|114|43|112,0|119|101|114|97|100|100|59,0|0|0|0|0|32|32|32,0|32|32|32|105|102|32|112,228|29285|14654|12336|29728|25960|8302|28528,0,0,0,0,255,128
148,40,1,1,2,1,0,0,0,0|0|0|0|0|32|32|32,1|32|32|32|116|101|109|112,0|61|112|111|119|101|114|32,0|105|118|32|49|48|59|-1,0|0|0|0|0|-1|37|0,0|0|0|32|32|32|102|111,247|25972|28781|15674|13361|11575|25972|28781,0,0,0,0,255,128
149,40,9,1,8,1,0,0,0,4|0|0|0|0|32|32|32,255|32|32|116|101|109|112|50,0|61|49|49|51|43|40|49,3|54|45|116|101|109|112|41,0|100|105|118|32|57|43|50,0|-1|28|0|0|0|0|32,191|8224|29728|28005|13168|15674|29736|28005,0,0,0,1,255,128
150,120,9,3,6,3,0,0,0,4|4|4|32|32|32|32|105,255|255|255|101|109|112|51|61,0|1|-1|104|101|110|32|105,3|2|2|116|101|109|112|50,0|0|0|32|101|108|115|101,0|0|0|0|0|32|32|32,191|191|191|26217|29728|28005|13168|15932,0,0,0,1,255,128
151,0,5,8,1,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,22|22|22|22|22|22|22|22,0|0|0|0|0|0|0|0,0|12|24|36|48|60|72|84,0|0|0|0|0|0|0|0,198|199|198|199|198|199|198|199,0,0,0,0,255,128
152,0,5,8,1,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,-22|-22|-22|-22|-22|-22|-22|-22,0|0|0|0|0|0|0|0,0|-12|-24|-36|-48|-60|-72|-84,0|0|0|0|0|0|0|0,198|199|198|199|198|199|198|199,0,0,0,0,255,128
153,0,2,2,3,8,2,10,0,6|8|6|6|6|6|6|6,255|255|255|255|255|255|255|255,8|-8|10|-10|10|-10|13|-13,-12|-12|-13|-13|-10|-10|-6|-6,0|0|0|0|0|0|0|0,24|24|24|24|24|24|24|24,214|214|214|214|214|214|214|214,0,0,0,1,255,208
154,120,3,2,2,2,0,0,0,3|3|102|32|116|101|109|112,255|255|51|60|49|49|50|32,0|0|101|110|32|105|110|99,6|6|101|109|112|50|41|59,0|0|0|0|0|32|32|32,-14|0|100|59|0|0|0|0,117|136|0|8192|8224|8224|29728|28005,0,0,0,26,255,192
155,0,3,1,0,1,0,0,0,2|32|49|48|41|59|36|0,255|0|0|32|32|32|32|32,0|116|101|109|112|50|58|61,10|49|51|43|40|49|52|54,0|116|101|109|112|41|32|100,0|118|32|57|43|52|59|-1,59|0|8192|8224|8224|28704|30825|12584,0,0,0,25,255,112
156,0,4,1,0,1,0,0,0,3|41|59|255|30|0|0|0,255|32|32|32|32|32|32|112,0|120|40|49|52|50|44|116,10|109|112|45|49|44|116|101,0|112|50|45|49|41|59|-1,0|0|0|0|0|32|32|32,60|28704|30825|12584|13108|29740|28005|11632,0,0,0,25,255,112
157,0,4,1,0,1,0,0,0,4|32|32|32|32|32|32|112,255|120|40|49|52|52|44|116,0|109|112|45|49|44|116|101,10|112|50|45|49|41|59|-1,0|0|0|0|0|32|32|32,0|32|32|123|112|105|120|40,165|11321|25972|28781|12589|29740|28005|12912,0,0,0,25,255,112
158,0,4,2,0,2,0,0,0,2|2|103|97|50|53|54|100,255|255|97|114|40|49|52|53,0|0|101|109|112|45|49|44,10|10|57|44|116|101|109|112,-6|6|44|116|101|109|112|50,0|0|0|0|0|0|0|-1,59|59|65280|27|0|31488|8224|26912,0,0,0,25,255,112
159,0,5,3,0,3,0,0,0,3|1|1|104|101|110|26|0,255|255|255|32|32|32|32|105,0|0|0|101|109|112|62|108,10|10|10|112|111|119|101|114,0|-8|8|101|110|-1|73|0,0|4|4|32|32|32|32|32,60|58|58|11875|24930|10354|13105|11316,0,0,0,25,255,112
160,0,5,3,0,3,0,0,0,4|1|1|49|52|45|108|97,255|255|255|111|119|101|114|44,0|0|0|43|116|101|109|112,10|10|10|118|32|55|41|32,0|-9|9|101|57|0|0|0,0|4|4|32|32|32|118|103,165|58|58|24930|10354|13105|11316|12593,0,0,0,25,255,112
161,0,5,3,0,3,0,0,0,2|2|2|45|116|101|109|112,255|255|255|32|32|44|48|41,0|0|0|0|0|0|0|-1,10|10|10|0|0|32|32|32,0|-10|10|116|112|111|119|101,0|4|4|116|101|109|112|59,59|59|59|18|0|8192|8224|24951,0,0,0,25,255,112
162,0,5,3,0,3,0,0,0,3|2|2|101|110|100|59|255,255|255|255|0|0|255|0|0,0|0|0|-1|24|0|0|0,10|10|10|114|111|99|101|100,0|-10|10|32|99|97|108|105,0|4|4|116|101|106|111|121,60|59|59|25088|26469|28265|20|0,0,0,0,25,255,112
163,0,5,5,0,5,0,0,0,3|2|2|1|1|255|30|0,255|255|255|255|255|32|105|102,0|0|0|0|0|116|100|101,10|10|10|10|10|48|32|116,0|-10|10|-18|18|101|103|105,0|4|4|8|8|0|0|32,60|59|59|58|58|28769|28261|28021,0,0,0,25,255,112
164,0,5,5,0,5,0,0,0,3|2|2|2|2|41|59|255,255|255|255|255|255|32|32|32,0|0|0|0|0|116|101|120,10|10|10|10|10|49|57|48,0|-10|10|-20|20|100|32|74,0|4|4|8|8|99|107|32,60|59|59|59|59|26473|29800|24864,0,0,0,25,255,112
165,0,5,5,0,5,0,0,0,5|2|2|2|2|44|53|41,255|255|255|255|255|0|0|32,0|0|0|0|0|103|97|50,10|10|10|10|10|104|111|119,0|-10|10|-24|24|0|0|0,0|4|4|8|8|32|114|101,62|59|59|59|59|13608|15145|27168,0,0,0,25,255,112
166,0,3,1,0,1,0,0,0,2|116|116|111|110|91|49|93,255|111|114|32|98|117|116|116,0|110|91|50|93|59|17|0,10|0|0|32|32|32|32|32,0|77|97|120|88|58|61|106,0|121|120|59|17|0|0|0,59|8224|8224|19786|28265|14937|27197|31087,0,0,0,25,255,112
167,0,3,2,0,2,0,0,0,1|1|49|48|41|59|56|0,255|255|0|32|32|32|32|32,-3|3|112|101|97|116|32|106,9|9|115|116|105|99|107|49,-4|4|110|116|105|108|32|110,0|0|40|98|117|116|116|111,201|202|28448|8306|30050|29812|28271|12891,0,0,0,25,255,112
168,0,4,3,0,3,0,0,0,1|1|1|32|100|114|97|119,255|255|255|112|101|110|117|109,-3|3|0|84|121|114|83|104,9|9|10|115|44|51|50|44,-4|4|0|56|48|41|59|0,0|0|0|0|0|32|32|32,201|202|58|30821|10356|12345|12588|12345,0,0,0,25,255,112
169,0,4,3,0,3,0,0,0,1|1|2|66|111|116|116|111,255|255|255|101|102|116|32|97,-7|7|0|112|114|101|115|115,7|7|10|116|116|111|110|39,-5|5|0|44|53|41|59|-1,0|0|0|0|0|32|32|32,163|164|59|13877|11876|26739|30575|26486,0,0,0,25,255,112
170,0,5,5,0,5,0,0,0,1|1|1|1|1|108|97|121,255|255|255|255|255|106|111|121,-7|7|0|-3|3|49|32|117,7|7|10|9|9|98|117|116,-5|5|0|-4|4|93|32|111,0|0|0|0|0|116|111|110,163|164|58|201|202|8224|8224|19786,0,0,0,25,255,112
171,0,5,5,0,5,0,0,0,1|1|2|1|1|77|97|120,255|255|255|255|255|121|121|59,-7|7|0|-3|3|32|32|32,7|7|10|9|9|97|121|40,-5|5|0|-4|4|0|0|0,0|0|0|0|0|32|114|101,163|164|59|201|202|25449|12651|29984,0,0,0,25,255,112
172,0,5,3,0,3,0,0,0,3|3|1|111|114|32|98|117,255|255|255|110|91|50|93|41,-7|7|0|0|0|0|0|-1,7|7|10|0|0|32|32|32,-5|5|0|114|97|119|115|104,0|0|0|110|117|109|83|40,121|122|58|28769|29541|13100|11312|12338,0,0,0,25,255,112
173,0,5,3,0,3,0,0,0,3|3|2|116|101|120|116|40,255|255|255|49|57|48|44|39,-7|7|0|118|101|32|106|111,7|7|10|105|99|107|32|67,-5|5|0|101|114|32|97|110,0|0|0|114|101|115|115|32,121|122|59|8224|8224|8224|8224|11303,0,0,0,25,255,112
174,0,5,5,0,5,0,0,0,3|3|1|1|1|54|100|46,255|255|255|255|255|103|97|59,-7|7|0|-3|3|32|32|32,7|7|10|9|9|101|97|116,-5|5|0|-4|4|121|40|53,0|0|0|0|0|121|115|116,121|122|58|201|202|25120|29813|28532,0,0,0,25,255,112
175,0,5,5,0,5,0,0,0,3|3|2|1|1|0|0|32,255|255|255|255|255|67|101|110,-7|7|0|-3|3|61|106|111,7|7|10|9|9|0|0|0,-5|5|0|-4|4|32|74|67,0|0|0|0|0|89|58|61,121|122|59|201|202|8192|8224|8224,0,0,0,25,255,112
176,0,5,5,0,5,0,0,0,3|3|2|2|2|101|112|101,255|255|255|255|255|121|115|116,-7|7|0|-3|3|117|110|116,7|7|10|9|9|116|40|98,-5|5|0|-4|4|91|49|93,0|0|0|0|0|117|116|116,121|122|59|279|280|0|0|14,0,0,0,25,255,112
177,0,8,1,0,1,0,0,0,251|94|0|0|0|0|0|9,255|0|0|0|0|32|32|32,0|32|111|117|116|116|101|120,2|40|50|50|44|54|44|39,0|111|121|115|116|105|99|107,0|82|101|97|100|121|32|32,65|8224|8224|8224|8224|8224|8224|8224,1,0,0,10,255,208
178,0,8,2,0,2,0,0,0,251|251|53|41|59|0|7|0,255|255|0|32|32|32|101|110,-1|1|5|0|0|0|0|101,2|2|59|125|0|0|0|0,2|2|0|0|0|0|0|-121,0|0|0|0|0|9|39|0,65|65|15658|15677|15677|15677|19517|24943,1,0,0,10,255,208
179,0,8,1,0,1,0,0,0,252|61|61|61|61|61|61|61,255|41|18|0|0|0|0|112,0|111|99|101|100|117|114|101,4|108|111|97|100|109|97|112,0|4|3|0|0|0|0|118,0|114|26|0|0|0|0|32,64|30316|26220|27753|11365|26739|26224|27753,1,0,0,10,255,208
180,0,8,3,0,3,0,0,0,251|251|251|116|101|109|112|102,255|255|255|32|58|32|102|105,-2|2|0|125|32|123|69|120,2|2|2|99|116|32|109|97,-10|10|0|105|108|101|32|102,0|0|0|32|76|86|76|32,65|65|65|0|0|65280|34|0,1,0,0,10,255,208
181,0,8,2,0,2,0,0,0,252|252|101|116|97|110|105|119,255|255|116|32|58|32|98|121,-1|1|59|-1|0|0|0|0,2|2|38|0|0|0|0|32,-7|7|99|104|97|114|95|109,9|9|102|105|108|101|44|99,75|75|26739|28769|26213|27753|8293|8250,1,0,0,10,255,208
182,0,8,4,0,4,0,0,0,251|251|250|250|115|104|97|112,255|255|255|255|110|99|115|104,0|0|0|0|24|0|0|0,3|3|3|3|115|104|97|112,-6|6|-6|6|110|107|32|58,-7|-7|7|7|108|101|97|110,598|599|617|618|36|0|8192|8224,1,0,0,10,255,208
183,0,8,6,0,6,0,0,0,251|251|250|250|251|251|97|118,255|255|255|255|255|255|97|108,0|0|0|0|-1|1|0|32,3|3|3|3|2|2|110|97,-6|6|-6|6|-14|14|112|110,-7|-7|7|7|0|0|105|110,598|599|617|618|65|65|12|0,1,0,0,10,255,208
184,0,8,8,0,8,0,0,0,251|251|250|250|251|251|250|250,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,3|3|3|3|3|3|3|3,-18|-6|-18|-6|6|18|6|18,-7|-7|7|7|-7|-7|7|7,598|599|617|618|598|599|617|618,1,0,0,10,255,208
