keys,hold,pressed
209,12,up|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
214,8,down|left|fire|leftSidekick|rightSidekick
210,1,down|fire|leftSidekick|rightSidekick
218,8,down|right|fire|leftSidekick|rightSidekick
216,13,right|fire|leftSidekick|rightSidekick
217,20,up|right|fire|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
218,1,down|right|fire|leftSidekick|rightSidekick
222,1,down|left|right|fire|leftSidekick|rightSidekick
214,11,down|left|fire|leftSidekick|rightSidekick
222,4,down|left|right|fire|leftSidekick|rightSidekick
218,5,down|right|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
217,9,up|right|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
214,9,down|left|fire|leftSidekick|rightSidekick
222,1,down|left|right|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
217,8,up|right|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
214,15,down|left|fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
221,1,up|left|right|fire|leftSidekick|rightSidekick
217,4,up|right|fire|leftSidekick|rightSidekick
219,1,up|down|right|fire|leftSidekick|rightSidekick
218,1,down|right|fire|leftSidekick|rightSidekick
214,7,down|left|fire|leftSidekick|rightSidekick
212,5,left|fire|leftSidekick|rightSidekick
209,3,up|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
218,11,down|right|fire|leftSidekick|rightSidekick
219,1,up|down|right|fire|leftSidekick|rightSidekick
217,11,up|right|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
214,11,down|left|fire|leftSidekick|rightSidekick
198,13,down|left|leftSidekick|rightSidekick
196,12,left|leftSidekick|rightSidekick
193,10,up|leftSidekick|rightSidekick
201,2,up|right|leftSidekick|rightSidekick
200,2,right|leftSidekick|rightSidekick
202,11,down|right|leftSidekick|rightSidekick
200,3,right|leftSidekick|rightSidekick
201,3,up|right|leftSidekick|rightSidekick
193,3,up|leftSidekick|rightSidekick
201,8,up|right|leftSidekick|rightSidekick
203,3,up|down|right|leftSidekick|rightSidekick
219,4,up|down|right|fire|leftSidekick|rightSidekick
217,4,up|right|fire|leftSidekick|rightSidekick
216,10,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,6,left|fire|leftSidekick|rightSidekick
214,8,down|left|fire|leftSidekick|rightSidekick
222,8,down|left|right|fire|leftSidekick|rightSidekick
218,2,down|right|fire|leftSidekick|rightSidekick
216,23,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,26,left|fire|leftSidekick|rightSidekick
208,9,fire|leftSidekick|rightSidekick
192,12,leftSidekick|rightSidekick
193,9,up|leftSidekick|rightSidekick
201,14,up|right|leftSidekick|rightSidekick
