id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
93,0,10,2,0,2,0,0,0,193|2|2|2|2|2|2|2,255|255|10|10|10|10|10|10,0|0|-9|9|-10|10|-10|10,8|8|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,64|64|172|172|172|172|172|172,0,0,0,27,255,208
94,0,10,1,0,1,0,0,0,195|2|2|2|2|2|0|0,255|10|10|10|10|10|0|0,0|10|-10|10|-12|12|0|0,0|-4|-4|4|0|0|0|0,0|0|0|0|0|0|29|1,0|0|0|0|0|0|0|0,71|172|172|172|172|172|28225|28009,1,0,0,7,6,208
95,0,10,4,0,4,0,0,0,196|197|4|4|2|2|2|2,255|255|121|121|10|10|10|10,-12|12|-6|6|-10|10|-10|10,0|0|0|0|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,45|7|45|7|172|172|172|172,0,0,0,27,1,208
96,0,10,2,0,2,0,0,0,196|4|2|2|2|2|2|2,255|121|10|10|10|10|10|10,-12|-6|-9|9|-10|10|-10|10,0|0|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,45|45|172|172|172|172|172|172,0,0,0,27,1,208
97,0,10,2,0,2,0,0,0,197|4|2|2|2|2|101|97,255|121|10|10|10|10|101|173,12|6|-10|10|-12|12|0|-105,0|0|-4|4|0|0|1|6,0|0|0|0|0|0|3|-47,0|0|0|0|0|0|100|8,7|7|172|172|172|172|1617|24941,0,0,0,27,1,208
98,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
99,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-2|-1|0|1|2|1|0|-1,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
100,40,0,2,0,6,0,0,0,2|2|2|2|2|2|81|7,255|255|255|255|255|255|116|8,-2|2|-1|1|0|0|22|1,14|14|14|14|14|14|118|101,-8|8|-4|4|-2|2|25|0,0|0|0|0|0|0|0|1,70|70|70|70|70|70|27749|24948,0,0,0,1,255,208
101,10,6,1,0,1,0,0,0,2|2|116|68|101|108|116|97,255|255|108|105|100|8|27|0,0|10|-14|2|22|1|0|1,12|0|81|9|112|105|120|101,0|0|121|112|101|8|28|0,0|0|10|3|22|1|0|1,252|2|28483|28781|25970|29555|28521|21614,0,0,0,28,255,208
102,10,10,1,0,1,0,0,0,10|1|1|1|1|101|114|82,255|255|255|255|255|114|70|114,0|9|9|-9|0|1|70|3,10|2|-2|-2|-10|3|81|10,0|2|2|-2|0|112|116|121,0|0|0|0|0|-83|1|95,253|282|301|300|77|25445|29295|21604,0,0,0,27,255,208
103,10,16,1,0,1,0,0,0,30|3|0|0|0|0|0|1,255|255|0|32|0|0|0|82,0|10|1|1|0|32|0|0,8|0|0|22|1|0|1|121,0|0|0|95|3|81|7|110,0|0|97|109|101|115|8|64,254|3|20995|1|47617|20738|26127|24946,0,0,0,26,255,208
104,0,0,1,0,1,0,0,0,90|3|1|62|1|0|1|242,250|255|255|102|105|108|108|8,120|10|0|1|0|0|-8|3,120|0|-10|0|1|0|0|0,-24|0|0|0|0|0|29|0,24|0|0|1|0|1|1|0,98|3|77|318|256|996|237|0,0,0,8,1,255,208
105,20,0,1,0,4,0,0,0,2|2|2|2|101|35|4|237,255|255|255|255|0|8|4|0,-2|0|2|0|4|6|0|82,14|14|14|14|0|105|4|0,-4|0|4|0|97|115|101|82,0|0|0|0|100|8|0|0,70|70|70|70|1081|2129|21102|25445,0,0,0,1,255,208
106,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
107,20,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-4|-2|0|2|4|2|0|-2,14|14|14|14|14|14|14|14,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,0,0,0,1,255,208
108,40,0,2,0,6,0,0,0,2|2|2|2|2|2|0|0,255|255|255|255|255|255|184|4,-4|4|-2|2|-1|1|0|0,14|14|14|14|14|14|0|0,-8|8|-4|4|-2|2|-10|0,0|0|0|0|0|0|0|0,70|70|70|70|70|70|0|0,0,0,0,1,255,208
109,80,3,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,12|13|14|15|16|17|18|19,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,135|116|116|116|116|116|116|97,0,0,0,8,255,144
110,30,3,1,0,1,0,0,4,3|1|1|1|1|0|0|81,255|255|255|255|104|97|108|116,0|9|9|-9|4|0|0|114,0|2|-2|-2|0|81|5|115,0|2|2|-2|34|6|0|-72,0|0|0|0|1|0|1|124,214|282|301|300|29806|24912|25959|30018,0,0,0,1,255,208
111,20,3,2,0,2,0,0,0,2|2|1|1|117|114|114|101,255|255|255|255|103|101|82|101,-4|-4|9|-9|83|105|122|101,5|-5|-2|-2|-72|4|0|0,5|5|2|-2|12|4|2|0,0|0|0|0|1|0|0|0,169|169|301|300|2|2|0|0,0,-1,0,1,255,208
112,10,4,1,0,1,0,0,0,1|1|1|1|99|111|114|100,255|255|255|255|116|104|8|0,0|9|9|-9|0|62|1|0,8|2|-2|-2|2|0|0|0,-5|2|2|-2|0|30|6|-19,0|0|0|0|17|67|117|114,58|282|301|300|25928|25697|29285|62978,0,0,0,1,255,208
113,10,4,1,0,1,0,0,0,1|1|1|1|1|62|1|0,255|255|255|255|255|77|97|120,0|6|6|-6|0|2|-13|-4,8|6|-6|-6|-10|1|0|1,6|4|4|-4|0|105|108|101,0|0|0|0|0|114|2|114,58|164|183|182|77|20742|20490|26465,0,0,0,1,255,208
114,40,0,1,0,1,0,0,0,2|2|1|1|2|0|0|0,255|255|255|255|0|0|0|1,0|9|6|-6|0|1|1|0,14|2|-6|-6|0|0|35|4,0|2|4|-4|-19|0|-70|6,0|0|0|0|114|103|101|80,142|278|183|182|25972|29186|47347|4,0,0,0,1,255,144
115,10,1,1,2,1,0,0,3,2|2|1|1|1|4|0|0,255|255|255|255|255|6|81|6,0|9|6|-6|0|101|2|-16,0|2|-6|-6|-10|-118|0|0,-8|2|4|-4|0|84|101|109,-2|0|0|0|0|4|0|0,112|278|183|182|77|25959|26950|25710,0,0,0,1,255,208
116,10,1,1,2,1,0,0,3,2|2|2|2|1|0|0|150,255|255|255|255|255|0|1|1,0|9|6|-6|0|0|0|22,0|2|-6|-6|-10|-19|0|110,8|2|4|-4|0|110|100|112,-2|0|0|0|0|16|0|-72,112|278|295|294|77|0|15872|1,0,0,0,1,255,208
117,30,1,1,0,1,0,0,4,5|2|2|2|1|1|1|114,255|255|255|255|255|255|255|101,0|9|6|-6|0|-10|10|0,0|2|-6|-6|-10|0|0|1,0|2|4|-4|0|0|0|0,0|0|0|0|0|0|0|11,285|278|295|294|77|39|1|20999,0,0,0,1,255,208
118,40,3,2,0,2,0,0,0,3|3|2|2|1|2|2|0,255|255|255|255|255|255|255|1,0|0|6|-6|0|-2|2|0,14|14|-6|-6|-10|-9|-9|0,-6|6|4|-4|0|-4|4|101,0|0|0|0|0|0|0|6,143|144|295|294|77|298|299|24940,0,0,0,13,255,192
119,80,3,1,3,1,0,0,0,10|2|2|2|2|2|1|1,255|255|255|255|255|255|255|255,0|9|6|-6|-2|2|-10|10,10|2|-6|-6|-9|-9|0|0,0|2|4|-4|-4|4|0|0,0|0|0|0|0|0|0|0,34|278|295|294|298|299|39|1,0,0,0,1,255,144
120,80,4,1,3,1,0,0,0,12|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|9|6|-6|-2|2|-10|10,8|2|-6|-6|-9|-9|0|0,0|2|4|-4|-4|4|0|0,0|0|0|0|0|0|0|0,30|278|295|294|298|299|40|2,0,0,0,1,255,112
121,10,0,1,9,8,0,0,0,2|2|2|2|2|2|2|2,8|8|8|8|8|8|8|8,-2|-1|0|1|2|1|0|-1,5|6|7|6|5|6|7|6,-4|-2|0|2|4|2|0|-2,0|0|0|0|0|0|0|0,21|20|21|21|20|21|20|21,1,0,0,4,255,112
122,30,3,3,0,3,0,0,0,2|1|1|0|1|184|8|82,255|255|255|97|119|102|114|97,0|0|0|8|48|0|-72|4,12|12|12|0|6|13|4|0,0|-6|5|0|0|0|0|0,0|4|4|1|0|1|2|6,107|108|108|0|0|20736|26123|24946,0,0,0,1,255,112
123,320,1,4,0,4,0,0,0,10|10|10|10|7|82|9|67,255|255|255|255|97|110|105|109,0|0|0|0|-72|4|-30|9,24|24|24|24|4|0|0|0,-6|6|-6|6|0|0|0|0,-6|-6|6|6|0|0|0|0,239|240|258|259|25697|28257|28009|2048,0,0,0,1,255,208
124,80,1,1,0,1,0,0,0,2|2|1|0|1|0|186|0,255|100|98|6|0|54|10|31,0|13|0|0|0|0|0|81,12|0|13|108|101|110|97|109,0|2|0|-1|-20|9|0|0,0|0|0|1|0|0|81|1,108|54|63|0|318|256|0|0,0,0,0,1,255,208
125,10,4,1,0,1,0,0,0,1|2|1|1|0|0|0|0,255|100|98|98|0|0|0|0,0|13|-2|2|0|0|0|0,6|0|13|13|0|0|0|0,-8|2|-4|4|0|0|0|0,0|0|0|0|0|0|0|0,58|54|224|223|0|0|2396|237,0,0,0,1,255,208
126,10,4,1,0,1,0,0,0,1|2|2|2|1|1|35|0,255|100|100|100|98|98|46|0,0|13|-13|13|-2|2|-18|1,6|-1|1|1|13|13|55|1,8|2|-2|2|-4|4|5|0,0|4|-4|-4|0|0|4|0,58|54|16|54|224|223|25972|3949,0,0,0,1,255,208
127,50,5,5,2,5,0,0,0,3|3|3|3|3|1|114|115,255|255|255|255|255|98|103|97,0|-1|1|-2|2|2|4|0,3|2|2|1|1|13|-49|3,0|0|0|0|0|4|76|111,0|0|0|0|0|0|8|115,112|112|112|112|112|223|28526|29810,0,0,0,6,255,208
128,30,4,1,3,1,0,0,0,4|3|3|3|2|1|83|0,255|100|100|100|98|98|7|0,0|13|-13|13|0|0|0|9,7|0|0|0|13|-13|8|0,0|2|-2|2|0|0|106|0,0|-7|7|7|0|0|3|16,185|106|124|125|73|82|118|0,0,0,3,13,11,128
129,30,4,1,3,1,0,0,0,1|3|3|3|2|1|1|0,255|100|100|100|98|98|98|2,0|13|-13|13|0|-2|2|2,0|0|0|0|13|-13|-13|1,-8|2|-2|2|0|-4|4|2,0|-7|7|7|0|0|0|0,107|106|124|125|73|243|242|0,0,0,5,13,12,128
130,50,0,5,10,5,0,0,0,3|2|2|1|1|2|2|1,10|9|9|6|6|98|98|2,0|2|-2|3|-3|-9|9|1,13|11|11|10|10|-9|-9|0,0|0|0|0|0|-9|9|0,106|105|105|104|104|0|0|13,153|154|154|157|157|130|131|2560,-1,0,0,1,255,144
131,10,4,1,0,1,0,0,0,2|3|3|3|2|2|2|2,255|100|100|100|98|98|98|98,0|13|-13|13|-9|9|-9|9,6|0|0|0|-9|-9|9|9,0|2|-2|2|-9|9|-9|9,0|-7|7|7|0|0|0|0,61|106|124|125|130|131|149|150,0,0,0,1,255,208
132,10,4,1,0,1,0,0,0,2|9|5|8|52|7|0|21,255|4|4|0|0|0|0|1,0|0|0|84|1|2|0|3,6|-28|-28|-28|-28|-28|-28|-28,0|-28|-28|-28|-28|-28|84|80,0|81|23|4|0|0|-30|0,162|2692|3084|3468|3492|3500|3500|3833,0,0,0,1,255,208
133,10,4,1,1,1,0,0,0,4|1|1|0|24|17|0|0,255|98|98|0|2|0|2|0,0|-1|1|0|0|0|0|0,6|-1|-1|2|-17|2|0|0,0|-4|4|3|0|0|0|0,0|0|0|0|0|0|0|0,168|63|63|126|0|1398|2197|1874,0,0,0,1,255,208
134,60,4,3,0,3,0,0,0,2|1|1|1|0|0|145|9,255|255|255|98|199|6|176|2,0|5|-5|2|-22|8|0|0,10|8|8|-1|0|0|0|0,0|0|0|8|-6|9|-10|0,0|0|0|0|0|0|74|5,244|227|227|63|2320|1599|0|0,0,0,0,1,255,208
135,60,4,3,0,3,0,0,0,2|1|1|1|1|7|242|5,255|255|255|98|98|10|0|0,0|5|-5|2|0|1|-95|3,-10|-8|-8|-2|0|97|105|110,0|0|0|8|0|3|8|-10,0|0|0|0|0|0|83|6,244|227|227|63|63|265|0|1,0,0,0,1,255,208
136,120,3,2,2,2,0,0,0,3|3|1|1|0|0|83|8,255|255|98|98|116|101|120|116,0|0|-3|3|51|1|9|1,6|6|-1|-1|8|101|100|105,0|0|-8|8|112|-1|3|74,0|14|0|0|1|1|0|0,117|136|63|63|815|26837|347|307,0,0,0,0,255,192
137,80,3,4,0,8,0,0,0,3|3|1|1|3|3|1|1,255|255|255|255|255|255|255|255,-10|-10|-8|-8|10|10|8|8,0|0|4|-4|0|0|4|-4,0|-12|0|0|0|12|0|0,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|244,0,0,0,1,255,208
138,120,4,6,0,6,0,0,0,3|3|2|2|1|1|0|83,255|255|255|255|255|255|54|100,0|0|3|-3|6|-6|-86|1,-10|-10|-9|-9|-8|-8|116|97,0|0|0|0|0|0|3|74,0|12|0|0|0|0|0|0,244|244|245|245|244|244|9406|509,0,0,0,1,255,208
139,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|1,255|255|255|255|255|255|255|108,-9|-6|-3|0|3|6|9|2,3|5|7|9|7|5|3|112,0|0|0|0|0|0|0|7,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|9474,0,0,0,1,255,208
140,20,2,1,0,7,0,0,0,3|3|3|3|3|3|3|0,255|255|255|255|255|255|255|97,-9|-6|-3|0|3|6|9|76,-3|-5|-7|-9|-7|-5|-3|111,0|0|0|0|0|0|0|3,0|0|0|0|0|0|0|0,185|185|185|185|185|185|185|29698,1,0,0,1,11,128
141,10,1,1,2,1,0,0,4,1|3|3|3|3|3|253|1,255|98|98|98|98|98|97|115,0|0|-3|-3|3|3|2|-100,0|1|-2|-2|-2|-2|110|101,0|6|-12|0|0|12|3|118,0|0|0|0|0|0|9|1,226|144|143|144|143|144|2951|749,0,0,0,1,255,208
142,30,3,3,0,3,0,0,0,1|1|1|3|3|3|3|3,255|255|255|98|98|98|98|98,0|-1|1|1|-3|-3|3|3,0|0|0|0|-2|-2|-2|-2,0|0|0|12|-24|-12|12|24,0|0|0|0|0|0|0|0,304|304|304|144|143|144|143|144,1,0,0,0,255,208
143,10,0,1,9,2,1,1,7,1|1|128|128|128|128|128|128,8|8|255|255|255|255|255|255,0|0|1|-1|1|-1|1|-1,0|0|1|1|-1|-1|0|0,-1|1|0|0|0|0|0|0,0|0|0|0|0|0|0|0,21|20|271|271|271|271|271|271,0,0,0,1,255,112
144,50,0,5,0,5,0,0,0,1|1|1|1|1|0|1|22,255|255|255|255|255|114|102|111,0|-1|1|-2|2|101|0|8,-1|-3|-3|-4|-4|114|1|0,0|0|0|0|0|106|117|109,0|0|0|0|0|105|111|110,304|304|304|304|304|29697|20738|29963,1,0,0,1,255,208
145,10,1,1,2,1,0,0,3,2|1|1|0|1|0|0|82,255|255|110|105|116|80|108|97,0|10|114|68|97|116|97|1,0|0|0|0|0|0|0|0,0|0|13|4|0|0|0|0,-10|0|0|0|0|0|0|-17,112|227|26473|21352|28515|25970|25427|25970,0,0,0,1,255,208
146,10,1,1,2,1,0,0,4,2|2|0|0|0|0|0|0,255|105|55|3|82|12|71|97,0|10|97|67|111|114|114|101,0|0|1|8|24|0|0|0,0|0|0|0|6|13|4|0,0|0|0|0|0|0|0|0,112|185|277|5638|1|513|728|2642,0,0,0,1,255,208
147,30,7,1,2,1,0,0,0,1|1|1|1|6|13|4|0,1|255|255|255|114|1|0|1,0|9|9|-9|82|12|116|101,0|-2|2|-2|110|117|119|97,0|0|0|0|40|0|0|0,0|0|0|0|6|13|4|0,228|227|227|227|2|318|256|29190,0,0,0,0,255,128
148,40,1,1,2,1,0,0,0,0|1|2|1|73|110|102|111,1|255|105|255|0|0|0|0,0|9|9|-9|4|0|0|0,0|-2|2|-2|0|0|0|0,0|0|0|0|78|101|120|116,0|0|0|0|111|100|101|1,247|227|185|227|1536|1037|0|0,0,0,0,0,255,128
149,40,9,1,8,1,0,0,0,4|1|2|1|1|1|99|116,255|255|105|255|255|255|0|0,0|9|9|-9|-10|10|0|0,3|-2|2|-2|0|0|0|0,0|0|0|0|0|0|102|102,0|0|0|0|0|0|83|101,191|227|185|227|227|227|0|3334,0,0,0,1,255,128
150,120,9,3,6,3,0,0,0,4|4|4|1|2|2|1|101,255|255|255|255|105|105|255|0,0|1|-1|-9|-10|10|0|13,3|2|2|-2|0|0|-10|1,0|0|0|0|0|0|0|10,0|0|0|0|0|0|0|116,191|191|191|227|185|185|227|4,0,0,0,1,255,128
151,0,6,1,0,2,0,0,0,4|4|2|2|2|2|1|71,255|255|105|105|105|105|255|112,0|0|9|-9|-10|10|0|0,5|5|2|-2|0|0|-10|0,-4|4|0|0|0|0|0|0,0|0|0|0|0|0|0|97,72|72|185|185|185|185|227|0,1,0,0,1,255,208
152,0,6,1,0,1,0,0,0,4|1|2|1|4|4|97|109,255|255|105|255|103|103|8|112,0|9|9|-9|-6|6|0|6,5|-2|2|-2|0|0|0|0,-1|0|0|0|0|0|4|82,-4|0|0|0|0|0|105|103,72|227|185|227|204|204|0|0,1,0,0,1,255,208
153,0,2,2,3,8,2,10,0,6|8|6|6|6|6|6|6,255|255|255|255|255|255|255|255,8|-8|10|-10|10|-10|13|-13,-12|-12|-13|-13|-10|-10|-6|-6,0|0|0|0|0|0|0|0,24|24|24|24|24|24|24|24,214|214|214|214|214|214|214|214,0,0,0,1,255,208
154,120,3,2,2,2,0,0,0,3|3|2|1|1|1|4|4,255|255|105|255|255|255|103|103,0|0|9|-9|-3|3|-6|6,6|6|2|-2|-7|-7|0|0,0|0|0|0|0|0|0|0,-14|0|0|0|0|0|0|0,117|136|185|227|227|227|204|204,0,0,0,0,255,192
155,0,3,1,0,1,0,0,0,2|2|2|2|1|1|4|4,255|105|105|105|255|255|103|103,0|9|9|-9|-3|3|-6|6,10|-2|2|-2|-7|-7|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,59|185|185|185|227|227|204|204,0,0,0,8,255,208
156,0,4,1,0,1,0,0,0,3|111|114|116|99|111|110|102,255|103|98|117|116|116|111|110,0|1|8|-88|0|0|0|0,10|0|0|6|13|4|0|0,0|0|0|0|0|0|0|0,0|-98|5|82|11|79|117|116,60|29281|27751|30575|2049|176|0|0,0,0,0,8,255,208
157,0,4,1,0,1,0,0,0,4|1|0|1|2|62|1|0,255|2|186|0|0|1|2|201,0|82|11|103|101|116|112|97,10|115|119|111|114|100|1|8,0|0|0|0|0|0|0|0,0|13|4|0|0|0|0|0,165|256|0|0|2898|27728|31073|29251,0,0,0,8,255,208
158,0,4,2,0,2,0,0,0,2|2|0|0|0|0|0|0,255|255|0|0|0|237|2|82,0|0|110|100|76|101|118|101,10|10|110|105|1|8|-56|0,-6|6|0|0|0|0|6|13,0|0|0|0|0|0|0|0,59|59|368|2130|29252|30561|30019|25954,0,0,0,8,255,208
159,0,5,3,0,3,0,0,0,3|1|1|0|0|0|4|0,255|255|255|1|2|62|1|0,0|0|0|1|0|1|2|22,10|10|10|2|-6|4|82|14,0|-8|8|119|116|101|120|116,0|4|4|100|111|119|1|8,60|58|58|0|3334|4|0|0,0,0,0,8,255,208
160,0,5,3,0,3,0,0,0,4|1|1|108|101|67|104|97,255|255|255|224|0|0|0|0,0|0|0|6|13|4|0|0,10|10|10|0|0|0|0|0,0|-9|9|82|9|71|101|116,0|4|4|98|101|114|1|8,165|58|58|0|3334|4|0|0,0,0,0,8,255,208
161,0,5,3,0,3,0,0,0,2|2|2|10|76|111|97|100,255|255|255|101|101|110|1|8,0|0|0|0|0|0|0|0,10|10|10|0|0|0|0|0,0|-10|10|0|0|0|-107|1,0|4|4|112|101|114|97|116,59|59|59|0|0|0|1536|1037,0,0,0,8,255,208
162,0,5,3,0,3,0,0,0,3|2|2|14|73|110|71|97,255|255|255|105|115|112|108|97,0|0|0|8|0|1|0|0,10|10|10|0|6|13|4|0,0|-10|10|0|0|0|0|0,0|4|4|2|82|17|77|97,60|59|59|24943|25714|28233|30064|372,0,0,0,8,255,208
163,0,5,5,0,5,0,0,0,3|2|2|1|1|0|0|0,255|255|255|255|255|117|115|101,0|0|0|0|0|8|16|1,10|10|10|10|10|0|6|13,0|-10|10|-18|18|0|0|0,0|4|4|8|8|3|82|15,60|59|59|58|58|28769|29541|322,0,0,0,8,255,208
164,0,5,5,0,5,0,0,0,3|2|2|2|2|5|0|174,255|255|255|255|255|0|0|1,0|0|0|0|0|6|62|1,10|10|10|10|10|0|1|6,0|-10|10|-20|20|111|97|100,0|4|4|8|8|104|97|112,60|59|59|59|59|1|0|0,0,0,0,8,255,208
165,0,5,5,0,5,0,0,0,5|2|2|2|2|105|110|71,255|255|255|255|255|97|121|101,0|0|0|0|0|116|105|111,10|10|10|10|10|1|0|0,0|-10|10|-24|24|13|4|0,0|4|4|8|8|0|0|0,62|59|59|59|59|28001|357|12296,0,0,0,8,255,208
166,0,3,1,0,1,0,0,0,2|4|4|1|0|22|1|0,255|45|90|0|0|0|255|255,0|120|120|0|0|0|112|1,10|120|120|0|0|0|96|1,0|8|-24|0|0|0|0|1,0|24|4|0|0|0|8|1,59|204|204|272|0|0|0|232,0,0,0,8,255,208
167,0,3,2,0,2,0,0,0,1|1|0|0|0|0|224|0,255|255|0|0|0|0|208|0,-3|3|0|0|0|0|-56|0,9|9|0|0|0|0|-72|0,-4|4|0|0|0|0|-64|0,0|0|0|0|0|0|-80|0,201|202|0|344|0|0|0|360,0,0,0,8,255,208
168,0,4,3,0,3,0,0,0,1|1|1|0|0|0|40|1,255|255|255|0|0|0|48|1,-3|3|0|0|0|0|-88|0,9|9|10|0|0|0|-96|0,-4|4|0|0|0|0|-104|0,0|0|0|0|0|0|120|1,201|202|58|144|33|0|0|128,0,0,0,8,255,208
169,0,4,3,0,3,0,0,0,1|1|2|1|0|0|104|0,255|255|255|255|0|0|96|0,-7|7|0|4|0|0|88|0,7|7|10|12|0|0|80|0,-5|5|0|0|0|0|72|0,0|0|0|0|0|0|56|0,163|164|59|225|0|0|0|48,0,0,0,8,255,208
170,0,5,5,0,5,0,0,0,1|1|1|1|1|0|24|0,255|255|255|255|255|0|8|0,-7|7|0|-3|3|0|16|0,7|7|10|9|9|0|64|0,-5|5|0|-4|4|0|-120|0,0|0|0|0|0|0|-8|0,163|164|58|201|202|0|0|312,0,0,0,8,255,208
171,0,5,5,0,5,0,0,0,1|1|2|1|1|1|88|0,255|255|255|255|255|255|96|0,-7|7|0|-3|3|0|0|1,7|7|10|9|9|12|96|30,-5|5|0|-4|4|4|-32|3,0|0|0|0|0|0|16|0,163|164|59|201|202|225|292|328,0,0,0,8,255,208
172,0,5,3,0,3,0,0,0,3|3|1|2|0|3|104|2,255|255|255|255|32|3|184|2,-7|7|0|0|-23|3|8|3,7|7|10|11|-50|0|96|0,-5|5|0|-8|90|0|64|0,0|0|0|0|98|1|-8|0,121|122|58|244|65535|16716|654|224,0,0,0,8,255,208
173,0,5,3,0,3,0,0,0,3|3|2|2|2|2|24|1,255|255|255|255|255|0|112|0,-7|7|0|-3|0|2|-112|2,7|7|10|11|12|1|56|1,-5|5|0|0|0|3|-96|2,0|0|0|0|0|5|-120|4,121|122|59|244|244|23418|526|424,0,0,0,8,255,208
174,0,5,5,0,5,0,0,0,3|3|1|1|1|2|160|1,255|255|255|255|255|255|24|0,-7|7|0|-3|3|0|48|0,7|7|10|9|9|12|-128|0,-5|5|0|-4|4|8|96|1,0|0|0|0|0|0|0|0,121|122|58|201|202|244|245|72,0,0,0,8,255,208
175,0,5,5,0,5,0,0,0,3|3|2|1|1|2|0|0,255|255|255|255|255|255|24|0,-7|7|0|-3|3|0|104|0,7|7|10|9|9|12|8|0,-5|5|0|-4|4|8|48|3,0|0|0|0|0|0|-120|5,121|122|59|201|202|244|875|392,0,0,0,8,255,208
176,0,5,5,0,5,0,0,0,3|3|2|2|2|2|3|0,255|255|255|255|255|255|255|0,-7|7|0|-3|3|-3|0|107,7|7|10|9|9|11|12|31,-5|5|0|-4|4|0|0|97,0|0|0|0|0|0|0|104,121|122|59|279|280|244|244|29811,0,0,0,8,255,208
177,0,10,1,0,1,0,0,0,192|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|-4|4|-6|6|0|-3|3,2|12|12|9|9|12|11|11,0|-4|4|0|0|0|0|0,0|-6|-6|0|0|9|0|0,65|244|244|244|244|226|226|226,1,0,0,10,255,208
178,0,10,1,0,2,0,0,0,192|192|0|0|7|118|103|97,255|255|54|100|247|3|0|0,-1|1|97|105|110|105|110|116,2|2|0|0|8|110|111|114,2|2|111|110|103|127|3|0,0|0|102|111|110|116|104|97,65|65|0|25096|25441|26475|28274|28516,1,0,0,10,255,208
179,0,10,1,0,1,0,0,0,193|2|112|108|105|98|159|3,255|255|8|110|101|119|115|104,0|1|101|-1|3|0|0|8,4|-7|105|116|115|104|105|112,0|5|0|0|6|112|108|97,0|0|114|-105|3|0|0|8,64|126|24934|25956|983|0|20487|17225,1,0,0,10,255,208
180,0,10,2,0,2,0,0,0,192|192|2|0|3|68|111|115,255|255|255|0|6|112|97|108,-1|1|0|-17|3|0|0|7,2|2|-5|109|97|115|116|4,-5|5|0|6|58|31|11|77,0|0|0|73|78|84|46|80,65|65|126|3575|59366|59622|59367|59879,1,0,0,10,255,208
181,0,10,2,0,2,0,0,0,192|192|97|2|113|2|129|2,255|255|137|2|137|2|181|2,-2|2|-51|2|-16|2|124|0,2|2|0|0|-120|0|0|0,-10|10|-113|1|24|17|0|0,0|0|124|0|3|0|58|8,65|65|0|1087|1103|0|1111|0,1,0,0,10,255,208
182,0,10,1,0,1,0,0,0,20|3|3|0|0|0|126|0,255|255|255|0|0|0|0|0,0|2|0|1|0|0|0|0,3|-8|-5|0|0|0|0|0,0|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,74|214|214|356|0|264|0|0,1,0,0,10,255,208
183,0,10,2,0,2,0,0,0,193|193|2|2|3|0|0|0,255|255|255|255|255|0|0|0,-1|1|-4|4|0|0|0|0,4|4|-7|-7|-5|0|0|0,-2|2|-8|8|0|0|0|0,0|0|0|0|0|0|0|0,64|64|126|126|214|1619|26739|27760,1,0,0,10,255,208
184,0,10,3,0,3,0,0,0,20|192|192|2|109|39|2|112,255|255|255|255|0|1|0|0,0|-1|1|4|112|109|97|115,3|2|2|-7|-25|28|1|-11,0|-5|5|8|83|5|101|114,0|8|8|0|2|-94|-80|0,74|65|65|126|26739|28784|29551|31092,1,0,0,10,255,208
185,0,10,3,0,3,0,0,0,193|193|193|2|2|2|82|1,255|255|255|255|255|255|46|1,0|-1|1|4|-1|1|64|1,2|2|2|-7|-6|-6|115|104,0|-5|5|8|-3|3|0|0,0|8|8|0|0|0|0|0,64|64|64|126|126|126|0|0,1,0,0,10,255,208
