id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
253,0,2,8,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
254,0,4,1,0,2,0,0,0,1|1|7|0|0|0|88|237,255|255|0|0|0|0|160|108,-10|10|0|0|0|0|0|0,0|0|1|0|0|0|8|0,0|0|-96|66|2|0|0|0,0|0|0|90|35|0|0|0,39|1|0|1|0|4096|0|164,0,0,0,25,255,208
255,0,6,2,0,2,0,0,0,1|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,39|1|0|14208|8|49778|13630|65535,0,0,0,25,255,208
256,0,6,2,0,2,0,0,0,2|2|255|255|255|255|22|55,255|255|156|16|0|0|80|59,-10|10|-80|-85|70|53|-1|-1,0|0|34|55|8|0|-48|19,0|0|32|62|8|0|98|79,0|0|-1|-1|-1|-1|48|55,40|2|0|15956|8|55514|14065|0,0,0,0,25,255,208
257,0,6,5,0,5,0,0,0,1|1|1|1|1|191|74|55,255|255|255|255|255|0|0|0,-9|9|9|-9|0|0|0|0,2|2|-2|-2|-10|0|0|0,-2|2|2|-2|0|51|50|46,0|0|0|0|0|83|69|82,281|282|301|300|77|20050|19525|12851,0,0,0,25,255,208
258,0,6,2,0,2,0,0,0,3|3|0|0|83|72|76|87,255|255|73|46|100|108|108|0,-10|10|77|67|84|76|51|50,0|0|108|108|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,41|3|0|0|0|0|0|0,0,0,0,25,255,208
259,0,6,3,0,3,0,0,0,3|3|1|64|8|0|224|64,255|255|255|64|8|0|2|65,-10|10|0|65|8|0|38|65,0|0|-10|65|8|0|70|65,0|0|0|65|8|0|108|65,0|0|0|65|8|0|-122|65,41|3|77|16810|8|16820|8|16836,0,0,0,25,255,208
260,0,6,4,0,4,0,0,0,2|2|2|2|8|0|36|66,255|255|255|255|8|0|52|66,-9|9|9|-9|8|0|70|66,2|2|-2|-2|8|0|96|66,-2|2|2|-2|8|0|126|66,0|0|0|0|8|0|-88|66,277|278|297|296|8|17112|8|0,0,0,0,25,255,208
261,0,6,6,0,6,0,0,0,2|2|2|2|1|1|74|67,255|255|255|255|255|255|104|67,-9|9|9|-9|-10|10|-106|67,2|2|-2|-2|0|0|-76|67,-2|2|2|-2|0|0|-42|67,0|0|0|0|0|0|-2|67,277|278|297|296|39|1|8|17502,0,0,0,25,255,208
262,0,6,6,0,6,0,0,0,2|2|2|2|3|3|224|68,255|255|255|255|255|255|252|68,-9|9|9|-9|-10|10|34|69,2|2|-2|-2|0|0|78|69,-2|2|2|-2|0|0|114|69,0|0|0|0|0|0|-112|69,277|278|297|296|41|3|8|17870,0,0,0,25,255,208
263,0,6,6,0,6,0,0,0,2|2|2|2|4|4|50|70,255|255|255|255|255|255|84|70,-9|9|9|-9|-10|10|120|70,2|2|-2|-2|0|0|-110|70,-2|2|2|-2|0|0|-80|70,0|0|0|0|0|0|-34|70,277|278|297|296|203|222|8|18212,0,0,0,25,255,208
264,0,6,6,0,6,0,0,0,2|2|2|2|5|5|138|71,255|255|255|255|255|255|178|71,-9|9|9|-9|-10|10|-36|71,2|2|-2|-2|0|0|6|72,-2|2|2|-2|0|0|42|72,0|0|0|0|0|0|78|72,277|278|297|296|43|5|8|18580,0,0,0,25,255,208
265,0,3,1,0,4,0,0,0,1|1|1|1|8|0|0|73,255|255|255|255|8|0|30|73,-9|9|9|-9|8|0|56|73,2|2|-2|-2|8|0|94|73,-2|2|2|-2|8|0|-116|73,0|0|0|0|8|0|-84|73,281|282|301|300|8|18902|8|18912,0,0,0,25,255,208
266,0,4,2,0,4,0,0,0,1|1|1|1|8|0|82|74,255|255|255|255|8|0|106|74,-9|9|9|-9|8|0|-114|74,2|2|-2|-2|8|0|-76|74,-2|2|2|-2|8|0|-52|74,0|0|0|0|8|0|-16|74,281|282|301|300|8|19240|8|19256,0,0,0,25,255,208
267,0,6,4,0,4,0,0,0,1|1|1|1|8|0|152|75,255|255|255|255|8|0|178|75,-9|9|9|-9|8|0|-56|75,2|2|-2|-2|8|0|-30|75,-2|2|2|-2|8|0|4|76,0|0|0|0|8|0|42|76,281|282|301|300|8|19550|8|19564,0,0,0,25,255,208
268,0,6,5,0,5,0,0,0,1|1|1|1|1|0|190|76,255|255|255|255|255|0|214|76,-6|6|6|-6|0|0|-16|76,6|6|-6|-6|-10|0|14|77,-4|4|4|-4|0|0|44|77,0|0|0|0|0|0|78|77,163|164|183|182|77|19840|8|19856,0,0,0,25,255,208
269,0,6,4,0,4,0,0,0,2|2|1|1|8|0|0|78,255|255|255|255|8|0|34|78,-9|9|6|-6|8|0|66|78,2|2|-6|-6|8|0|100|78,-2|2|4|-4|8|0|-118|78,0|0|0|0|8|0|-82|78,277|278|183|182|8|20198|8|20210,0,0,0,25,255,208
270,0,6,5,0,5,0,0,0,2|2|1|1|1|0|82|79,255|255|255|255|255|0|108|79,-9|9|6|-6|0|0|-122|79,2|2|-6|-6|-10|0|-96|79,-2|2|4|-4|0|0|-72|79,0|0|0|0|0|0|-36|79,277|278|183|182|77|20502|8|20516,0,0,0,25,255,208
271,0,6,5,0,5,0,0,0,2|2|2|2|1|0|104|80,255|255|255|255|255|0|144|80,-9|9|6|-6|0|0|-88|80,2|2|-6|-6|-10|0|-60|80,-2|2|4|-4|0|0|-34|80,0|0|0|0|0|0|-2|80,277|278|295|294|77|20770|8|20786,0,0,0,25,255,208
272,0,6,7,0,7,0,0,0,2|2|2|2|1|1|1|81,255|255|255|255|255|255|255|81,-9|9|6|-6|0|-10|10|0,2|2|-6|-6|-10|0|0|82,-2|2|4|-4|0|0|0|82,0|0|0|0|0|0|0|82,277|278|295|294|77|39|1|21126,0,0,0,25,255,208
273,0,6,7,0,7,0,0,0,2|2|2|2|1|2|2|83,255|255|255|255|255|255|255|83,-9|9|6|-6|0|-2|2|83,2|2|-6|-6|-10|-9|-9|83,-2|2|4|-4|0|-4|4|83,0|0|0|0|0|0|0|83,277|278|295|294|77|298|299|21524,0,0,0,25,255,208
274,0,6,8,0,8,0,0,0,2|2|2|2|2|2|1|1,255|255|255|255|255|255|255|255,-9|9|6|-6|-2|2|-10|10,2|2|-6|-6|-9|-9|0|0,-2|2|4|-4|-4|4|0|0,0|0|0|0|0|0|0|0,277|278|295|294|298|299|39|1,0,0,0,25,255,208
275,0,6,8,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-9|9|6|-6|-2|2|-10|10,2|2|-6|-6|-9|-9|0|0,-2|2|4|-4|-4|4|0|0,0|0|0|0|0|0|0|0,277|278|295|294|298|299|40|2,0,0,0,25,255,208
276,0,6,2,0,2,0,0,0,1|1|96|87|8|0|116|87,100|100|130|87|8|0|150|87,-13|13|-82|87|8|0|-56|87,0|0|-32|87|8|0|-14|87,-2|2|4|88|8|0|16|88,0|0|38|88|8|0|66|88,6|44|8|22626|8|22648|8|22664,0,0,0,13,255,208
277,0,6,3,0,3,0,0,0,1|1|1|88|8|0|4|89,100|100|98|89|8|0|36|89,-13|13|0|89|8|0|72|89,0|0|13|89|8|0|98|89,-2|2|0|89|8|0|-120|89,0|0|0|89|8|0|-78|89,6|44|63|23004|8|23024|8|23046,0,0,0,13,255,208
278,0,6,4,0,4,0,0,0,1|1|1|1|8|0|82|90,100|100|98|98|8|0|112|90,-13|13|-2|2|8|0|-106|90,0|0|13|13|0|-128|37|0,-2|2|-4|4|0|-128|-94|90,0|0|0|0|8|0|-66|90,6|44|224|223|8|23282|8|23294,0,0,0,13,255,208
279,0,6,3,0,3,0,0,0,2|2|1|91|8|0|76|91,100|100|98|91|8|0|94|91,-13|13|0|91|8|0|124|91,0|0|13|91|8|0|-104|91,-2|2|0|91|8|0|-62|91,0|0|0|91|8|0|-38|91,16|54|63|23554|8|23570|8|23594,0,0,0,13,255,208
280,0,6,4,0,4,0,0,0,2|2|1|1|0|0|134|92,100|100|98|98|8|0|166|92,-13|13|-2|2|8|0|-56|92,0|0|13|13|8|0|-24|92,-2|2|-4|4|8|0|12|93,0|0|0|0|8|0|46|93,16|54|224|223|0|23884|8|23904,0,0,0,13,255,208
281,0,6,6,0,6,0,0,0,2|2|2|2|1|1|21|0,100|100|100|100|98|98|18|0,-13|13|-13|13|-2|2|22|0,-1|-1|1|1|13|13|-86|93,-2|2|-2|2|-4|4|-62|93,4|4|-4|-4|0|0|-34|93,16|54|16|54|224|223|8|24108,0,0,0,13,255,208
282,0,6,6,0,6,0,0,0,3|3|3|3|1|1|120|94,100|100|100|100|98|98|158|94,-13|13|-13|13|-2|2|-58|94,0|0|0|0|13|13|-26|94,-2|2|-2|2|-4|4|2|95,-7|-7|7|7|0|0|36|95,105|106|124|125|224|223|32768|24368,0,0,0,13,255,208
283,0,6,6,0,6,0,0,0,3|3|3|3|2|1|152|95,100|100|100|100|98|98|190|95,-13|13|-13|13|0|0|23|0,0|0|0|0|13|-13|-4|95,-2|2|-2|2|0|0|40|96,-7|-7|7|7|0|0|-101|0,105|106|124|125|73|82|8|24702,0,0,0,13,255,208
284,0,6,7,0,7,0,0,0,3|3|3|3|2|1|1|0,100|100|100|100|98|98|98|96,-13|13|-13|13|0|-2|2|97,0|0|0|0|13|-13|-13|97,-2|2|-2|2|0|-4|4|97,-7|-7|7|7|0|0|0|97,105|106|124|125|73|243|242|25020,0,0,0,13,255,208
285,0,6,7,0,7,0,0,0,3|3|3|3|2|2|2|97,100|100|100|100|98|98|98|1,-13|13|-13|13|0|-9|9|1,0|0|0|0|13|-9|-9|1,-2|2|-2|2|0|-9|9|1,-7|-7|7|7|0|0|0|1,105|106|124|125|73|130|131|331,0,0,0,13,255,208
286,0,6,8,0,8,0,0,0,3|3|3|3|2|2|2|2,100|100|100|100|98|98|98|98,-13|13|-13|13|-9|9|-9|9,0|0|0|0|-9|-9|9|9,-2|2|-2|2|-9|9|-9|9,-7|-7|7|7|0|0|0|0,105|106|124|125|130|131|149|150,0,0,0,13,255,208
287,0,6,1,0,1,0,0,0,2|0|1|41|2|0|59|74,98|0|26|146|0|0|76|94,0|0|102|56|0|0|-12|-99,0|0|-93|-26|7|0|-5|90,0|0|-7|-83|1|0|60|41,0|0|-104|-58|0|0|-7|-52,73|48673|5|48826|5|39209|0|29070,1,0,0,13,255,208
288,0,6,3,0,3,0,0,0,2|1|1|171|6|0|83|163,98|98|98|128|6|0|185|45,0|-1|1|23|1|0|58|26,0|-1|-1|73|7|0|-3|-111,0|-4|4|-46|1|0|113|48,0|0|0|51|7|0|-55|58,73|63|63|15797|7|15412|7|12646,1,0,0,13,255,208
289,0,6,4,0,4,0,0,0,1|1|1|1|7|0|107|65,98|98|98|98|7|0|195|48,-1|1|-2|2|0|0|-118|60,0|0|-1|-1|5|0|-63|36,-4|4|-8|8|3|0|-17|46,0|0|0|0|7|0|77|-118,63|63|63|63|0|3761|7|23873,1,0,0,13,255,208
290,0,6,5,0,5,0,0,0,1|1|1|1|1|0|41|90,98|98|98|98|98|0|234|2,-1|1|-2|2|0|0|-16|66,-1|-1|-2|-2|0|0|66|68,-4|4|-8|8|0|0|-98|58,0|0|0|0|0|0|15|87,63|63|63|63|63|39995|7|247,1,0,0,13,255,208
291,0,6,4,0,4,0,0,0,2|2|1|1|0|0|180|184,98|98|98|98|0|0|188|201,-1|1|-3|3|1|0|-6|-72,0|0|-1|-1|4|0|-93|-39,-4|4|-8|8|0|0|45|-62,0|0|0|0|3|0|55|35,73|73|63|63|6|18780|6|18906,1,0,0,13,255,208
292,0,6,4,0,4,0,0,0,3|3|1|1|0|0|87|150,98|98|98|98|4|0|209|38,0|0|-2|2|2|0|50|-58,1|1|-1|-1|2|0|-128|-13,-6|6|-8|8|5|0|-60|-88,0|0|0|0|3|0|-16|-2,143|144|63|63|0|25621|0|12327,1,0,0,13,255,208
293,0,6,4,0,4,0,0,0,3|3|2|2|0|0|190|35,98|98|98|98|3|0|135|150,0|0|-2|2|6|0|99|60,1|1|-1|-1|6|0|-28|-73,-6|6|-8|8|7|0|-105|-28,0|0|0|0|2|0|93|75,143|144|73|73|2|58467|7|58454,1,0,0,13,255,208
294,0,6,6,0,6,0,0,0,3|3|1|1|1|1|204|68,98|98|98|98|98|98|143|64,0|0|-1|1|-2|2|61|69,1|1|0|0|-1|-1|-58|71,-6|6|-4|4|-8|8|29|49,0|0|0|0|0|0|86|-28,143|144|63|63|63|63|4|55580,1,0,0,13,255,208
295,0,6,6,0,6,0,0,0,3|3|2|2|1|1|5|139,98|98|98|98|98|98|184|126,0|0|-1|1|-3|3|-85|-118,1|1|0|0|-1|-1|56|-61,-6|6|-4|4|-8|8|37|-128,0|0|0|0|0|0|46|-83,143|144|73|73|63|63|5|53044,1,0,0,13,255,208
296,0,6,6,0,6,0,0,0,3|3|3|3|3|3|140|205,98|98|98|98|98|98|33|117,0|0|-3|-3|3|3|-95|116,1|1|-2|-2|-2|-2|-105|-28,-6|6|-12|0|0|12|18|42,0|0|0|0|0|0|97|121,143|144|143|144|143|144|3|16654,1,0,0,13,255,208
297,0,6,8,0,8,0,0,0,3|3|3|3|3|3|3|3,98|98|98|98|98|98|98|98,-1|-1|1|1|-3|-3|3|3,0|0|0|0|-2|-2|-2|-2,-12|0|0|12|-24|-12|12|24,0|0|0|0|0|0|0|0,143|144|143|144|143|144|143|144,1,0,0,13,255,208
298,80,20,8,3,8,0,0,0,128|128|128|128|128|128|128|128,255|255|255|255|255|255|255|255,0|0|1|-1|1|-1|1|-1,1|-1|1|1|-1|-1|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,271|271|271|271|271|271|271|271,0,0,0,8,255,208
299,0,90,1,3,1,0,0,0,99|0|138|228|7|0|138|228,255|0|138|228|7|0|151|228,120|0|-105|-28|7|0|-12|36,2|0|86|-28|7|0|121|117,-20|0|121|26|1|0|121|26,20|0|-5|120|1|0|-47|117,263|58493|7|28945|0|28945|0|37649,0,0,160,0,255,208
300,0,7,2,0,2,0,0,0,1|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,227|227|0|0|0|0|0|0,0,0,0,26,255,208
301,0,7,2,0,2,0,0,0,2|2|0|0|0|0|0|0,107|107|0|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|601|0|0|0|0|0|0,0,0,0,26,255,208
302,0,7,4,0,4,0,0,0,1|1|1|1|0|0|0|0,255|255|255|255|0|0|0|0,-9|9|9|-9|0|0|0|0,2|-2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,227|227|227|227|0|0|0|0,0,0,0,26,255,208
303,0,7,4,0,4,0,0,0,2|1|2|1|0|0|0|0,107|255|107|255|0|0|0|0,-9|9|9|-9|0|0|0|0,2|-2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|227|601|227|0|0|0|0,0,0,0,26,255,208
304,0,7,6,0,6,0,0,0,2|1|2|1|1|1|0|0,107|255|107|255|255|255|0|0,-9|9|9|-9|-10|10|0|0,2|-2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|227|601|227|227|227|0|0,0,0,0,26,255,208
305,0,7,7,0,7,0,0,0,2|1|2|1|2|2|1|0,107|255|107|255|107|107|255|0,-9|9|9|-9|-10|10|0|0,2|-2|2|-2|0|0|-10|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|227|601|227|601|601|227|0,0,0,0,26,255,208
306,0,7,7,0,7,0,0,0,2|2|2|2|2|2|1|0,107|107|107|107|107|107|255|0,-9|9|9|-9|-10|10|0|0,2|-2|2|-2|0|0|-10|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|601|601|601|601|601|227|0,0,0,0,26,255,208
307,0,7,6,0,6,0,0,0,2|1|2|1|4|4|0|0,107|255|107|255|105|105|0|0,-9|9|9|-9|-6|6|0|0,2|-2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|227|601|227|582|582|0|0,0,0,0,26,255,208
308,0,7,6,0,6,0,0,0,2|2|2|2|4|4|0|0,107|107|107|107|105|105|0|0,-9|9|9|-9|-6|6|0|0,2|-2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|-118|25,601|601|601|601|582|582|0|46669,0,0,0,26,255,208
309,0,7,8,0,8,0,0,0,2|1|2|1|1|1|4|4,107|255|107|255|255|255|105|105,-9|9|9|-9|-3|3|-6|6,2|-2|2|-2|-7|-7|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|227|601|227|227|227|582|582,0,0,0,26,255,208
310,0,7,8,0,8,0,0,0,2|2|2|2|1|1|4|4,107|107|107|107|255|255|105|105,-9|9|9|-9|-3|3|-6|6,2|-2|2|-2|-7|-7|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,601|601|601|601|227|227|582|582,0,0,0,26,255,208
311,0,11,1,0,1,0,0,0,1|0|0|0|0|0|0|0,90|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,-13|0|0|0|0|0|0|0,14|0|0|0|0|0|0|0,227|0|0|0|0|0|0|0,0,0,6,26,255,208
312,0,21,1,7,1,0,0,0,2|0|0|0|0|0|0|0,90|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,-18|0|0|0|0|0|0|0,20|0|0|0|0|0|0|0,601|0|0|0|0|0|0|0,0,0,7,26,255,208
313,0,16,1,7,1,0,0,0,2|0|0|0|0|0|0|0,90|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,-24|0|0|0|0|0|0|0,24|0|0|0|0|0|0|0,601|0|0|0|0|0|0|0,0,0,8,26,255,208
314,0,8,1,7,1,0,0,0,2|0|0|0|0|0|0|0,90|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,120|0|0|0|0|0|0|0,-24|0|0|0|0|0|0|0,24|0|0|0|0|0|0|0,601|0|0|0|0|0|0|0,0,0,8,26,255,208
315,0,16,2,7,2,0,0,0,2|2|0|0|0|0|0|0,90|90|0|0|0|0|0|0,120|120|0|0|0|0|-25|-90,120|120|86|-78|4|0|0|0,-30|-18|37|-28|1|0|12|-21,24|24|117|-21|1|0|-50|0,601|601|2|54149|1|0|0|53212,0,0,8,26,255,208
316,0,8,2,7,2,0,0,0,2|2|0|0|0|0|0|0,45|45|0|0|0|0|0|0,120|120|0|0|0|0|-101|114,120|120|0|0|0|0|0|0,-40|-8|0|0|0|0|0|0,24|24|0|0|0|0|0|0,601|601|0|0|0|0|0|0,0,0,8,26,255,208
317,0,16,3,7,3,0,0,0,2|2|2|0|0|0|0|0,45|45|90|0|0|0|0|0,120|120|120|0|0|0|-128|-13,120|120|120|0|0|0|0|0,-40|-8|-24|0|0|0|0|0,24|24|4|0|0|0|0|0,601|601|601|0|0|0|0|0,0,0,8,26,255,208
318,0,8,1,5,1,0,0,0,4|0|0|0|0|0|0|0,90|0|0|0|0|0|0|0,120|0|0|0|0|0|87|-94,120|0|-69|87|1|0|59|87,-24|0|-84|56|0|0|-108|-65,24|0|0|0|0|0|0|0,582|39898|6|0|0|0|0|0,0,0,8,26,255,208
319,0,16,2,5,2,0,0,0,4|4|75|45|8|0|100|45,90|90|126|45|8|0|152|45,120|120|-89|45|8|0|-73|45,120|120|-57|45|8|0|-41|45,-30|-18|-23|45|8|0|-9|45,24|24|2|46|8|0|22|46,582|582|8|11834|8|11845|8|11859,0,0,8,26,255,208
320,0,8,2,5,2,0,0,0,4|4|160|46|8|0|183|46,45|45|208|46|8|0|233|46,120|120|0|47|8|0|13|47,120|120|27|47|8|0|42|47,-40|-8|57|47|8|0|77|47,24|24|97|47|8|0|110|47,582|582|8|12183|8|12199|8|12215,0,0,8,26,255,208
321,0,16,3,5,3,0,0,0,4|4|4|48|8|0|34|48,45|45|90|48|8|0|87|48,120|120|120|48|8|0|-124|48,120|120|120|48|8|0|-84|48,-50|8|-24|48|8|0|-40|48,24|24|4|48|8|0|-6|48,582|582|582|12575|8|12594|8|12609,0,0,8,26,255,208
322,0,4,2,0,2,0,0,0,1|1|152|49|8|0|169|49,255|255|183|49|8|0|202|49,0|0|-33|49|8|0|-12|49,12|12|7|50|8|0|27|50,-5|5|41|50|8|0|56|50,0|0|71|50|8|0|93|50,225|225|8|12922|8|12942|8|12963,0,0,0,26,255,208
323,0,5,3,0,3,0,0,0,1|1|1|51|8|0|40|51,255|255|255|51|8|0|88|51,0|-2|2|51|8|0|-120|51,12|11|11|51|8|0|-88|51,0|0|0|51|8|0|-46|51,0|0|0|51|8|0|-16|51,225|225|225|13326|8|13342|8|13355,0,0,0,26,255,208
324,0,5,4,0,4,0,0,0,1|1|1|1|8|0|124|52,255|255|255|255|8|0|158|52,-2|2|-4|4|8|0|-67|52,11|11|12|12|8|0|-39|52,0|0|0|0|8|0|-13|52,0|0|0|0|8|0|18|53,225|225|225|225|8|13630|8|13647,0,0,0,26,255,208
325,0,6,5,0,5,0,0,0,1|1|1|1|1|0|185|0,255|255|255|255|255|0|200|0,0|-3|3|-6|6|0|-52|0,12|11|11|9|9|0|-48|0,0|0|0|0|0|0|-44|0,0|0|0|0|0|0|-28|0,225|225|225|225|225|234|235|236,0,0,0,26,255,208
326,0,6,6,0,6,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|5|1,-3|3|-6|6|0|0|9|1,11|11|9|9|12|12|-59|0,0|0|0|0|-4|4|16|1,0|0|0|0|0|0|20|1,225|225|225|225|225|225|284|285,0,0,0,26,255,208
327,0,6,4,0,4,0,0,0,1|1|2|2|40|1|41|1,255|255|255|255|44|1|45|1,-6|6|0|0|48|1|49|1,9|9|11|11|52|1|53|1,0|0|8|-8|56|1|57|1,0|0|0|0|60|1|61|1,225|225|244|244|322|323|324|325,0,0,0,26,255,208
328,0,6,5,0,5,0,0,0,1|1|2|2|2|99|107|69,255|255|255|255|255|115|65|0,-5|5|3|-3|0|69|115|99,9|9|11|11|12|0|67|111,0|0|0|0|0|76|105|110,0|0|0|0|0|103|118|87,225|225|244|244|244|27753|17260|25441,0,0,0,26,255,208
329,0,6,6,0,6,0,0,0,1|1|3|3|2|2|67|97,255|255|255|255|255|255|110|68,-6|6|3|-3|0|0|110|116,9|9|11|11|12|12|108|108,0|0|0|0|-8|8|82|117,0|0|0|0|0|0|67|111,225|225|244|244|244|244|17152|28271,0,0,0,26,255,208
330,0,6,6,0,6,0,0,0,2|2|3|2|2|2|117|110,255|255|255|255|255|255|108|108,-6|6|3|-3|0|0|111|97,9|9|11|11|12|12|108|108,0|0|0|0|-8|8|115|115,0|0|0|0|0|0|0|68,244|244|244|244|244|244|17408|27756,0,0,0,26,255,208
331,0,6,7,0,7,0,0,0,2|2|3|2|2|2|3|98,255|255|255|255|255|255|255|110,-8|8|6|-6|3|-3|0|110,9|9|10|10|11|11|12|0,0|0|0|0|0|0|0|101,0|0|0|0|0|0|0|0,244|244|244|244|244|244|244|20839,0,0,0,26,255,208
332,0,6,8,0,8,0,0,0,5|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,0|-4|4|-6|6|0|-3|3,12|12|12|9|9|12|11|11,0|-4|4|0|0|0|0|0,0|-6|-6|0|0|9|0|0,244|244|244|244|244|226|226|226,0,0,0,26,255,208
333,0,8,1,0,1,0,0,0,2|99|105|97|116|101|100|73,255|111|110|65|0|69|120|116,0|97|99|116|65|115|115|111,-6|105|97|116|101|100|73|99,0|110|69|120|65|0|69|120,0|114|97|99|116|65|115|115,126|24937|25972|18788|28515|17774|22392|17664,1,0,0,16,255,208
334,0,8,2,0,2,0,0,0,2|2|111|110|87|0|69|120,255|255|97|99|116|73|99|111,-1|1|0|69|120|116|114|97,-7|-7|73|99|111|110|69|120,-5|5|120|116|114|97|99|116,0|0|111|110|69|120|65|0,126|126|25441|18804|28515|17774|22392|17664,1,0,0,16,255,208
335,0,8,3,0,3,0,0,0,2|2|2|69|120|116|114|97,255|255|255|99|111|110|82|101,-2|2|0|102|111|87|0|69,-7|-7|-5|97|99|116|73|99,-5|5|0|0|69|120|116|114,0|0|0|86|101|114|115|105,126|126|126|29301|25955|13873|87|26950,1,0,0,16,255,208
336,0,8,2,0,2,0,0,0,3|3|120|101|99|117|116|97,255|255|101|65|0|70|105|110,-1|1|120|101|99|117|116|97,-8|-8|101|87|0|70|114|101,-5|5|99|111|110|76|105|115,0|0|73|110|116|101|114|110,214|214|29300|25441|18804|28515|19566|29545,1,0,0,16,255,208
337,0,8,3,0,3,0,0,0,3|3|3|99|111|110|76|105,255|255|255|0|79|112|101|110,-2|2|0|82|117|110|114|0,-8|-8|-5|111|102|116|119|97,-5|5|0|77|105|99|114|111,0|0|0|116|92|87|105|110,214|214|214|29301|25970|29806|25942|29554,1,0,0,16,255,208
338,0,8,5,0,5,0,0,0,2|2|2|2|3|46|101|120,255|255|255|255|255|0|117|115,-2|2|-4|4|0|0|70|65,-7|-7|-7|-7|-5|0|97|112,-5|5|-8|8|0|112|62|80,0|0|0|0|0|0|77|115,126|126|126|126|214|28781|28271|28261,1,0,0,16,255,208
339,0,8,4,0,4,0,0,0,3|3|2|2|0|0|112|114,255|255|255|255|109|115|0|0,-2|2|-4|4|115|34|0|0,-7|-7|-7|-7|0|0|78|101,-5|5|-8|8|107|84|105|109,0|0|0|0|0|0|45|49,214|214|126|126|49|25942|29554|28521,1,0,0,16,255,208
340,0,8,6,0,6,0,0,0,3|3|2|2|2|2|0|0,255|255|255|255|255|255|97|116,-2|2|-4|4|-1|1|114|116,-7|-7|-7|-7|-6|-6|114|115,-5|5|-8|8|-3|3|80|114,0|0|0|0|0|0|0|0,214|214|126|126|126|126|29285|26995,1,0,0,16,255,208
341,0,8,4,0,4,0,0,0,3|3|3|3|115|111|102|116,255|255|255|255|100|111|119|115,-2|2|-4|4|114|101|110|116,-7|-7|-8|-8|105|111|110|92,-5|5|-8|8|115|116|97|108,0|0|0|0|0|0|-1|-1,214|214|214|214|32724|0|0|30789,1,0,0,16,255,208
342,0,8,4,0,4,0,0,0,2|2|5|5|46|100|108|108,255|255|255|255|0|0|160|17,-1|1|-1|1|-42|127|96|-8,-8|-8|-7|-7|69|84|67|80,-4|5|-5|5|76|0|78|69,0|0|0|0|46|67|80|76,126|126|263|263|27748|108|0|27728,1,0,0,16,255,208
343,0,8,6,0,6,0,0,0,2|2|5|5|2|2|109|68,255|255|255|255|255|255|65|112,-1|1|-1|1|-3|3|115|92,-8|-8|-7|-7|-7|-7|115|92,-4|5|-5|5|-5|5|120|112,0|0|0|0|0|0|37|115,126|126|263|263|126|126|20292|22083,1,0,0,16,255,208
344,0,8,1,0,1,0,0,0,2|97|108|108|0|0|65|68,255|80|65|67|75|46|68|76,0|0|85|110|114|101|103|68,6|108|0|0|0|0|82|101,0|68|108|108|0|0|97|112,0|108|105|99|97|116|105|111,126|11640|25699|102|0|25972|29816|26671,-1,0,0,16,255,208
